iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Aug 03, 2018"
Total Net Assets,"45,226,085,813.74"
Shares Outstanding,"522,550,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"LGND","LIGAND PHARMACEUTICALS INC","Equity","0.58","225.04","1,158,434.00","260,693,987.36","260,693,987.36","Health Care","2501578","US53220K5048","NASDAQ"
"TREX","TREX INC","Equity","0.56","78.52","3,202,745.00","251,479,537.40","251,479,537.40","Industrials","2483074","US89531P1057","New York Stock Exchange Inc."
"ASGN","ASGN INC","Equity","0.54","91.80","2,673,154.00","245,395,537.20","245,395,537.20","Industrials","BFY8W20","US00191U1025","New York Stock Exchange Inc."
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.53","177.05","1,342,378.00","237,668,024.90","237,668,024.90","Information Technology","2159267","US1271903049","New York Stock Exchange Inc."
"NEOG","NEOGEN CORP","Equity","0.51","81.51","2,805,246.00","228,655,601.46","228,655,601.46","Health Care","2630085","US6404911066","NASDAQ"
"PDCE","PDC ENERGY INC","Equity","0.50","63.14","3,589,766.00","226,657,825.24","226,657,825.24","Energy","B89M5F2","US69327R1014","NASDAQ"
"STMP","STAMPS.COM INC","Equity","0.50","261.45","865,917.00","226,393,999.65","226,393,999.65","Information Technology","B013D75","US8528572006","NASDAQ"
"NGVT","INGEVITY CORP","Equity","0.50","98.33","2,289,178.00","225,094,872.74","225,094,872.74","Materials","BD4LHG4","US45688C1071","New York Stock Exchange Inc."
"HQY","HEALTHEQUITY INC","Equity","0.49","78.31","2,857,058.00","223,736,211.98","223,736,211.98","Health Care","BP8XZL1","US42226A1079","NASDAQ"
"AAXN","AXON ENTERPRISE INC","Equity","0.48","69.09","3,116,838.00","215,342,337.42","215,342,337.42","Industrials","BDT5S35","US05464C1018","NASDAQ"
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.47","57.60","3,669,284.00","211,350,758.40","211,350,758.40","Financials","2266026","US32020R1095","NASDAQ"
"NSP","INSPERITY INC","Equity","0.47","103.75","2,031,811.00","210,800,391.25","210,800,391.25","Industrials","2007281","US45778Q1076","New York Stock Exchange Inc."
"KFY","KORN FERRY INTERNATIONAL","Equity","0.45","66.00","3,074,747.00","202,933,302.00","202,933,302.00","Industrials","2386849","US5006432000","New York Stock Exchange Inc."
"GDOT","GREEN DOT CORP CLASS A","Equity","0.45","79.51","2,542,966.00","202,191,226.66","202,191,226.66","Financials","B3WNNP3","US39304D1028","New York Stock Exchange Inc."
"INGN","INOGEN INC","Equity","0.44","211.53","947,248.00","200,371,369.44","200,371,369.44","Health Care","BJSVLL5","US45780L1044","NASDAQ"
"TTEK","TETRA TECH INC","Equity","0.44","65.45","3,028,020.00","198,183,909.00","198,183,909.00","Industrials","2883890","US88162G1031","NASDAQ"
"SR","SPIRE INC","Equity","0.44","71.90","2,739,834.00","196,994,064.60","196,994,064.60","Utilities","BYXJQG9","US84857L1017","New York Stock Exchange Inc."
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.43","61.60","3,186,584.00","196,293,574.40","196,293,574.40","Financials","2766173","US8163001071","NASDAQ"
"FCFS","FIRSTCASH INC","Equity","0.43","79.35","2,471,019.00","196,075,357.65","196,075,357.65","Financials","BZCG9B4","US33767D1054","New York Stock Exchange Inc."
"GBCI","GLACIER BANCORP INC","Equity","0.41","43.58","4,308,201.00","187,751,399.58","187,751,399.58","Financials","2370585","US37637Q1058","NASDAQ"
"WWW","WOLVERINE WORLD WIDE INC","Equity","0.41","35.91","5,159,038.00","185,261,054.58","185,261,054.58","Consumer Discretionary","2977500","US9780971035","New York Stock Exchange Inc."
"JBT","JOHN BEAN TECHNOLOGIES CORP","Equity","0.41","107.30","1,726,035.00","185,203,555.50","185,203,555.50","Industrials","B3BRJZ8","US4778391049","New York Stock Exchange Inc."
"DAR","DARLING INGREDIENTS INC","Equity","0.41","20.51","8,965,301.00","183,878,323.51","183,878,323.51","Consumer Staples","2250289","US2372661015","New York Stock Exchange Inc."
"EGP","EASTGROUP PROPERTIES REIT INC","Equity","0.41","97.56","1,882,163.00","183,623,822.28","183,623,822.28","Real Estate","2455761","US2772761019","New York Stock Exchange Inc."
"AVA","AVISTA CORP","Equity","0.40","50.62","3,553,280.00","179,867,033.60","179,867,033.60","Utilities","2942605","US05379B1070","New York Stock Exchange Inc."
"HI","HILLENBRAND INC","Equity","0.39","52.20","3,394,182.00","177,176,300.40","177,176,300.40","Industrials","B2QGDP1","US4315711089","New York Stock Exchange Inc."
"CBU","COMMUNITY BANK SYSTEM INC","Equity","0.39","63.52","2,771,203.00","176,026,814.56","176,026,814.56","Financials","2222062","US2036071064","New York Stock Exchange Inc."
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.38","35.45","4,906,089.00","173,920,855.05","173,920,855.05","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"B","BARNES GROUP INC","Equity","0.38","65.81","2,634,807.00","173,396,648.67","173,396,648.67","Industrials","2080732","US0678061096","New York Stock Exchange Inc."
"PRLB","PROTO LABS INC","Equity","0.38","125.80","1,364,462.00","171,649,319.60","171,649,319.60","Industrials","B6T6J81","US7437131094","New York Stock Exchange Inc."
"SMTC","SEMTECH CORP","Equity","0.38","47.80","3,590,821.00","171,641,243.80","171,641,243.80","Information Technology","2795542","US8168501018","NASDAQ"
"CCMP","CABOT MICROELECTRONICS CORP","Equity","0.38","122.50","1,398,678.00","171,338,055.00","171,338,055.00","Information Technology","2572381","US12709P1030","NASDAQ"
"BCPC","BALCHEM CORP","Equity","0.37","97.22","1,744,553.00","169,605,442.66","169,605,442.66","Materials","2072074","US0576652004","NASDAQ"
"SKYW","SKYWEST INC","Equity","0.37","59.30","2,834,846.00","168,106,367.80","168,106,367.80","Industrials","2814210","US8308791024","NASDAQ"
"AMED","AMEDISYS INC","Equity","0.37","108.27","1,548,923.00","167,701,893.21","167,701,893.21","Health Care","2024332","US0234361089","NASDAQ"
"MYGN","MYRIAD GENETICS INC","Equity","0.37","44.00","3,801,754.00","167,277,176.00","167,277,176.00","Health Care","2614153","US62855J1043","NASDAQ"
"KS","KAPSTONE PAPER AND PACKAGING CORP","Equity","0.37","34.82","4,794,190.00","166,933,695.80","166,933,695.80","Materials","B0L2NP0","US48562P1030","New York Stock Exchange Inc."
"SSD","SIMPSON MANUFACTURING INC","Equity","0.37","73.74","2,242,338.00","165,350,004.12","165,350,004.12","Industrials","2809250","US8290731053","New York Stock Exchange Inc."
"COLB","COLUMBIA BANKING SYSTEM INC","Equity","0.36","41.29","3,990,199.00","164,755,316.71","164,755,316.71","Financials","2176608","US1972361026","NASDAQ"
"FFBC","FIRST FINANCIAL BANCORP","Equity","0.36","30.60","5,327,510.00","163,021,806.00","163,021,806.00","Financials","2352806","US3202091092","NASDAQ"
"MMSI","MERIT MEDICAL SYSTEMS INC","Equity","0.36","55.75","2,922,518.00","162,930,378.50","162,930,378.50","Health Care","2580555","US5898891040","NASDAQ"
"FCN","FTI CONSULTING INC","Equity","0.36","79.23","2,049,928.00","162,415,795.44","162,415,795.44","Industrials","2351449","US3029411093","New York Stock Exchange Inc."
"SHOO","STEVEN MADDEN LTD","Equity","0.35","55.90","2,863,377.00","160,062,774.30","160,062,774.30","Consumer Discretionary","2553911","US5562691080","NASDAQ"
"RLI","RLI CORP","Equity","0.35","74.61","2,123,961.00","158,468,730.21","158,468,730.21","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"UNF","UNIFIRST CORP","Equity","0.35","188.15","838,468.00","157,757,754.20","157,757,754.20","Industrials","2466428","US9047081040","New York Stock Exchange Inc."
"SJI","S JERSEY INDS INC","Equity","0.35","33.81","4,659,788.00","157,547,432.28","157,547,432.28","Utilities","2825933","US8385181081","New York Stock Exchange Inc."
"FUL","HB FULLER","Equity","0.35","56.81","2,755,198.00","156,522,798.38","156,522,798.38","Materials","2354664","US3596941068","New York Stock Exchange Inc."
"VG","VONAGE HOLDINGS CORP","Equity","0.34","13.73","11,369,227.00","156,099,486.71","156,099,486.71","Telecommunications","B15JLG1","US92886T2015","New York Stock Exchange Inc."
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.34","119.78","1,288,701.00","154,360,605.78","154,360,605.78","Consumer Discretionary","B45K9N8","US57164Y1073","New York Stock Exchange Inc."
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.34","1.00","152,293,183.00","152,293,182.51","152,293,182.51","Cash and/or Derivatives","-","US0669224778","-"
"QLYS","QUALYS INC","Equity","0.34","85.15","1,782,835.00","151,808,400.25","151,808,400.25","Information Technology","B7XJTN8","US74758T3032","NASDAQ"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Equity","0.33","71.90","2,102,756.00","151,188,156.40","151,188,156.40","Industrials","2086309","US03820C1053","New York Stock Exchange Inc."
"FMBI","FIRST MIDWEST BANCORP INC","Equity","0.33","26.86","5,605,264.00","150,557,391.04","150,557,391.04","Financials","2341439","US3208671046","NASDAQ"
"SRCI","SRC ENERGY INC","Equity","0.33","11.39","13,130,119.00","149,552,055.41","149,552,055.41","Energy","BD8ZX20","US78470V1089","Nyse Mkt Llc"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Equity","0.33","52.75","2,816,177.00","148,553,336.75","148,553,336.75","Health Care","B72ZBG4","US8684591089","NASDAQ"
"SFLY","SHUTTERFLY INC","Equity","0.33","82.63","1,797,564.00","148,532,713.32","148,532,713.32","Consumer Discretionary","B188HK1","US82568P3047","NASDAQ"
