iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Aug 28, 2018"
Total Net Assets,"47,685,228,355.64"
Shares Outstanding,"530,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"LGND","LIGAND PHARMACEUTICALS INC","Equity","0.63","254.31","1,175,972.00","299,061,439.32","299,061,439.32","Health Care","2501578","US53220K5048","NASDAQ"
"TREX","TREX INC","Equity","0.57","83.26","3,242,005.00","269,929,336.30","269,929,336.30","Industrials","2483074","US89531P1057","New York Stock Exchange Inc."
"HQY","HEALTHEQUITY INC","Equity","0.56","92.26","2,889,369.00","266,573,183.94","266,573,183.94","Health Care","BP8XZL1","US42226A1079","NASDAQ"
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.55","193.85","1,362,602.00","264,140,397.70","264,140,397.70","Information Technology","2159267","US1271903049","New York Stock Exchange Inc."
"NEOG","NEOGEN CORP","Equity","0.52","87.90","2,847,590.00","250,303,161.00","250,303,161.00","Health Care","2630085","US6404911066","NASDAQ"
"ASGN","ASGN INC","Equity","0.52","91.68","2,713,602.00","248,783,031.36","248,783,031.36","Industrials","BFY8W20","US00191U1025","New York Stock Exchange Inc."
"INGN","INOGEN INC","Equity","0.51","252.16","955,655.00","240,977,964.80","240,977,964.80","Health Care","BJSVLL5","US45780L1044","NASDAQ"
"NSP","INSPERITY INC","Equity","0.50","116.05","2,062,463.00","239,348,831.15","239,348,831.15","Industrials","2007281","US45778Q1076","New York Stock Exchange Inc."
"NGVT","INGEVITY CORP","Equity","0.48","99.40","2,323,780.00","230,983,732.00","230,983,732.00","Materials","BD4LHG4","US45688C1071","New York Stock Exchange Inc."
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.47","59.95","3,724,742.00","223,298,282.90","223,298,282.90","Financials","2266026","US32020R1095","NASDAQ"
"GDOT","GREEN DOT CORP CLASS A","Equity","0.46","85.04","2,581,360.00","219,518,854.40","219,518,854.40","Financials","B3WNNP3","US39304D1028","New York Stock Exchange Inc."
"AAXN","AXON ENTERPRISE INC","Equity","0.45","67.30","3,163,922.00","212,931,950.60","212,931,950.60","Industrials","BDT5S35","US05464C1018","NASDAQ"
"TTEK","TETRA TECH INC","Equity","0.44","68.90","3,060,332.00","210,856,874.80","210,856,874.80","Industrials","2883890","US88162G1031","NASDAQ"
"KFY","KORN FERRY INTERNATIONAL","Equity","0.44","67.19","3,121,199.00","209,713,360.81","209,713,360.81","Industrials","2386849","US5006432000","New York Stock Exchange Inc."
"SR","SPIRE INC","Equity","0.43","74.45","2,781,230.00","207,062,573.50","207,062,573.50","Utilities","BYXJQG9","US84857L1017","New York Stock Exchange Inc."
"STMP","STAMPS.COM INC","Equity","0.43","238.35","865,917.00","206,391,316.95","206,391,316.95","Information Technology","B013D75","US8528572006","NASDAQ"
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.43","63.65","3,234,774.00","205,893,365.10","205,893,365.10","Financials","2766173","US8163001071","NASDAQ"
"FCFS","FIRSTCASH INC","Equity","0.43","81.80","2,508,307.00","205,179,512.60","205,179,512.60","Financials","BZCG9B4","US33767D1054","New York Stock Exchange Inc."
"PRLB","PROTO LABS INC","Equity","0.43","148.80","1,378,465.00","205,115,592.00","205,115,592.00","Industrials","B6T6J81","US7437131094","New York Stock Exchange Inc."
"JBT","JOHN BEAN TECHNOLOGIES CORP","Equity","0.42","115.65","1,752,105.00","202,630,943.25","202,630,943.25","Industrials","B3BRJZ8","US4778391049","New York Stock Exchange Inc."
"WWW","WOLVERINE WORLD WIDE INC","Equity","0.42","38.33","5,236,932.00","200,731,603.56","200,731,603.56","Consumer Discretionary","2977500","US9780971035","New York Stock Exchange Inc."
"PDCE","PDC ENERGY INC","Equity","0.42","54.97","3,643,960.00","200,308,481.20","200,308,481.20","Energy","B89M5F2","US69327R1014","NASDAQ"
"GBCI","GLACIER BANCORP INC","Equity","0.41","45.02","4,373,297.00","196,885,830.94","196,885,830.94","Financials","2370585","US37637Q1058","NASDAQ"
"AMED","AMEDISYS INC","Equity","0.41","122.85","1,591,041.00","195,459,386.85","195,459,386.85","Health Care","2024332","US0234361089","NASDAQ"
"MYGN","MYRIAD GENETICS INC","Equity","0.40","49.47","3,859,108.00","190,910,072.76","190,910,072.76","Health Care","2614153","US62855J1043","NASDAQ"
"EGP","EASTGROUP PROPERTIES REIT INC","Equity","0.39","97.80","1,916,378.00","187,421,768.40","187,421,768.40","Real Estate","2455761","US2772761019","New York Stock Exchange Inc."
"BCPC","BALCHEM CORP","Equity","0.39","104.94","1,770,939.00","185,842,338.66","185,842,338.66","Materials","2072074","US0576652004","NASDAQ"
"SKYW","SKYWEST INC","Equity","0.39","64.55","2,877,664.00","185,753,211.20","185,753,211.20","Industrials","2814210","US8308791024","NASDAQ"
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.39","37.27","4,980,191.00","185,611,718.57","185,611,718.57","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"AVA","AVISTA CORP","Equity","0.39","51.41","3,607,000.00","185,435,870.00","185,435,870.00","Utilities","2942605","US05379B1070","New York Stock Exchange Inc."
"CBU","COMMUNITY BANK SYSTEM INC","Equity","0.39","65.67","2,813,073.00","184,734,503.91","184,734,503.91","Financials","2222062","US2036071064","New York Stock Exchange Inc."
"ENDP","ENDO INTERNATIONAL PLC","Equity","0.39","16.58","11,089,181.00","183,858,620.98","183,858,620.98","Health Care","BJ3V905","IE00BJ3V9050","NASDAQ"
"DAR","DARLING INGREDIENTS INC","Equity","0.39","20.18","9,100,707.00","183,652,267.26","183,652,267.26","Consumer Staples","2250289","US2372661015","New York Stock Exchange Inc."
"B","BARNES GROUP INC","Equity","0.38","68.06","2,674,623.00","182,034,841.38","182,034,841.38","Industrials","2080732","US0678061096","New York Stock Exchange Inc."
"SMTC","SEMTECH CORP","Equity","0.38","49.90","3,645,015.00","181,886,248.50","181,886,248.50","Information Technology","2795542","US8168501018","NASDAQ"
"IRBT","IROBOT CORP","Equity","0.38","117.71","1,532,397.00","180,378,450.87","180,378,450.87","Consumer Discretionary","B0J2NS5","US4627261005","NASDAQ"
"HI","HILLENBRAND INC","Equity","0.37","50.85","3,445,532.00","175,205,302.20","175,205,302.20","Industrials","B2QGDP1","US4315711089","New York Stock Exchange Inc."
"MMSI","MERIT MEDICAL SYSTEMS INC","Equity","0.36","58.30","2,966,600.00","172,952,780.00","172,952,780.00","Health Care","2580555","US5898891040","NASDAQ"
"SSD","SIMPSON MANUFACTURING INC","Equity","0.36","75.75","2,276,150.00","172,418,362.50","172,418,362.50","Industrials","2809250","US8290731053","New York Stock Exchange Inc."
"FFBC","FIRST FINANCIAL BANCORP","Equity","0.36","31.45","5,407,932.00","170,079,461.40","170,079,461.40","Financials","2352806","US3202091092","NASDAQ"
"COLB","COLUMBIA BANKING SYSTEM INC","Equity","0.36","41.81","4,050,555.00","169,353,704.55","169,353,704.55","Financials","2176608","US1972361026","NASDAQ"
"RH","RH","Equity","0.35","159.15","1,054,016.00","167,746,646.40","167,746,646.40","Consumer Discretionary","BYXR425","US74967X1037","New York Stock Exchange Inc."
"KS","KAPSTONE PAPER AND PACKAGING CORP","Equity","0.35","34.33","4,866,554.00","167,068,798.82","167,068,798.82","Materials","B0L2NP0","US48562P1030","New York Stock Exchange Inc."
"RLI","RLI CORP","Equity","0.35","77.05","2,156,035.00","166,122,496.75","166,122,496.75","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"QLYS","QUALYS INC","Equity","0.35","91.50","1,809,695.00","165,587,092.50","165,587,092.50","Information Technology","B7XJTN8","US74758T3032","NASDAQ"
"SHOO","STEVEN MADDEN LTD","Equity","0.35","56.90","2,906,669.00","165,389,466.10","165,389,466.10","Consumer Discretionary","2553911","US5562691080","NASDAQ"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Equity","0.34","76.95","2,134,514.00","164,250,852.30","164,250,852.30","Industrials","2086309","US03820C1053","New York Stock Exchange Inc."
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.34","124.69","1,308,135.00","163,111,353.15","163,111,353.15","Consumer Discretionary","B45K9N8","US57164Y1073","New York Stock Exchange Inc."
"FUL","HB FULLER","Equity","0.34","58.20","2,796,752.00","162,770,966.40","162,770,966.40","Materials","2354664","US3596941068","New York Stock Exchange Inc."
"CCMP","CABOT MICROELECTRONICS CORP","Equity","0.34","113.26","1,419,850.00","160,812,211.00","160,812,211.00","Information Technology","2572381","US12709P1030","NASDAQ"
"VG","VONAGE HOLDINGS CORP","Equity","0.34","14.13","11,369,227.00","160,647,177.51","160,647,177.51","Telecommunications","B15JLG1","US92886T2015","New York Stock Exchange Inc."
"STRA","STRATEGIC EDUCATION INC","Equity","0.33","138.38","1,153,161.00","159,574,419.18","159,574,419.18","Consumer Discretionary","BGGJFV8","US86272C1036","NASDAQ"
"LHCG","LHC GROUP INC","Equity","0.33","98.72","1,606,300.00","158,573,936.00","158,573,936.00","Health Care","B06DT50","US50187A1079","NASDAQ"
"UNF","UNIFIRST CORP","Equity","0.33","184.40","851,108.00","156,944,315.20","156,944,315.20","Industrials","2466428","US9047081040","New York Stock Exchange Inc."
"FCN","FTI CONSULTING INC","Equity","0.33","75.06","2,080,896.00","156,192,053.76","156,192,053.76","Industrials","2351449","US3029411093","New York Stock Exchange Inc."
"AMN","AMN HEALTHCARE INC","Equity","0.32","58.55","2,631,669.00","154,084,219.95","154,084,219.95","Health Care","2813552","US0017441017","New York Stock Exchange Inc."
"BRKS","BROOKS AUTOMATION INC","Equity","0.32","39.60","3,890,078.00","154,047,088.80","154,047,088.80","Information Technology","2145460","US1143401024","NASDAQ"
"SJI","S JERSEY INDS INC","Equity","0.32","32.54","4,730,256.00","153,922,530.24","153,922,530.24","Utilities","2825933","US8385181081","New York Stock Exchange Inc."
"FMBI","FIRST MIDWEST BANCORP INC","Equity","0.32","27.01","5,689,952.00","153,685,603.52","153,685,603.52","Financials","2341439","US3208671046","NASDAQ"
"AJRD","AEROJET ROCKETDYNE HOLDINGS INC","Equity","0.32","36.59","4,177,497.00","152,854,615.23","152,854,615.23","Industrials","BWD7PX9","US0078001056","New York Stock Exchange Inc."
"IIVI","II VI INC","Equity","0.32","49.90","3,044,126.00","151,901,887.40","151,901,887.40","Information Technology","2452698","US9021041085","NASDAQ"
"ONB","OLD NATIONAL BANCORP","Equity","0.31","19.80","7,413,052.00","146,778,429.60","146,778,429.60","Financials","2658441","US6800331075","NASDAQ"
"HMSY","HMS HOLDINGS CORP","Equity","0.31","31.65","4,601,435.00","145,635,417.75","145,635,417.75","Health Care","2418043","US40425J1016","NASDAQ"
"EXPO","EXPONENT INC","Equity","0.31","51.20","2,841,002.00","145,459,302.40","145,459,302.40","Industrials","2330318","US30214U1025","NASDAQ"
"PSB","PS BUSINESS PARKS REIT INC","Equity","0.30","131.07","1,104,266.00","144,736,144.62","144,736,144.62","Real Estate","2707956","US69360J1079","New York Stock Exchange Inc."
"MOGA","MOOG INC CLASS A","Equity","0.30","80.35","1,795,450.00","144,264,407.50","144,264,407.50","Industrials","2601218","US6153942023","New York Stock Exchange Inc."
"VIAV","VIAVI SOLUTIONS INC","Equity","0.30","11.48","12,541,159.00","143,972,505.32","143,972,505.32","Information Technology","BYXB201","US9255501051","NASDAQ"
"OMCL","OMNICELL INC","Equity","0.30","66.75","2,142,742.00","143,028,028.50","143,028,028.50","Health Care","2789523","US68213N1090","NASDAQ"
"ROG","ROGERS CORP","Equity","0.30","140.44","1,016,027.00","142,690,831.88","142,690,831.88","Information Technology","2746700","US7751331015","New York Stock Exchange Inc."
"PRA","PROASSURANCE CORP","Equity","0.30","48.25","2,941,687.00","141,936,397.75","141,936,397.75","Financials","2612737","US74267C1062","New York Stock Exchange Inc."
"MDCO","MEDICINES","Equity","0.29","39.40","3,568,724.00","140,607,725.60","140,607,725.60","Health Care","2616773","US5846881051","NASDAQ"
"GWB","GREAT WESTERN BANCORP INC","Equity","0.29","43.13","3,258,324.00","140,531,514.12","140,531,514.12","Financials","BRHZ1X6","US3914161043","New York Stock Exchange Inc."
"MRCY","MERCURY SYSTEMS INC","Equity","0.29","52.73","2,661,381.00","140,334,620.13","140,334,620.13","Industrials","2144047","US5893781089","NASDAQ"
"SFLY","SHUTTERFLY INC","Equity","0.29","76.00","1,824,740.00","138,680,240.00","138,680,240.00","Consumer Discretionary","B188HK1","US82568P3047","NASDAQ"
"EE","EL PASO ELECTRIC","Equity","0.29","61.90","2,218,538.00","137,327,502.20","137,327,502.20","Utilities","2851808","US2836778546","New York Stock Exchange Inc."
"INDB","INDEPENDENT BANK CORP","Equity","0.29","90.05","1,514,441.00","136,375,412.05","136,375,412.05","Financials","2447821","US4538361084","NASDAQ"
"CVBF","CVB FINANCIAL CORP","Equity","0.28","24.03","5,621,886.00","135,093,920.58","135,093,920.58","Financials","2160645","US1266001056","NASDAQ"
"SFNC","SIMMONS FIRST NATIONAL CORP CLASS","Equity","0.28","30.80","4,343,978.00","133,794,522.40","133,794,522.40","Financials","2810133","US8287302009","NASDAQ"
"DDD","3D SYSTEMS CORP","Equity","0.28","21.09","6,285,120.00","132,553,180.80","132,553,180.80","Information Technology","2889768","US88554D2053","New York Stock Exchange Inc."
"BLD","TOPBUILD CORP","Equity","0.28","66.93","1,971,690.00","131,965,211.70","131,965,211.70","Consumer Discretionary","BZ0P3W2","US89055F1030","New York Stock Exchange Inc."
"DORM","DORMAN PRODUCTS INC","Equity","0.28","80.83","1,630,619.00","131,802,933.77","131,802,933.77","Consumer Discretionary","2718594","US2582781009","NASDAQ"
"WDFC","WD-40","Equity","0.28","173.35","759,300.00","131,624,655.00","131,624,655.00","Consumer Staples","2944742","US9292361071","NASDAQ"
"FOXF","FOX FACTORY HOLDING CORP","Equity","0.28","63.85","2,059,916.00","131,525,636.60","131,525,636.60","Consumer Discretionary","BCRY5K3","US35138V1026","NASDAQ"
"LCII","LCI INDUSTRIES","Equity","0.27","93.85","1,392,678.00","130,702,830.30","130,702,830.30","Consumer Discretionary","BYQ44Y5","US50189K1034","New York Stock Exchange Inc."
"FNSR","FINISAR CORP","Equity","0.27","20.53","6,365,999.00","130,693,959.47","130,693,959.47","Information Technology","2517832","US31787A5074","NASDAQ"
"DRH","DIAMONDROCK HOSPITALITY REIT","Equity","0.27","11.89","10,952,420.00","130,224,273.80","130,224,273.80","Real Estate","B090B96","US2527843013","New York Stock Exchange Inc."
"DSW","DSW INC CLASS A","Equity","0.27","32.70","3,975,568.00","130,001,073.60","130,001,073.60","Consumer Discretionary","B0BV2V6","US23334L1026","New York Stock Exchange Inc."
"AEIS","ADVANCED ENERGY INDUSTRIES INC","Equity","0.27","59.66","2,178,759.00","129,984,761.94","129,984,761.94","Information Technology","2049175","US0079731008","NASDAQ"
"TVPT","TRAVELPORT WORLDWIDE LTD","Equity","0.27","18.57","6,981,571.00","129,647,773.47","129,647,773.47","Information Technology","BQV0M37","BMG9019D1048","New York Stock Exchange Inc."
"KWR","QUAKER CHEMICAL CORP","Equity","0.27","176.78","731,575.00","129,327,828.50","129,327,828.50","Materials","2715186","US7473161070","New York Stock Exchange Inc."
"PLCE","CHILDRENS PLACE INC","Equity","0.27","140.20","921,736.00","129,227,387.20","129,227,387.20","Consumer Discretionary","2106791","US1689051076","NASDAQ"
"AKR","ACADIA REALTY TRUST REIT TRUST","Equity","0.27","28.55","4,523,591.00","129,148,523.05","129,148,523.05","Real Estate","2566522","US0042391096","New York Stock Exchange Inc."
"GTLS","CHART INDUSTRIES INC","Equity","0.27","75.27","1,715,527.00","129,127,717.29","129,127,717.29","Industrials","B19HNF4","US16115Q3083","NASDAQ"
"MED","MEDIFAST INC","Equity","0.27","221.60","582,599.00","129,103,938.40","129,103,938.40","Consumer Staples","2934033","US58470H1014","New York Stock Exchange Inc."
"SRCI","SRC ENERGY INC","Equity","0.27","9.66","13,328,409.00","128,752,430.94","128,752,430.94","Energy","BD8ZX20","US78470V1089","Nyse Mkt Llc"
