iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Aug 07, 2018"
Total Net Assets,"45,687,057,667.00"
Shares Outstanding,"523,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"LGND","LIGAND PHARMACEUTICALS INC","Equity","0.63","247.02","1,159,877.00","286,512,816.54","286,512,816.54","Health Care","2501578","US53220K5048","NASDAQ"
"TREX","TREX INC","Equity","0.56","79.22","3,206,723.00","254,036,596.06","254,036,596.06","Industrials","2483074","US89531P1057","New York Stock Exchange Inc."
"ASGN","ASGN INC","Equity","0.54","92.10","2,676,482.00","246,503,992.20","246,503,992.20","Industrials","BFY8W20","US00191U1025","New York Stock Exchange Inc."
"CACI","CACI INTERNATIONAL INC CLASS A","Equity","0.53","180.00","1,344,042.00","241,927,560.00","241,927,560.00","Information Technology","2159267","US1271903049","New York Stock Exchange Inc."
"NEOG","NEOGEN CORP","Equity","0.51","83.52","2,808,730.00","234,585,129.60","234,585,129.60","Health Care","2630085","US6404911066","NASDAQ"
"HQY","HEALTHEQUITY INC","Equity","0.51","80.85","2,860,607.00","231,280,075.95","231,280,075.95","Health Care","BP8XZL1","US42226A1079","NASDAQ"
"NGVT","INGEVITY CORP","Equity","0.50","100.15","2,292,025.00","229,546,303.75","229,546,303.75","Materials","BD4LHG4","US45688C1071","New York Stock Exchange Inc."
"STMP","STAMPS.COM INC","Equity","0.50","263.45","865,917.00","228,125,833.65","228,125,833.65","Information Technology","B013D75","US8528572006","NASDAQ"
"NSP","INSPERITY INC","Equity","0.47","105.95","2,034,333.00","215,537,581.35","215,537,581.35","Industrials","2007281","US45778Q1076","New York Stock Exchange Inc."
"FFIN","FIRST FINANCIAL BANKSHARES INC","Equity","0.47","57.90","3,673,847.00","212,715,741.30","212,715,741.30","Financials","2266026","US32020R1095","NASDAQ"
"AAXN","AXON ENTERPRISE INC","Equity","0.46","67.62","3,120,712.00","211,022,545.44","211,022,545.44","Industrials","BDT5S35","US05464C1018","NASDAQ"
"TTEK","TETRA TECH INC","Equity","0.46","69.20","3,031,790.00","209,799,868.00","209,799,868.00","Industrials","2883890","US88162G1031","NASDAQ"
"KFY","KORN FERRY INTERNATIONAL","Equity","0.46","67.95","3,078,569.00","209,188,763.55","209,188,763.55","Industrials","2386849","US5006432000","New York Stock Exchange Inc."
"GDOT","GREEN DOT CORP CLASS A","Equity","0.45","80.68","2,546,125.00","205,421,365.00","205,421,365.00","Financials","B3WNNP3","US39304D1028","New York Stock Exchange Inc."
