iShares Core S&P Small-Cap ETF
Inception Date,"May 22, 2000"
Fund Holdings as of,"Jul 19, 2018"
Total Net Assets,"45,144,865,409.66"
Shares Outstanding,"519,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"CCMP","CABOT MICROELECTRONICS CORP","Equity","0.36","117.87","1,380,902.00","162,766,918.74","162,766,918.74","Information Technology","2572381","US12709P1030","NASDAQ"
"JBT","JOHN BEAN TECHNOLOGIES CORP","Equity","0.36","94.80","1,710,441.00","162,149,806.80","162,149,806.80","Industrials","B3BRJZ8","US4778391049","New York Stock Exchange Inc."
"B","BARNES GROUP INC","Equity","0.36","61.88","2,609,320.00","161,464,721.60","161,464,721.60","Industrials","2080732","US0678061096","New York Stock Exchange Inc."
"BLD","TOPBUILD CORP","Equity","0.36","83.96","1,921,303.00","161,312,599.88","161,312,599.88","Consumer Discretionary","BZ0P3W2","US89055F1030","New York Stock Exchange Inc."
"SFLY","SHUTTERFLY INC","Equity","0.35","90.01","1,781,305.00","160,335,263.05","160,335,263.05","Consumer Discretionary","B188HK1","US82568P3047","NASDAQ"
"SHOO","STEVEN MADDEN LTD","Equity","0.35","56.25","2,837,428.00","159,605,325.00","159,605,325.00","Consumer Discretionary","2553911","US5562691080","NASDAQ"
"AMN","AMN HEALTHCARE INC","Equity","0.35","61.50","2,570,141.00","158,063,671.50","158,063,671.50","Health Care","2813552","US0017441017","New York Stock Exchange Inc."
"SKYW","SKYWEST INC","Equity","0.35","56.10","2,806,606.00","157,450,596.60","157,450,596.60","Industrials","2814210","US8308791024","NASDAQ"
"AIT","APPLIED INDUSTRIAL TECHNOLOGIES IN","Equity","0.35","75.45","2,070,373.00","156,209,642.85","156,209,642.85","Industrials","2086309","US03820C1053","New York Stock Exchange Inc."
"SJI","S JERSEY INDS INC","Equity","0.34","33.87","4,600,974.00","155,834,989.38","155,834,989.38","Utilities","2825933","US8385181081","New York Stock Exchange Inc."
"UNF","UNIFIRST CORP","Equity","0.34","186.45","831,229.00","154,982,647.05","154,982,647.05","Industrials","2466428","US9047081040","New York Stock Exchange Inc."
"FUL","HB FULLER","Equity","0.34","56.59","2,726,350.00","154,284,146.50","154,284,146.50","Materials","2354664","US3596941068","New York Stock Exchange Inc."
"VAC","MARRIOTT VACATIONS WORLDWIDE CORP","Equity","0.34","120.07","1,273,323.00","152,887,892.61","152,887,892.61","Consumer Discretionary","B45K9N8","US57164Y1073","New York Stock Exchange Inc."
"VG","VONAGE HOLDINGS CORP","Equity","0.34","13.43","11,369,227.00","152,688,718.61","152,688,718.61","Telecommunications","B15JLG1","US92886T2015","New York Stock Exchange Inc."
"FNGN","FINANCIAL ENGINES INC","Equity","0.34","44.95","3,391,442.00","152,445,317.90","152,445,317.90","Financials","B65V2X6","US3174851002","NASDAQ"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Equity","0.33","54.25","2,790,703.00","151,395,637.75","151,395,637.75","Health Care","B72ZBG4","US8684591089","NASDAQ"
"MMSI","MERIT MEDICAL SYSTEMS INC","Equity","0.33","55.95","2,705,787.00","151,388,782.65","151,388,782.65","Health Care","2580555","US5898891040","NASDAQ"
"RLI","RLI CORP","Equity","0.33","70.29","2,099,704.00","147,588,194.16","147,588,194.16","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"AMED","AMEDISYS INC","Equity","0.32","95.39","1,535,044.00","146,427,847.16","146,427,847.16","Health Care","2024332","US0234361089","NASDAQ"
"FMBI","FIRST MIDWEST BANCORP INC","Equity","0.32","26.26","5,554,506.00","145,861,327.56","145,861,327.56","Financials","2341439","US3208671046","NASDAQ"
"RH","RH","Equity","0.32","138.62","1,028,945.00","142,632,355.90","142,632,355.90","Consumer Discretionary","BYXR425","US74967X1037","New York Stock Exchange Inc."
"SRCI","SRC ENERGY INC","Equity","0.31","10.89","13,011,299.00","141,693,046.11","141,693,046.11","Energy","BD8ZX20","US78470V1089","Nyse Mkt Llc"
"EXPO","EXPONENT INC","Equity","0.31","50.45","2,790,272.00","140,769,222.40","140,769,222.40","Industrials","2330318","US30214U1025","NASDAQ"
"SSD","SIMPSON MANUFACTURING INC","Equity","0.31","63.00","2,222,008.00","139,986,504.00","139,986,504.00","Industrials","2809250","US8290731053","New York Stock Exchange Inc."
"MOGA","MOOG INC CLASS A","Equity","0.31","79.86","1,748,959.00","139,671,865.74","139,671,865.74","Industrials","2601218","US6153942023","New York Stock Exchange Inc."
"MDCO","MEDICINES","Equity","0.31","40.08","3,483,806.00","139,630,944.48","139,630,944.48","Health Care","2616773","US5846881051","NASDAQ"
"PSB","PS BUSINESS PARKS REIT INC","Equity","0.31","128.71","1,076,206.00","138,518,474.26","138,518,474.26","Real Estate","2707956","US69360J1079","New York Stock Exchange Inc."
"ONB","OLD NATIONAL BANCORP","Equity","0.30","19.05","7,217,795.00","137,498,994.75","137,498,994.75","Financials","2658441","US6800331075","NASDAQ"
"FCN","FTI CONSULTING INC","Equity","0.30","67.44","2,038,257.00","137,460,052.08","137,460,052.08","Industrials","2351449","US3029411093","New York Stock Exchange Inc."
"LHCG","LHC GROUP INC","Equity","0.30","87.00","1,568,211.00","136,434,357.00","136,434,357.00","Health Care","B06DT50","US50187A1079","NASDAQ"
"LCII","LCI INDUSTRIES","Equity","0.30","98.65","1,358,762.00","134,041,871.30","134,041,871.30","Consumer Discretionary","BYQ44Y5","US50189K1034","New York Stock Exchange Inc."
"IIVI","II VI INC","Equity","0.30","44.95","2,971,596.00","133,573,240.20","133,573,240.20","Information Technology","2452698","US9021041085","NASDAQ"
"EE","EL PASO ELECTRIC","Equity","0.29","61.45","2,169,021.00","133,286,340.45","133,286,340.45","Utilities","2851808","US2836778546","New York Stock Exchange Inc."
"TVPT","TRAVELPORT WORLDWIDE LTD","Equity","0.29","19.41","6,804,237.00","132,070,240.17","132,070,240.17","Information Technology","BQV0M37","BMG9019D1048","New York Stock Exchange Inc."
"DRH","DIAMONDROCK HOSPITALITY REIT","Equity","0.29","12.29","10,714,065.00","131,675,858.85","131,675,858.85","Real Estate","B090B96","US2527843013","New York Stock Exchange Inc."
"GWB","GREAT WESTERN BANCORP INC","Equity","0.29","41.32","3,172,374.00","131,082,493.68","131,082,493.68","Financials","BRHZ1X6","US3914161043","New York Stock Exchange Inc."
"SFNC","SIMMONS FIRST NATIONAL CORP CLASS","Equity","0.29","30.90","4,225,451.00","130,566,435.90","130,566,435.90","Financials","2810133","US8287302009","NASDAQ"
"GTLS","CHART INDUSTRIES INC","Equity","0.29","77.66","1,674,622.00","130,051,144.52","130,051,144.52","Industrials","B19HNF4","US16115Q3083","NASDAQ"
"NTGR","NETGEAR INC","Equity","0.29","76.05","1,698,886.00","129,200,280.30","129,200,280.30","Information Technology","2688363","US64111Q1040","NASDAQ"
"AEIS","ADVANCED ENERGY INDUSTRIES INC","Equity","0.28","60.46","2,123,492.00","128,386,326.32","128,386,326.32","Information Technology","2049175","US0079731008","NASDAQ"
"MGLN","MAGELLAN HEALTH INC","Equity","0.28","95.45","1,321,979.00","126,182,895.55","126,182,895.55","Health Care","2307787","US5590792074","NASDAQ"
"CVBF","CVB FINANCIAL CORP","Equity","0.28","22.80","5,524,274.00","125,953,447.20","125,953,447.20","Financials","2160645","US1266001056","NASDAQ"
"WTS","WATTS WATER TECHNOLOGIES INC CLASS","Equity","0.28","83.85","1,499,045.00","125,694,923.25","125,694,923.25","Industrials","2943620","US9427491025","New York Stock Exchange Inc."
"VIAV","VIAVI SOLUTIONS INC","Equity","0.28","10.27","12,213,124.00","125,428,783.48","125,428,783.48","Information Technology","BYXB201","US9255501051","NASDAQ"
"MNTA","MOMENTA PHARMACEUTICALS INC","Equity","0.28","29.95","4,176,022.00","125,071,858.90","125,071,858.90","Health Care","B018VB0","US60877T1007","NASDAQ"
"LAD","LITHIA MOTORS INC CLASS A","Equity","0.27","96.21","1,292,448.00","124,346,422.08","124,346,422.08","Consumer Discretionary","2515030","US5367971034","New York Stock Exchange Inc."
"AJRD","AEROJET ROCKETDYNE HOLDINGS INC","Equity","0.27","30.41","4,078,897.00","124,039,257.77","124,039,257.77","Industrials","BWD7PX9","US0078001056","New York Stock Exchange Inc."
"JJSF","J AND J SNACK FOODS CORP","Equity","0.27","155.44","797,022.00","123,889,099.68","123,889,099.68","Consumer Staples","2469171","US4660321096","NASDAQ"
"BRKS","BROOKS AUTOMATION INC","Equity","0.27","32.43","3,797,561.00","123,154,903.23","123,154,903.23","Information Technology","2145460","US1143401024","NASDAQ"
"POWI","POWER INTEGRATIONS INC","Equity","0.27","77.50","1,584,791.00","122,821,302.50","122,821,302.50","Information Technology","2133045","US7392761034","NASDAQ"
"BOFI","BOFI HOLDING INC","Equity","0.27","41.30","2,966,762.00","122,527,270.60","122,527,270.60","Financials","B0637D4","US05566U1088","NASDAQ"
"ENDP","ENDO INTERNATIONAL PLC","Equity","0.27","11.22","10,844,142.00","121,671,273.24","121,671,273.24","Health Care","BJ3V905","IE00BJ3V9050","NASDAQ"
"CRZO","CARRIZO OIL AND GAS INC","Equity","0.27","28.93","4,194,742.00","121,353,886.06","121,353,886.06","Energy","2092801","US1445771033","NASDAQ"
"INDB","INDEPENDENT BANK CORP","Equity","0.27","81.65","1,478,343.00","120,706,705.95","120,706,705.95","Financials","2447821","US4538361084","NASDAQ"
"UCBI","UNITED COMMUNITY BANKS INC","Equity","0.27","30.85","3,907,316.00","120,540,698.60","120,540,698.60","Financials","2862156","US90984P3038","NASDAQ"
"MNRO","MONRO INC","Equity","0.27","68.75","1,751,330.00","120,403,937.50","120,403,937.50","Consumer Discretionary","2600088","US6102361010","NASDAQ"
"UFPI","UNIVERSAL FOREST PRODUCTS INC","Equity","0.26","36.17","3,312,939.00","119,829,003.63","119,829,003.63","Industrials","2906496","US9135431040","NASDAQ"
"AWR","AMERICAN STATES WATER","Equity","0.26","60.84","1,966,778.00","119,658,773.52","119,658,773.52","Utilities","2267171","US0298991011","New York Stock Exchange Inc."
"WDFC","WD-40","Equity","0.26","161.20","741,802.00","119,578,482.40","119,578,482.40","Consumer Staples","2944742","US9292361071","NASDAQ"
"HOPE","HOPE BANCORP INC","Equity","0.26","17.21","6,943,105.00","119,490,837.05","119,490,837.05","Financials","BYN87K7","US43940T1097","NASDAQ"
"SPPI","SPECTRUM PHARMACEUTICALS INC","Equity","0.26","23.77","5,017,057.00","119,255,444.89","119,255,444.89","Health Care","2982924","US84763A1088","NASDAQ"
"CPS","COOPER STANDARD HOLDINGS INC","Equity","0.26","136.04","876,591.00","119,251,439.64","119,251,439.64","Consumer Discretionary","B51JS17","US21676P1030","New York Stock Exchange Inc."
"ROG","ROGERS CORP","Equity","0.26","119.85","991,820.00","118,869,627.00","118,869,627.00","Information Technology","2746700","US7751331015","New York Stock Exchange Inc."
"CCOI","COGENT COMMUNICATIONS HOLDINGS INC","Equity","0.26","52.75","2,247,853.00","118,574,245.75","118,574,245.75","Telecommunications","B06RWD1","US19239V3024","NASDAQ"
"DORM","DORMAN PRODUCTS INC","Equity","0.26","74.57","1,585,550.00","118,234,463.50","118,234,463.50","Consumer Discretionary","2718594","US2582781009","NASDAQ"
"AKR","ACADIA REALTY TRUST REIT TRUST","Equity","0.26","26.79","4,408,085.00","118,092,597.15","118,092,597.15","Real Estate","2566522","US0042391096","New York Stock Exchange Inc."
"ROIC","RETAIL OPPORTUNITY INVESTMENTS REI","Equity","0.26","19.15","6,090,851.00","116,639,796.65","116,639,796.65","Real Estate","B28YD08","US76131N1019","NASDAQ"
"IRBT","IROBOT CORP","Equity","0.26","77.89","1,495,965.00","116,520,713.85","116,520,713.85","Consumer Discretionary","B0J2NS5","US4627261005","NASDAQ"
"SANM","SANMINA CORP","Equity","0.26","31.35","3,696,316.00","115,879,506.60","115,879,506.60","Information Technology","B92RRW2","US8010561020","NASDAQ"
"KWR","QUAKER CHEMICAL CORP","Equity","0.26","162.75","710,860.00","115,692,465.00","115,692,465.00","Materials","2715186","US7473161070","New York Stock Exchange Inc."
"EXLS","EXLSERVICE HOLDINGS INC","Equity","0.25","62.44","1,845,435.00","115,228,961.40","115,228,961.40","Information Technology","B07LST0","US3020811044","NASDAQ"
"PLCE","CHILDRENS PLACE INC","Equity","0.25","128.05","899,806.00","115,220,158.30","115,220,158.30","Consumer Discretionary","2106791","US1689051076","NASDAQ"
"MINI","MOBILE MINI INC","Equity","0.25","47.75","2,408,628.00","115,011,987.00","115,011,987.00","Industrials","2548177","US60740F1057","NASDAQ"
"RGNX","REGENXBIO INC","Equity","0.25","79.35","1,439,807.00","114,248,685.45","114,248,685.45","Health Care","BZ0G875","US75901B1070","NASDAQ"
"OMCL","OMNICELL INC","Equity","0.25","54.60","2,091,717.00","114,207,748.20","114,207,748.20","Health Care","2789523","US68213N1090","NASDAQ"
"ARI","APOLLO COMMERCIAL REAL ESTATE FINA","Equity","0.25","18.86","6,046,213.00","114,031,577.18","114,031,577.18","Financials","B4JTYX6","US03762U1051","New York Stock Exchange Inc."
"ITRI","ITRON INC","Equity","0.25","60.50","1,864,238.00","112,786,399.00","112,786,399.00","Information Technology","2471949","US4657411066","NASDAQ"
"ABCB","AMERIS BANCORP","Equity","0.25","51.70","2,178,686.00","112,638,066.20","112,638,066.20","Financials","2038849","US03076K1088","NASDAQ"
"SEM","SELECT MEDICAL HOLDINGS CORP","Equity","0.25","19.30","5,775,066.00","111,458,773.80","111,458,773.80","Health Care","B4MF0Q6","US81619Q1058","New York Stock Exchange Inc."
"ITGR","INTEGER HOLDINGS CORP","Equity","0.25","72.45","1,538,254.00","111,446,502.30","111,446,502.30","Health Care","BD06LM7","US45826H1095","New York Stock Exchange Inc."
"BGS","B AND G FOODS INC","Equity","0.24","30.70","3,598,618.00","110,477,572.60","110,477,572.60","Consumer Staples","B034L49","US05508R1068","New York Stock Exchange Inc."
"SEDG","SOLAREDGE TECHNOLOGIES INC","Equity","0.24","54.30","2,031,952.00","110,334,993.60","110,334,993.60","Information Technology","BWC52Q6","US83417M1045","NASDAQ"
"PENN","PENN NATIONAL GAMING INC","Equity","0.24","35.41","3,110,638.00","110,147,691.58","110,147,691.58","Consumer Discretionary","2682105","US7075691094","NASDAQ"
"SAIA","SAIA INC","Equity","0.24","79.30","1,388,838.00","110,134,853.40","110,134,853.40","Industrials","2982399","US78709Y1055","NASDAQ"
"DSW","DSW INC CLASS A","Equity","0.24","28.18","3,881,027.00","109,367,340.86","109,367,340.86","Consumer Discretionary","B0BV2V6","US23334L1026","New York Stock Exchange Inc."
"HMSY","HMS HOLDINGS CORP","Equity","0.24","24.46","4,470,214.00","109,341,434.44","109,341,434.44","Health Care","2418043","US40425J1016","NASDAQ"
"WAGE","WAGEWORKS INC","Equity","0.24","51.10","2,138,582.00","109,281,540.20","109,281,540.20","Industrials","B6WG4R2","US9304271094","New York Stock Exchange Inc."
"FNSR","FINISAR CORP","Equity","0.24","17.54","6,192,327.00","108,613,415.58","108,613,415.58","Information Technology","2517832","US31787A5074","NASDAQ"
"PLXS","PLEXUS CORP","Equity","0.24","61.79","1,757,030.00","108,566,883.70","108,566,883.70","Information Technology","2692160","US7291321005","NASDAQ"
"EGHT","8X8 INC","Equity","0.24","21.65","5,003,835.00","108,333,027.75","108,333,027.75","Information Technology","2037170","US2829141009","New York Stock Exchange Inc."
"MRCY","MERCURY SYSTEMS INC","Equity","0.24","41.60","2,597,959.00","108,075,094.40","108,075,094.40","Industrials","2144047","US5893781089","NASDAQ"
"IOSP","INNOSPEC INC","Equity","0.24","82.50","1,308,321.00","107,936,482.50","107,936,482.50","Materials","2245597","US45768S1050","NASDAQ"
"OIS","OIL STATES INTERNATIONAL INC","Equity","0.24","33.25","3,237,232.00","107,637,964.00","107,637,964.00","Energy","2724472","US6780261052","New York Stock Exchange Inc."
"BANR","BANNER CORP","Equity","0.24","61.89","1,733,206.00","107,268,119.34","107,268,119.34","Financials","2346003","US06652V2088","NASDAQ"
"PRA","PROASSURANCE CORP","Equity","0.24","38.55","2,780,521.00","107,189,084.55","107,189,084.55","Financials","2612737","US74267C1062","New York Stock Exchange Inc."
"GIII","G III APPAREL GROUP LTD","Equity","0.24","47.33","2,259,126.00","106,924,433.58","106,924,433.58","Consumer Discretionary","2369721","US36237H1014","NASDAQ"
"CHSP","CHESAPEAKE LODGING TRUST REIT TRUS","Equity","0.24","32.72","3,263,247.00","106,773,441.84","106,773,441.84","Real Estate","B4TC8L1","US1652401027","New York Stock Exchange Inc."
"ABM","ABM INDUSTRIES INC","Equity","0.24","30.02","3,552,125.00","106,634,792.50","106,634,792.50","Industrials","2024901","US0009571003","New York Stock Exchange Inc."
"CWT","CALIFORNIA WATER SERVICE GROUP","Equity","0.24","41.15","2,588,115.00","106,500,932.25","106,500,932.25","Utilities","2165383","US1307881029","New York Stock Exchange Inc."
"PLAY","DAVE AND BUSTERS ENTERTAINMENT INC","Equity","0.23","49.51","2,140,778.00","105,989,918.78","105,989,918.78","Consumer Discretionary","B8SW166","US2383371091","NASDAQ"
"SFBS","SERVISFIRST BANCSHARES INC","Equity","0.23","43.42","2,436,324.00","105,785,188.08","105,785,188.08","Financials","BMH0MP5","US81768T1088","NASDAQ"
"EPAY","BOTTOMLINE TECHNOLOGIES INC","Equity","0.23","55.64","1,892,799.00","105,315,336.36","105,315,336.36","Information Technology","2389558","US1013881065","NASDAQ"
"PRAA","PRA GROUP INC","Equity","0.23","42.95","2,443,734.00","104,958,375.30","104,958,375.30","Financials","BSHZ3P9","US69354N1063","NASDAQ"
"FOXF","FOX FACTORY HOLDING CORP","Equity","0.23","51.80","2,004,956.00","103,856,720.80","103,856,720.80","Consumer Discretionary","BCRY5K3","US35138V1026","NASDAQ"
"HA","HAWAIIAN HOLDINGS INC","Equity","0.23","37.75","2,746,771.00","103,690,605.25","103,690,605.25","Industrials","2408044","US4198791018","NASDAQ"
"EBS","EMERGENT BIOSOLUTIONS INC","Equity","0.23","54.67","1,896,318.00","103,671,705.06","103,671,705.06","Health Care","B1HJLW5","US29089Q1058","New York Stock Exchange Inc."
"KLIC","KULICKE AND SOFFA INDUSTRIES INC","Equity","0.23","28.03","3,698,197.00","103,660,461.91","103,660,461.91","Information Technology","2498001","US5012421013","NASDAQ"
"AXE","ANIXTER INTERNATIONAL INC","Equity","0.23","66.00","1,562,844.00","103,147,704.00","103,147,704.00","Information Technology","2468844","US0352901054","New York Stock Exchange Inc."
"KAMN","KAMAN CORP","Equity","0.23","68.28","1,510,426.00","103,131,887.28","103,131,887.28","Industrials","2483223","US4835481031","New York Stock Exchange Inc."
"HSC","HARSCO CORP","Equity","0.23","23.60","4,348,347.00","102,620,989.20","102,620,989.20","Industrials","2412700","US4158641070","New York Stock Exchange Inc."
"ABAX","ABAXIS INC","Equity","0.23","83.29","1,230,734.00","102,507,834.86","102,507,834.86","Health Care","2011550","US0025671050","NASDAQ"
"FLOW","SPX FLOW INC","Equity","0.23","44.54","2,301,262.00","102,498,209.48","102,498,209.48","Industrials","BYMN2T7","US78469X1072","New York Stock Exchange Inc."
"LXP","LEXINGTON REALTY TRUST REIT TRUST","Equity","0.23","8.77","11,671,585.00","102,359,800.45","102,359,800.45","Real Estate","2139151","US5290431015","New York Stock Exchange Inc."
"MATW","MATTHEWS INTERNATIONAL CORP CLASS","Equity","0.23","58.75","1,737,621.00","102,085,233.75","102,085,233.75","Industrials","2568090","US5771281012","NASDAQ"
"CVCO","CAVCO INDUSTRIES INC","Equity","0.22","224.90","452,372.00","101,738,462.80","101,738,462.80","Consumer Discretionary","2787022","US1495681074","NASDAQ"
"LTXB","LEGACYTEXAS FINANCIAL GROUP INC","Equity","0.22","43.86","2,298,629.00","100,817,867.94","100,817,867.94","Financials","BV2CL41","US52471Y1064","NASDAQ"
"ENSG","ENSIGN GROUP INC","Equity","0.22","38.15","2,620,819.00","99,984,244.85","99,984,244.85","Health Care","B1YWPP8","US29358P1012","NASDAQ"
"AIN","ALBANY INTERNATIONAL CORP CLASS A","Equity","0.22","63.95","1,561,532.00","99,859,971.40","99,859,971.40","Industrials","2012757","US0123481089","New York Stock Exchange Inc."
"HMN","HORACE MANN EDUCATORS CORP","Equity","0.22","45.30","2,202,999.00","99,795,854.70","99,795,854.70","Financials","2437112","US4403271046","New York Stock Exchange Inc."
"CNMD","CONMED CORP","Equity","0.22","73.75","1,348,819.00","99,475,401.25","99,475,401.25","Health Care","2216010","US2074101013","NASDAQ"
"RGEN","REPLIGEN CORP","Equity","0.22","48.79","2,030,205.00","99,053,701.95","99,053,701.95","Health Care","2731654","US7599161095","NASDAQ"
"NWN","NORTHWEST NATURAL GAS","Equity","0.22","64.20","1,540,241.00","98,883,472.20","98,883,472.20","Utilities","2649586","US6676551046","New York Stock Exchange Inc."
"EBIX","EBIX INC","Equity","0.22","82.70","1,190,568.00","98,459,973.60","98,459,973.60","Information Technology","2008400","US2787152063","NASDAQ"
"CBM","CAMBREX CORP","Equity","0.22","55.70","1,763,276.00","98,214,473.20","98,214,473.20","Health Care","2165811","US1320111073","New York Stock Exchange Inc."
"ANF","ABERCROMBIE AND FITCH CLASS A","Equity","0.22","26.87","3,653,401.00","98,166,884.87","98,166,884.87","Consumer Discretionary","2004185","US0028962076","New York Stock Exchange Inc."
