"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"8x8","EGHT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"AAON","AAON","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"AAR","AIR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Abercrombie&Fitch","ANF","Strong Sell","Buy","Strong Buy","Strong Buy"
"ABM Industries","ABM","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Acadia","AKR","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Aceto","ACET","Strong Buy","Buy","Strong Sell","Strong Sell"
"Acorda","ACOR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Actuant","ATU","Buy","Strong Buy","Strong Buy","Strong Buy"
"ADTRAN","ADTN","Buy","Strong Buy","Buy","Strong Sell"
"Advanced Energy","AEIS","Strong Buy","Sell","Strong Sell","Sell"
"AdvanSix","ASIX","Strong Buy","Sell","Strong Sell","Buy"
"Aegion","AEGN","Strong Sell","Sell","Neutral","Strong Buy"
"Aerojet Rocketdyne","AJRD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AeroVironment","AVAV","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Agilysys","AGYS","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Agree","ADC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AK Steel","AKS","Buy","Neutral","Strong Sell","Strong Sell"
"Alamo","ALG","Strong Buy","Strong Buy","Strong Buy","Buy"
"Albany","AIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Allegiant","ALGT","Strong Buy","Buy","Sell","Strong Sell"
"Allete","ALE","Strong Sell","Strong Sell","Neutral","Strong Buy"
"AMAG","AMAG","Strong Buy","Buy","Strong Buy","Strong Buy"
"Amedisys","AMED","Buy","Strong Buy","Strong Buy","Strong Buy"
"American Assets","AAT","Strong Sell","Buy","Strong Buy","Strong Buy"
"American Axle&Manufacturing","AXL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"American Equity Inv. Life","AEL","Buy","Strong Buy","Strong Buy","Strong Buy"
"American Public Education","APEI","Strong Sell","Strong Sell","Sell","Strong Buy"
"American States Water","AWR","Strong Sell","Neutral","Strong Buy","Strong Buy"
"American Vanguard","AVD","Strong Buy","Strong Buy","Neutral","Buy"
"American Woodmark","AMWD","Strong Buy","Buy","Neutral","Neutral"
"Ameris","ABCB","Neutral","Buy","Strong Sell","Buy"
"AMERISAFE","AMSF","Sell","Strong Buy","Strong Buy","Strong Buy"
"AMN Healthcare Services","AMN","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Amneal Pharma A","AMRX","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Amphastar P","AMPH","Sell","Strong Buy","Strong Buy","Strong Buy"
"AngioDynamics","ANGO","Sell","Strong Buy","Strong Buy","Strong Buy"
"ANI Pharma","ANIP","Sell","Neutral","Strong Sell","Neutral"
"Anika","ANIK","Buy","Strong Buy","Buy","Strong Sell"
"Anixter","AXE","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Apogee","APOG","Strong Sell","Buy","Strong Buy","Strong Buy"
"Applied Industrial Technologies","AIT","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"ArcBest Corp","ARCB","Buy","Strong Buy","Strong Buy","Strong Buy"
"Archrock","AROC","Sell","Strong Buy","Strong Buy","Strong Buy"
"Asbury Automotive","ABG","Sell","Strong Buy","Strong Buy","Strong Buy"
"ASGN","ASGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Assertio Therapeutics","ASRT","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Astec","ASTE","Strong Buy","Buy","Strong Sell","Strong Sell"
"Atlas Air","AAWW","Strong Buy","Neutral","Strong Sell","Buy"
"ATN Int","ATNI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Avista","AVA","Strong Buy","Strong Buy","Strong Buy","Buy"
"Axon Enterprise","AAXN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AZZ","AZZ","Buy","Strong Buy","Strong Buy","Strong Buy"
"B&G Foods","BGS","Strong Sell","Neutral","Neutral","Neutral"
"Badger Meter","BMI","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Balchem","BCPC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Banc of California","BANC","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Banner","BANR","Strong Sell","Sell","Strong Buy","Strong Buy"
"Barnes","B","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Barnes & Noble Education Inc","BNED","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
