"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"8x8","EGHT","Strong Sell","Strong Sell","Buy","Strong Buy"
"A Schulman","SHLM","Strong Sell","Strong Sell","Neutral","Strong Buy"
"AAON","AAON","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AAR","AIR","Strong Sell","Neutral","Strong Buy","Strong Buy"
"ABAXIS","ABAX","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Abercrombie&Fitch","ANF","Sell","Strong Sell","Sell","Strong Buy"
"ABM Industries","ABM","Strong Buy","Strong Buy","Sell","Strong Sell"
"Acadia","AKR","Sell","Strong Sell","Neutral","Neutral"
"Aceto","ACET","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Acorda","ACOR","Sell","Strong Sell","Strong Sell","Neutral"
"Actuant","ATU","Strong Sell","Sell","Strong Buy","Strong Buy"
"ADTRAN","ADTN","Strong Sell","Strong Buy","Buy","Strong Sell"
"Advanced Energy","AEIS","Strong Buy","Neutral","Strong Sell","Sell"
"AdvanSix","ASIX","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Aegion","AEGN","Strong Sell","Strong Sell","Strong Sell","Buy"
"Aerojet Rocketdyne","AJRD","Strong Sell","Strong Sell","Strong Sell","Buy"
"AeroVironment","AVAV","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Agilysys","AGYS","Sell","Neutral","Strong Buy","Strong Buy"
"Agree","ADC","Sell","Strong Sell","Strong Buy","Strong Buy"
"AK Steel","AKS","Strong Buy","Strong Buy","Strong Buy","Strong Sell"
"Alamo","ALG","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Albany","AIN","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Allegiant","ALGT","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Allete","ALE","Strong Sell","Sell","Strong Buy","Strong Buy"
"AMAG","AMAG","Strong Sell","Sell","Neutral","Neutral"
"Amedisys","AMED","Strong Sell","Neutral","Strong Buy","Strong Buy"
"American Assets","AAT","Strong Buy","Neutral","Buy","Buy"
"American Axle&Manufacturing","AXL","Strong Buy","Strong Buy","Buy","Neutral"
"American Equity Inv. Life","AEL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"American Public Education","APEI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"American States Water","AWR","Strong Sell","Buy","Strong Buy","Strong Buy"
"American Vanguard","AVD","Sell","Strong Sell","Sell","Strong Buy"
"American Woodmark","AMWD","Strong Sell","Strong Sell","Strong Sell","Sell"
"Ameris","ABCB","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"AMERISAFE","AMSF","Neutral","Strong Buy","Strong Buy","Strong Buy"
"AMN Healthcare Services","AMN","Strong Sell","Sell","Strong Buy","Strong Buy"
"Amneal Pharma A","AMRX","Buy","Strong Buy","Buy","Neutral"
"Amphastar P","AMPH","Strong Sell","Buy","Neutral","Neutral"
"AngioDynamics","ANGO","Strong Sell","Neutral","Strong Buy","Strong Buy"
"ANI Pharma","ANIP","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Anika","ANIK","Neutral","Strong Buy","Sell","Strong Sell"
"Anixter","AXE","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Apogee","APOG","Neutral","Buy","Strong Buy","Strong Buy"
"Applied Industrial Technologies","AIT","Strong Sell","Sell","Strong Buy","Strong Buy"
"ArcBest Corp","ARCB","Strong Sell","Sell","Strong Buy","Strong Buy"
"Archrock","AROC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Asbury Automotive","ABG","Strong Buy","Strong Buy","Neutral","Strong Buy"
"ASGN","ASGN","Sell","Strong Buy","Strong Buy","Strong Buy"
"Astec","ASTE","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Atlas Air","AAWW","Strong Sell","Strong Sell","Sell","Strong Buy"
"ATN Int","ATNI","Buy","Strong Buy","Strong Buy","Neutral"
"Avista","AVA","Sell","Strong Sell","Strong Sell","Strong Buy"
"Axon Enterprise","AAXN","Strong Sell","Sell","Strong Buy","Strong Buy"
"AZZ","AZZ","Strong Sell","Neutral","Strong Buy","Buy"
"B&G Foods","BGS","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Badger Meter","BMI","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Balchem","BCPC","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Banc of California","BANC","Neutral","Strong Buy","Strong Buy","Neutral"
"Banner","BANR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Barnes","B","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Barnes & Noble Education Inc","BNED","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Barnes&Noble","BKS","Strong Buy","Strong Buy","Buy","Strong Sell"
"Bel Fuse B","BELFB","Strong Buy","Strong Buy","Strong Buy","Neutral"
"Belmond","BEL","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Benchmark Electronics","BHE","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Big 5","BGFV","Buy","Strong Sell","Strong Sell","Strong Sell"
"Biglari","BH","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"BioTelemetry","BEAT","Neutral","Strong Buy","Strong Buy","Strong Buy"
"BJs Restaurants","BJRI","Strong Sell","Neutral","Strong Buy","Strong Buy"
"Black Box","BBOX","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Blackbaud","BLKB","Strong Sell","Sell","Strong Buy","Strong Buy"
"Blucora","BCOR","Strong Sell","Strong Sell","Buy","Strong Buy"
"BofI Holding","BOFI","Strong Sell","Strong Sell","Sell","Strong Buy"
"Boise Cascad Llc","BCC","Strong Sell","Strong Sell","Sell","Strong Buy"
"Boston Private","BPFH","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Bottomline","EPAY","Strong Sell","Sell","Strong Buy","Strong Buy"
"Boyd Gaming","BYD","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Brady","BRC","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Briggs&Stratton","BGG","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Brinks","BCO","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Bristow","BRS","Strong Sell","Strong Sell","Neutral","Neutral"
"Brookline Bancorp","BRKL","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Brooks Automation","BRKS","Strong Sell","Strong Sell","Neutral","Strong Buy"
"Buckle","BKE","Strong Buy","Strong Sell","Strong Sell","Neutral"
"Cabot","CCMP","Neutral","Strong Buy","Strong Buy","Strong Buy"
"CACI","CACI","Strong Sell","Sell","Strong Buy","Strong Buy"
"Cal-Maine","CALM","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"CalAmp","CAMP","Sell","Strong Sell","Buy","Strong Buy"
"Calavo Growers","CVGW","Neutral","Strong Sell","Neutral","Strong Buy"
"Caleres","CAL","Strong Sell","Strong Sell","Sell","Strong Buy"
"California Water Service","CWT","Strong Sell","Sell","Strong Buy","Strong Buy"
"Callaway Golf","ELY","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Cambrex","CBM","Sell","Strong Buy","Strong Buy","Strong Buy"
"Cantel Medical","CMD","Strong Sell","Strong Sell","Strong Sell","Neutral"
"Capella","CPLA","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Capstead Mortgage","CMO","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Carbo Ceramics","CRR","Strong Sell","Neutral","Buy","Neutral"
"Cardtronics","CATM","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Career","CECO","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Caretrust Inc","CTRE","Neutral","Strong Sell","Strong Buy","Neutral"
"Carrizo Oil&Gas","CRZO","Neutral","Neutral","Strong Buy","Buy"
"Cato","CATO","Strong Sell","Buy","Strong Buy","Strong Buy"
"Cavco","CVCO","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"Cedar Realty","CDR","Strong Sell","Strong Sell","Neutral","Strong Sell"
"Celadon","CGIP","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
