"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"8x8","EGHT","Strong Buy","Buy","Strong Buy","Strong Buy"
"A Schulman","SHLM","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"AAON","AAON","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AAR","AIR","Neutral","Neutral","Strong Buy","Strong Buy"
"Abercrombie&Fitch","ANF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ABM Industries","ABM","Strong Buy","Strong Buy","Neutral","Strong Sell"
"Acadia","AKR","Strong Sell","Strong Buy","Buy","Buy"
"Aceto","ACET","Strong Buy","Sell","Strong Sell","Strong Sell"
"Acorda","ACOR","Strong Buy","Neutral","Neutral","Strong Buy"
"Actuant","ATU","Strong Sell","Neutral","Strong Buy","Strong Buy"
"ADTRAN","ADTN","Strong Buy","Buy","Buy","Strong Sell"
"Advanced Energy","AEIS","Strong Buy","Strong Buy","Neutral","Neutral"
"AdvanSix","ASIX","Strong Sell","Strong Sell","Strong Sell","Strong Buy"
"Aegion","AEGN","Strong Buy","Neutral","Buy","Strong Buy"
"Aerojet Rocketdyne","AJRD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AeroVironment","AVAV","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Agilysys","AGYS","Buy","Strong Sell","Strong Buy","Strong Buy"
"Agree","ADC","Neutral","Strong Buy","Strong Buy","Strong Buy"
"AK Steel","AKS","Buy","Strong Sell","Strong Sell","Strong Sell"
"Alamo","ALG","Buy","Strong Buy","Neutral","Neutral"
"Albany","AIN","Strong Sell","Buy","Strong Buy","Strong Buy"
"Allegiant","ALGT","Strong Buy","Strong Sell","Strong Sell","Strong Sell"
"Allete","ALE","Neutral","Neutral","Buy","Strong Buy"
"AMAG","AMAG","Strong Buy","Strong Buy","Strong Buy","Buy"
"Amedisys","AMED","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"American Assets","AAT","Buy","Strong Buy","Strong Buy","Strong Buy"
"American Axle&Manufacturing","AXL","Strong Buy","Strong Buy","Strong Buy","Neutral"
"American Equity Inv. Life","AEL","Strong Buy","Neutral","Strong Buy","Strong Buy"
"American Public Education","APEI","Strong Sell","Strong Sell","Strong Buy","Strong Buy"
"American States Water","AWR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"American Vanguard","AVD","Strong Buy","Neutral","Sell","Strong Buy"
