"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"8x8","EGHT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"A Schulman","SHLM","Strong Sell","Strong Sell","Neutral","Strong Buy"
"AAON","AAON","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AAR","AIR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ABAXIS","ABAX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Abercrombie&Fitch","ANF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ABM Industries","ABM","Neutral","Strong Sell","Strong Sell","Strong Sell"
"Acadia","AKR","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Aceto","ACET","Strong Sell","Strong Sell","Strong Sell","Strong Sell"
"Acorda","ACOR","Strong Sell","Sell","Strong Buy","Strong Buy"
"Actuant","ATU","Neutral","Neutral","Strong Buy","Strong Buy"
"ADTRAN","ADTN","Neutral","Strong Buy","Neutral","Strong Sell"
"Advanced Energy","AEIS","Strong Buy","Neutral","Strong Sell","Neutral"
"AdvanSix","ASIX","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Aegion","AEGN","Neutral","Strong Sell","Strong Buy","Strong Buy"
"Aerojet Rocketdyne","AJRD","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AeroVironment","AVAV","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Agilysys","AGYS","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Agree","ADC","Strong Sell","Sell","Strong Buy","Strong Buy"
"AK Steel","AKS","Strong Buy","Strong Buy","Buy","Strong Sell"
"Alamo","ALG","Neutral","Strong Sell","Strong Sell","Neutral"
"Albany","AIN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Allegiant","ALGT","Strong Buy","Buy","Strong Sell","Sell"
"Allete","ALE","Strong Sell","Sell","Strong Buy","Strong Buy"
"AMAG","AMAG","Strong Buy","Strong Buy","Buy","Buy"
"Amedisys","AMED","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"American Assets","AAT","Strong Sell","Sell","Buy","Neutral"
"American Axle&Manufacturing","AXL","Strong Buy","Strong Buy","Strong Buy","Neutral"
"American Equity Inv. Life","AEL","Strong Buy","Neutral","Strong Buy","Strong Buy"
"American Public Education","APEI","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"American States Water","AWR","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"American Vanguard","AVD","Neutral","Strong Sell","Neutral","Strong Buy"
"American Woodmark","AMWD","Buy","Strong Sell","Strong Sell","Sell"
"Ameris","ABCB","Buy","Strong Sell","Sell","Strong Buy"
"AMERISAFE","AMSF","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AMN Healthcare Services","AMN","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Amneal Pharma A","AMRX","Neutral","Strong Buy","Strong Buy","Neutral"
"Amphastar P","AMPH","Sell","Neutral","Strong Sell","Sell"
"AngioDynamics","ANGO","Strong Buy","Strong Sell","Strong Buy","Strong Buy"
"ANI Pharma","ANIP","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Anika","ANIK","Strong Sell","Neutral","Strong Sell","Strong Sell"
"Anixter","AXE","Buy","Strong Buy","Sell","Strong Sell"
"Apogee","APOG","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Applied Industrial Technologies","AIT","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"ArcBest Corp","ARCB","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Archrock","AROC","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Asbury Automotive","ABG","Strong Buy","Neutral","Neutral","Strong Buy"
"ASGN","ASGN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Astec","ASTE","Strong Buy","Neutral","Strong Buy","Strong Buy"
"Atlas Air","AAWW","Strong Buy","Neutral","Strong Buy","Strong Buy"
"ATN Int","ATNI","Neutral","Neutral","Sell","Sell"
