"Name","Symbol","Hourly","Daily","Weekly","Monthly"
"8x8","EGHT","Strong Buy","Buy","Strong Buy","Strong Buy"
"AAON","AAON","Neutral","Buy","Strong Buy","Strong Buy"
"AAR","AIR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Abercrombie&Fitch","ANF","Buy","Buy","Strong Buy","Strong Buy"
"ABM Industries","ABM","Strong Buy","Neutral","Neutral","Sell"
"Acadia","AKR","Neutral","Strong Buy","Strong Buy","Strong Buy"
"Aceto","ACET","Strong Buy","Strong Buy","Sell","Strong Sell"
"Acorda","ACOR","Strong Sell","Strong Buy","Buy","Strong Buy"
"Actuant","ATU","Sell","Strong Buy","Strong Buy","Strong Buy"
"ADTRAN","ADTN","Buy","Strong Buy","Buy","Strong Sell"
"Advanced Energy","AEIS","Strong Sell","Neutral","Strong Sell","Sell"
"AdvanSix","ASIX","Strong Sell","Strong Sell","Strong Sell","Buy"
"Aegion","AEGN","Strong Buy","Sell","Neutral","Strong Buy"
"Aerojet Rocketdyne","AJRD","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"AeroVironment","AVAV","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Agilysys","AGYS","Strong Sell","Buy","Strong Buy","Strong Buy"
"Agree","ADC","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AK Steel","AKS","Strong Buy","Neutral","Strong Sell","Strong Sell"
"Alamo","ALG","Strong Sell","Neutral","Buy","Neutral"
"Albany","AIN","Strong Sell","Buy","Strong Buy","Strong Buy"
"Allegiant","ALGT","Strong Sell","Neutral","Strong Sell","Strong Sell"
"Allete","ALE","Buy","Strong Sell","Neutral","Strong Buy"
"AMAG","AMAG","Neutral","Neutral","Strong Buy","Strong Buy"
"Amedisys","AMED","Neutral","Strong Buy","Strong Buy","Strong Buy"
"American Assets","AAT","Buy","Strong Buy","Strong Buy","Strong Buy"
"American Axle&Manufacturing","AXL","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"American Equity Inv. Life","AEL","Neutral","Strong Buy","Strong Buy","Strong Buy"
"American Public Education","APEI","Strong Sell","Sell","Sell","Strong Buy"
"American States Water","AWR","Neutral","Neutral","Strong Buy","Strong Buy"
"American Vanguard","AVD","Strong Buy","Strong Buy","Strong Buy","Buy"
"American Woodmark","AMWD","Strong Buy","Buy","Neutral","Neutral"
"Ameris","ABCB","Strong Sell","Neutral","Strong Sell","Buy"
"AMERISAFE","AMSF","Neutral","Neutral","Strong Buy","Strong Buy"
"AMN Healthcare Services","AMN","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"Amneal Pharma A","AMRX","Strong Sell","Strong Buy","Strong Buy","Strong Buy"
"Amphastar P","AMPH","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
"AngioDynamics","ANGO","Strong Buy","Strong Buy","Strong Buy","Strong Buy"
