Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
CHCT,"Community Healthcare Trust Inc",571116000,21.44,0.31,3510000,0.79,1.61,5.11%
CHS,"Chico's Fas",1291600000,15.46,0.65,101000000,0.75,0.34,3.38%
CHSP,"Chesapeake Lodging Trust",1985952000,14.44,1.21,76240000,0.92,1.6,4.88%
CHUY,"Chuy's Holdings Inc",463583000,28.79,0.95,28960000,-0.23,0,0.00%
CIR,"Circor International",864429000,22.84,1.97,11790000,1.87,0.04,0.08%
CJ,"C&J Energy Services Inc",1657046000,16.19,1.46,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",946711000,37.53,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",190208000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",998808000,10.82,0.83,29480000,1.07,1.32,6.07%
CLW,"Clearwater Paper Corp",523933000,17.68,1.66,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",777000000,15.33,0.55,79590000,0.1,0.56,6.64%
CMTL,"Comtech Telecom Co",845366000,54.68,0.65,15830000,1.55,0.4,1.13%
CNMD,"C O N M E D Cp",2185553000,37.1,2.1,55490000,0.55,0.8,1.03%
CNSL,"Consolidated Communications Holdings Inc",859275000,0,-0.23,64950000,0.78,1.55,12.83%
COHU,"Cohu Inc",753740000,16.99,1.52,32840000,1.11,0.24,0.93%
COKE,"Coca Cola Bot Cons",1602241000,73.63,2.35,96540000,0.18,1,0.58%
COLB,"Columbia Banking Sys",3155739000,17.83,2.43,112830000,1.12,1.04,2.40%
CORE,"Core Mark Holding",1586882000,31.06,1.12,33500000,0.63,0.4,1.15%
CORT,"Corcept Therapeutics",1602651000,24.38,0.56,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",862300000,16.81,1.74,41200000,1.08,0.84,2.87%
CPS,"Cooper Std Hldg Inc",2504958000,12.13,11.72,135300000,0.73,0,0.00%
CPSI,"Computer Programs",386066000,18.7,1.46,-17100000,-0.04,0.4,1.47%
CRAY,"Cray Inc",871721000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1393802000,183.82,0.11,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",233016000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1130912000,29.01,2.03,35700000,0.66,0,0.00%
CRY,Cryolife,1257876000,105.48,0.31,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",1974746000,10.85,2.18,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1247912000,16.55,2.27,61360000,0.87,0.84,2.24%
CTB,"Cooper Tire & Rubber Company",1476770000,14.21,2.14,95400000,0.66,0.42,1.38%
CTRE,"Caretrust REIT Inc",1486793000,14.74,0.54,25870000,0.78,0.82,4.45%
CTRL,"Control4 Corp",947691000,38.37,0.92,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1164768000,24.72,1.43,14450000,1.23,0.16,0.45%
CUB,"Cubic Corp",1998788000,188.33,0.39,-11210000,0.99,0.27,0.37%
CUBI,"Customers Bancorp",809169000,10.44,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",476788000,76.14,0.44,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2738749000,20.89,1.19,104410000,1.38,0.56,2.25%
CVCO,"Cavco Inds Inc",2175440000,34.73,6.91,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1838701000,41.89,2.43,37270000,0.56,0.95,0.93%
CWT,"California Water Service Group Holding",1975677000,34.26,1.21,67180000,0.61,0.75,1.81%
CYH,"Community Health Systems",418500000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,404262000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",346018000,61.04,0.22,5560000,1.08,0.28,3.53%
DAR,"Darling International Inc",3347334000,24.06,0.84,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",334796000,7,0.65,-233100000,2.04,0.3,6.59%
DCOM,"Dime Community Bncsh",696756000,13.79,1.36,51880000,0.58,0.56,2.99%
DDD,"3D Systems Corp",2396911000,0,-0.48,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",1207600000,16.19,0.1,4450000,0.41,1.04,5.18%
DF,"Dean Foods Company",711772000,10.41,0.75,61590000,0.46,0.36,4.61%
DFIN,"Donnelly Financial Solutions Inc",690880000,21.41,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",359568000,76.47,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1414053000,20.97,3.79,-330540000,0.05,2.52,3.17%
DIOD,"Diodes Inc",1882883000,19.57,1.93,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",2303200000,12.05,0.41,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2638273000,21.46,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1439834000,24.39,0.8,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2467061000,12.01,0.39,91880000,1.39,0.5,4.21%
DSPG,"D S P Group Inc",286110000,52.71,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2212718000,17.26,1.6,67300000,0.63,1,3.62%
DXPE,"Dxp Enterprise",840633000,36.25,1.3,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2460944000,23.1,3.35,100620000,1.3,0.3,0.39%
EBS,"Emergent Biosolutions",3044717000,24.01,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",950715000,26.51,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1583280000,34.4,2.07,49370000,0.65,0.72,1.01%
ECPG,"Encore Capital Grp",1236684000,8.94,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2561436000,28.02,2.27,98260000,0.4,1.44,2.26%
EFII,"Elec Imaging Inc",1511139000,422.38,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2104366000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1287665000,15.64,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1138176000,20.06,0.86,51610000,0.47,0.32,1.86%
EGP,"Eastgroup Properties",3439975000,21.52,2.29,83180000,0.84,2.56,2.64%
EGRX,"Eagle Pharmaceutical",1228745000,35.74,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",569838000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1443078000,12.41,3.53,101200000,1.03,0.8,1.83%
ELY,"Callaway Golf Company",2133400000,19.43,1.18,40810000,0.99,0.04,0.17%
ENDP,"Endo Int'l Plc",3567205000,5.02,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",2001298000,25.04,1.51,40480000,0.62,0.18,0.48%
ENTA,"Enanta Pharmaceutica",1774239000,21.86,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1224278000,19.43,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2572698000,82.88,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",256810000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1783904000,29.94,2.33,53700000,1.04,0.32,0.46%
ESIO,"Electro Sci Inds",798535000,7.76,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",572438000,85.39,0.18,-266980000,1.32,0.56,3.64%
ETH,"Ethan Allen Interiors Inc",612843000,17.37,1.35,36370000,0.99,0.76,3.24%
EVTC,"Evertec Inc",1810728000,16.92,1.46,55050000,1.19,0.2,0.81%
EXLS,"Exlservice Holdings",2094283000,25.23,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2729498000,45.13,1.16,41310000,0.59,0.52,1.00%
EXPR,"Express Inc",783205000,24.11,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",1034402000,107.42,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",727789000,13.87,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",620844000,13.45,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1139358000,96.57,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1954620000,16.46,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1730206000,17.27,1,55170000,1.01,0.36,2.08%
FCFS,"First Cash Fin Svcs",3648359000,25.87,3.15,143890000,0.48,0.88,1.08%
FCN,"Fti Consulting",2908545000,20.45,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1697222000,19.59,1.26,71390000,-0.04,1.1,4.07%
FELE,"Franklin Electric Co",2307968000,24.29,2.05,78180000,1.58,0.48,0.96%
FF,"Futurefuel Corp",655663000,12.08,1.22,23510000,1.64,0.24,1.63%
FFBC,"First Finl Bncp [Oh]",3123010000,16.19,1.98,96790000,1.05,0.76,2.37%
FFIN,"First Finl Bkshs Inc",4097418000,32.46,1.87,120370000,1.27,0.84,1.38%
FIX,"Comfort Systems USA",2120818000,25.22,2.27,55270000,1.33,0.34,0.59%
FLOW,"SPX Flow Inc",2093034000,25.62,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2846241000,19.15,1.44,98390000,1.13,0.44,1.60%
FN,Fabrinet,1758654000,19.32,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2185034000,50.26,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1015575000,17.47,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",881816000,73.94,0.66,15140000,0.47,0.8,1.64%
FOSL,"Fossil Group",1290067000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2431826000,36.7,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",262590000,23.83,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",794921000,62.55,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",560763000,14.72,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",915744000,8.67,-0.01,-15940000,0.79,0.36,4.15%
FSS,"Federal Signal Corp",1593494000,22.67,1.16,61600000,1.11,0.32,1.22%
FTD,"Ftd Companies",108966000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",129869000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",593594000,0,-2.91,-1804000000,0.57,1.2,20.94%
FUL,"H. B. Fuller Company",2970301000,22.09,2.64,58240000,1.52,0.62,1.06%
FWRD,"Foward Air Corp",1877226000,24.1,2.67,87320000,1.39,0.6,0.93%
GBCI,"Glacier Bancorp Inc",3842279000,23.72,1.91,116380000,1.41,1.04,2.30%
GBX,"Greenbrier Companies",1902429000,14.49,4.08,116070000,1.75,1,1.69%
GCI,"Gannett Co. Inc",1206840000,9.28,1.15,6890000,0.95,0.64,6.00%
GCO,"Genesco Inc",918312000,15.35,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4522597000,40.1,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",189992000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1893996000,33.3,0.7,-7890000,0.18,0.9,3.86%
GFF,"Griffon Corp",834846000,24.73,0.75,14910000,1.36,0.28,1.51%
GHL,"Greenhill & Co. Inc",674843000,110.19,0.27,-26650000,1.14,0.2,0.67%
GIFI,"Gulf Island Fab",148520000,0,-1.65,-44770000,1.01,0.01,0.10%
GIII,"G-III Apparel Gp I",2265262000,22.97,2,62120000,0.28,0,0.00%
GLT,Glatfelter,830944000,17.91,0.93,7910000,1.11,0.52,3.12%
GME,"Gamestop Corp",1729753000,5.34,3.09,34700000,1.26,1.52,9.22%
GNBC,"Green Bancorp",915961000,17.77,1.37,34140000,2.14,0.4,1.64%
GNL,"Global Net Lease Inc",1538157000,10.3,0.23,23570000,0.52,2.13,9.89%
GOV,"Government Properties Income Trust",1674981000,8.54,0.3,12090000,1.19,1.72,10.12%
GPI,"Group 1 Automotive",1597578000,9.43,8.49,213440000,1.78,1.04,1.30%
GPRE,"Green Plains Inc",754026000,0,-0.96,61060000,1.04,0.48,2.64%
GTLS,"Chart Industries In",2389790000,50.4,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1178176000,17.12,1.16,47190000,0.51,1.28,4.40%
GWB,"Great Western Bancorp Inc",2592629000,15.63,2.83,144790000,1.53,1,2.26%
HA,"Hawaiian Hldgs Inc",2128543000,7.87,5.55,364040000,1.37,0.48,1.10%
HAFC,"Hanmi Financial Cp",861515000,13.91,1.88,54660000,0.78,0.96,3.67%
HAYN,"Haynes Intl Inc",488516000,0,-0.66,-10190000,1.51,0.88,2.26%
HCI,"Homeowners Choice",376861000,0,-1.03,-6890000,1.64,1.5,3.66%
HF,"HFF Inc",1766659000,19.08,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1336538000,23.63,1.53,41790000,0.5,0.6,1.66%
HI,"Hillenbrand Inc",3205850000,22.14,2.38,126200000,1.26,0.83,1.58%
HIBB,"Hibbett Sports Inc",538180000,15.53,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",455959000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1356688000,82.36,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1890561000,24.87,1.85,169460000,0.78,1.14,2.45%
HMST,"Homestreet Inc",809400000,17.51,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2637336000,57.47,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2318843000,12.81,1.39,139450000,1.39,0.56,3.14%
HPR,"Highpoint Resources Corp.",1108780000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5410140000,114.86,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2182950000,27.09,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",843720000,25.59,1.7,-48640000,1.67,0.52,1.20%
HSKA,"Heska Corp",781125000,67.27,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",1000304000,90.35,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",888413000,11.13,-0.43,99870000,1.33,1.12,5.00%
HTLD,"Heartland Express",1658263000,37.74,0.54,75170000,0.64,0.08,0.39%
HUBG,"Hub Group Inc A",1777446000,22.2,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",466583000,17.74,1.26,21080000,0.83,0.72,3.22%
HWKN,"Hawkins Inc",455175000,24.56,1.71,-9180000,0.71,0.45,1.07%
HZO,"Marinemax Inc",568140000,13.99,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1501475000,30.22,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",763200000,29.54,1.38,22550000,2.22,0.12,0.29%
IIVI,"I I V I Inc",2948761000,30.59,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2493747000,23.23,3.9,87200000,0.95,1.52,1.68%
INGN,"Inogen Inc",5090481000,132.02,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1445412000,10.07,0.53,99210000,1.21,0.72,5.26%
INTL,"Intl Fcstone Inc",1053854000,28.93,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1467226000,9.2,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1882782000,17.28,4.49,61800000,1.06,1.76,2.27%
IPAR,"Inter Parfums Inc",2068686000,42.26,1.55,41590000,1.54,0.84,1.28%
IPHS,"Innophos Hldngs Inc",865193000,17.76,2.46,22450000,0.74,1.92,4.40%
IRBT,"Irobot Corp",2900252000,46.96,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2292525000,52.13,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",901145000,13.91,0.18,30210000,0.84,0.72,7.00%
ITG,"Investment Technology Group",715223000,39.13,0.56,-39440000,1.45,0.28,1.28%
ITGR,"Integer Holdings Corp",2442363000,21.28,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2564325000,26.61,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",536826000,0,-1.59,-76540000,2.38,0.05,0.31%
IVR,"Invesco Mortgage Capital Inc",1808568000,9.23,1.77,348610000,0.65,1.68,10.28%
JBSS,"John B Sanfilippo",893699000,26.51,2.93,36130000,1.08,0.55,0.71%
JBT,"John Bean Technologies Corp",3528140000,32.3,3.5,80500000,1.25,0.4,0.35%
JCP,"J.C. Penney Company Inc",562579000,0,-0.36,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2689877000,33.71,4.31,79170000,0.58,1.8,1.24%
JRVR,"James River Gp HD",1227429000,25.4,1.62,43570000,0.48,1.2,2.92%
KALU,"Kaiser Aluminum",1802193000,20.11,5.4,45400000,0.65,2.2,2.03%
KAMN,"Kaman Corp",1854160000,25.33,2.64,49830000,0.78,0.8,1.20%
KELYA,"Kelly Svcs Cl A",972716000,11.24,2.24,71600000,0.92,0.3,1.19%
KEM,"Kemet Corp",1411630000,13.56,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3832304000,24.68,2.72,133780000,1.27,0.4,0.60%
KIRK,"Kirkland's Inc",181220000,25.51,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1735198000,10.52,2.45,112010000,1.22,0.48,1.86%
KN,"Knowles Corp",1579453000,23.39,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",730710000,8.69,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",172418000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1506803000,12.75,3.64,97550000,1.35,0,0.00%
KRG,"Kite Realty Group Trust",1455858000,8.61,-0.21,11870000,0.55,1.27,7.27%
