Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
ANIK,"Anika Therapeutics",605507000,26.08,1.63,31820000,1.86,0,0.00%
ANIP,"ANI Pharma Inc",660800000,13.38,4.27,-1080000,2.78,0,0.00%
APEI,"American Pub. Edu.",573879000,22.99,1.52,21120000,0.65,0,0.00%
APOG,"Apogee Entrpr Inc",1373074000,16.05,3.1,79490000,1.45,0.63,1.27%
ARCB,"Arcbest Corp",1155600000,19.13,2.42,59730000,1.92,0.32,0.69%
ARI,"Apollo Commercial Real Estate",2343531000,11.48,1.65,193030000,0.54,1.84,9.71%
AROC,"Archrock Inc",1565861000,1260,0.01,18950000,2.92,0.53,4.19%
ARR,"Armour Residential R",984936000,8.73,2.68,181150000,0.64,2.28,9.75%
ASGN,"On Assignment",4713071000,24.91,3.62,157680000,1.91,0,0.00%
ASIX,"Advansix Inc",1004226000,13.31,1.74,146700000,1.47,0,0.00%
ASNA,"Ascena Retail Grp",918263000,0,-0.04,-1067300000,1.66,0,0.00%
ASTE,"Astec Inds Inc",1043437000,21.03,2.2,37800000,1.04,0.44,0.95%
ATNI,"Atn International",1147843000,46.94,1.56,31490000,0.61,0.68,0.93%
ATU,"Actuant Corp",1732605000,31.89,0.9,-66210000,1.41,0.04,0.14%
AVA,"Avista Corp",3357416000,26.16,1.95,115920000,0.25,1.49,2.92%
AVAV,"Aerovironment Inc",1946752000,79.3,1.04,20070000,1.14,0,0.00%
AVD,"American Vanguard Corp",586692000,30,0.66,20270000,1.01,0.08,0.40%
AVP,"Avon Products",818348000,17.2,0.1,22000000,1.24,0,0.00%
AWR,"American States Water Company",2182497000,35.93,1.66,69370000,0.27,1.1,1.84%
AXE,"Anixter International Inc",2375660000,13.31,5.4,109000000,2.12,0,0.00%
AXL,"American Axle & Manufacturing",1825015000,4.47,2.73,337100000,1.37,0,0.00%
AZZ,"Azz Inc",1390002000,50.99,1.06,45170000,1.42,0.68,1.26%
B,"Barnes Group",3359600000,22.06,2.99,59420000,1.37,0.64,0.97%
BABY,"Natus Medical Inc",1223904000,26.42,1.41,-20290000,0.58,0,0.00%
BANC,"First Pactrust Bancorp",1004212000,26.32,0.76,57710000,0.83,0.52,2.60%
BANR,"Banner Corp",2117939000,19.68,3.36,60780000,0.98,1.4,2.12%
BCC,"Boise Cascade L.L.C.",1711160000,13.37,3.32,82960000,1.98,0.28,0.63%
BCOR,"Blucora Inc",1636434000,20.12,1.72,27040000,-0.14,0,0.00%
BCPC,"Balchem Cp",3213914000,36.96,2.07,90070000,0.84,0.42,0.42%
BEAT,"Biotelemetry Inc",1752626000,41.28,1.33,-15960000,1.3,0,0.00%
BEL,"Belmond Ltd",1637064000,159.5,0.1,-45040000,1.33,0,0.00%
BELFB,"Bel Fuse Inc Cl B",304359000,29.77,0.86,-11900000,0.55,0.28,1.09%
BFS,"Saul Centers",1317600000,18.93,1.07,48260000,0.66,2.08,3.66%
BGFV,"Big 5 Sporting",125366000,49.58,0.12,1100000,-0.69,0.6,10.08%
BGG,"Briggs & Stratton Corp",785555000,14.48,1.28,56650000,0.64,0.56,3.02%
BGS,"B&G Foods Holdings",2063609000,15.12,2.05,217460000,0.47,1.9,6.13%
BHE,"Benchmark Electronics",1188045000,16.13,1.59,-31970000,0.23,0.6,2.34%
BHLB,"Berkshire Hills Bancorp",1873575000,16.29,2.56,55250000,0.74,0.88,2.11%
BJRI,"Bj's Restaurants Inc",1353688000,32.37,1.98,44780000,0.76,0.44,0.69%
BKE,"Buckle Inc",1308912000,14.71,1.9,89710000,0.65,1,3.58%
BKS,"Barnes & Noble",458577000,12.86,0.49,-125480000,1.85,0.6,9.52%
BLD,"Topbuild Corp",2611699000,21.53,3.43,158130000,0.5,0,0.00%
BMI,"Badger Meter",1507898000,43.79,1.2,34570000,0.72,0.52,0.99%
BNED,"Barnes & Noble Education Inc C",292312000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2335617000,15.31,2.49,152410000,0.12,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1167066000,15.73,0.89,40590000,0.96,0.48,3.43%
BRC,"Brady Corp",1929902000,19.3,1.94,95650000,1.09,0.83,2.22%
BRKL,"Brookline Bancorp",1435497000,19.35,0.93,50520000,0.85,0.4,2.22%
BRKS,"Brooks Automation",2057743000,19.57,1.51,62610000,1,0.4,1.35%
BRS,"Bristow Group Inc",376195000,0,-2.15,-195660000,2.96,0,0.00%
CACI,"Caci International",4454646000,23.36,7.76,163670000,1.45,0,0.00%
CAL,"Caleres Inc",1553544000,16.93,2.19,87200000,0.84,0.28,0.76%
CALM,"Cal-Maine Foods In",2387733000,16.73,2.97,125930000,0.54,1.4,2.83%
CAMP,"Calamp Corp",822377000,24.83,0.95,16620000,1.75,0,0.00%
CASH,"Meta Financial Grp",841960000,13.51,6.63,44920000,1.02,0.52,0.58%
CATM,"Cardtronics Inc",1513135000,11.84,1.98,-145350000,0.84,0,0.00%
CATO,"Cato Corp",587825000,28.2,0.88,8540000,0.71,1.32,5.32%
CBB,"Cincinnati Bell Inc",604428000,0,-0.53,35100000,1.24,0,0.00%
CBL,"Cbl & Associates Properties",778742000,2.32,-0.12,120940000,1.14,0.8,17.78%
CBM,"Cambrex Corp",2043827000,16.19,3.75,102450000,2.4,0,0.00%
CBU,"Community Bank System",3287395000,20.53,3.16,150720000,1,1.36,2.10%
CCMP,"Cabot Microelectron",2810244000,25.19,4.82,86950000,1.37,1.6,1.32%
CCOI,"Cogent Comm Hldgs",2429335000,108.85,0.48,5880000,0.5,2.08,3.98%
CCRN,"Cross Ctry Hlthcr",341852000,18.65,0.51,37510000,0.86,0,0.00%
CDR,"Cedar Shopping Centers Inc",409533000,7.47,-0.21,19140000,0.87,0.2,4.46%
CECO,"Career Education",1171296000,30.94,0.54,-31900000,2.77,0,0.00%
CEIX,"Consol Energy Inc",1165488000,0,4.84,67630000,N/A,0,0.00%
CENT,"Central Garden",2041020000,20.42,1.92,78830000,0.05,0,0.00%
CENTA,"Central Garden & Pet",1876068000,18.89,1.92,78830000,0.32,0,0.00%
CENX,"Century Aluminum C",971484000,18.06,0.69,48580000,0.78,0,0.00%
CEVA,"Ceva Inc",624551000,113.85,0.26,17030000,1.06,0,0.00%
CHCO,"City Holding Co",1245303000,18.31,4.45,54310000,0.67,1.84,2.26%
CHCT,"Community Healthcare Trust Inc",577486000,21.96,0.31,3510000,0.79,1.6,4.96%
CHS,"Chico's Fas",1281267000,15.83,0.65,101000000,0.75,0.34,3.30%
CHSP,"Chesapeake Lodging Trust",1932196000,14,1.21,76240000,0.92,1.6,5.04%
CHUY,"Chuy's Holdings Inc",467820000,28.63,0.95,28960000,-0.23,0,0.00%
CIR,"Circor International",864627000,22.6,1.97,11790000,1.87,0.04,0.08%
CJ,"C&J Energy Services Inc",1516909000,16.43,1.46,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",920292000,37.74,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",171263000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",975868000,10.5,0.83,29480000,1.07,1.32,6.26%
CLW,"Clearwater Paper Corp",423588000,15.3,1.66,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",779775000,15.24,0.55,79590000,0.1,0.56,6.68%
CMTL,"Comtech Telecom Co",817471000,53.46,0.65,15830000,1.55,0.4,1.15%
CNMD,"C O N M E D Cp",2152664000,37.09,2.1,55490000,0.55,0.8,1.03%
CNSL,"Consolidated Communications Holdings Inc",819375000,0,-0.23,64950000,0.78,1.55,13.43%
COHU,"Cohu Inc",762118000,18.07,1.52,32840000,1.11,0.24,0.87%
COKE,"Coca Cola Bot Cons",1609052000,72.11,2.35,96540000,0.18,1,0.59%
COLB,"Columbia Banking Sys",3056824000,17.54,2.43,112830000,1.12,1.04,2.44%
CORE,"Core Mark Holding",1539114000,29.59,1.12,33500000,0.63,0.4,1.21%
CORT,"Corcept Therapeutics",1450625000,22.27,0.56,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",831115000,16.33,1.74,41200000,1.08,0.84,2.96%
CPS,"Cooper Std Hldg Inc",2419956000,11.69,11.72,135300000,0.73,0,0.00%
CPSI,"Computer Programs",381839000,18.94,1.46,-17100000,-0.04,0.4,1.45%
CRAY,"Cray Inc",871721000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1246047000,169.45,0.11,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",219423000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1091264000,28.6,2.03,35700000,0.66,0,0.00%
CRY,Cryolife,1178799000,103.55,0.31,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",1858149000,11.16,2.18,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1247912000,16.44,2.27,61360000,0.87,0.84,2.25%
CTB,"Cooper Tire & Rubber Company",1474267000,13.97,2.14,95400000,0.66,0.42,1.40%
CTRE,"Caretrust REIT Inc",1451162000,14.29,0.54,25870000,0.78,0.82,4.59%
CTRL,"Control4 Corp",819018000,35.26,0.92,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1151532000,24.79,1.43,14450000,1.23,0.16,0.45%
CUB,"Cubic Corp",1972900000,189.49,0.39,-11210000,0.99,0.27,0.37%
CUBI,"Customers Bancorp",770531000,10.22,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",465716000,78.18,0.44,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2663745000,20.52,1.19,104410000,1.38,0.56,2.29%
CVCO,"Cavco Inds Inc",2057076000,32.79,6.91,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1772813000,41.93,2.43,37270000,0.56,0.95,0.93%
CWT,"California Water Service Group Holding",1939624000,33.64,1.21,67180000,0.61,0.75,1.84%
CYH,"Community Health Systems",373163000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,385142000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",383028000,38.41,0.22,5560000,1.08,0.28,3.31%
DAR,"Darling International Inc",3195856000,23.36,0.84,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",361427000,7.69,0.65,-233100000,2.04,0.3,6.00%
DCOM,"Dime Community Bncsh",678026000,13.31,1.36,51880000,0.58,0.56,3.09%
DDD,"3D Systems Corp",2151746000,0,-0.48,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",932200000,16.05,0.1,4450000,0.41,1.04,5.23%
DF,"Dean Foods Company",789437000,11.57,0.75,61590000,0.46,0.36,4.15%
DFIN,"Donnelly Financial Solutions Inc",660620000,21.21,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",345948000,76.18,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1374405000,20.18,3.79,-330540000,0.05,2.52,3.29%
DIOD,"Diodes Inc",1859842000,19.61,1.93,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",2031422000,11.46,0.41,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2562268000,20.65,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1413790000,24.41,0.8,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2435885000,11.78,0.39,91880000,1.39,0.5,4.29%
DSPG,"D S P Group Inc",270402000,50.21,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2258432000,18.26,1.6,67300000,0.63,1,3.42%
DXPE,"Dxp Enterprise",788115000,35.63,1.3,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2408985000,22.81,3.35,100620000,1.3,0.3,0.39%
EBS,"Emergent Biosolutions",2853641000,22.96,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",923592000,25.75,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1549195000,34.52,2.07,49370000,0.65,0.72,1.01%
ECPG,"Encore Capital Grp",1216638000,8.78,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2547194000,27.95,2.27,98260000,0.4,1.44,2.27%
EFII,"Elec Imaging Inc",1523122000,425.38,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2057706000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1225556000,15.04,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1098240000,19.19,0.86,51610000,0.47,0.32,1.94%
EGP,"Eastgroup Properties",3445336000,21.35,2.29,83180000,0.84,2.56,2.66%
EGRX,"Eagle Pharmaceutical",1173174000,35.27,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",556987000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1438164000,12.48,3.53,101200000,1.03,0.8,1.82%
ELY,"Callaway Golf Company",2123011000,19.17,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3596316000,5.18,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1901806000,24.32,1.51,40480000,0.62,0.18,0.49%
ENTA,"Enanta Pharmaceutica",1705246000,21.32,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1169638000,18.59,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2455108000,78.37,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",254858000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1720424000,28.73,2.33,53700000,1.04,0.32,0.48%
ESIO,"Electro Sci Inds",792731000,7.96,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",563010000,85.83,0.18,-266980000,1.32,0.56,3.62%
ETH,"Ethan Allen Interiors Inc",602231000,16.78,1.35,36370000,0.99,0.76,3.36%
EVTC,"Evertec Inc",1723464000,16.64,1.46,55050000,1.19,0.2,0.82%
EXLS,"Exlservice Holdings",2020859000,24.62,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2620214000,44.83,1.16,41310000,0.59,0.52,1.01%
EXPR,"Express Inc",752652000,24.34,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",1002246000,110.77,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",727789000,13.89,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",618121000,13.57,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1123227000,96.43,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1874263000,16.26,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1691066000,17.01,1,55170000,1.01,0.36,2.12%
FCFS,"First Cash Fin Svcs",3519802000,25.71,3.15,143890000,0.48,0.88,1.09%
FCN,"Fti Consulting",2923447000,21.2,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1681490000,19.19,1.26,71390000,-0.04,1.1,4.15%
FELE,"Franklin Electric Co",2244896000,23.63,2.05,78180000,1.58,0.48,0.99%
FF,"Futurefuel Corp",591365000,11.14,1.22,23510000,1.64,0.24,1.77%
FFBC,"First Finl Bncp [Oh]",3044690000,15.88,1.98,96790000,1.05,0.76,2.42%
FFIN,"First Finl Bkshs Inc",3975613000,31.76,1.87,120370000,1.27,0.84,1.41%
FIX,"Comfort Systems USA",2063096000,24.58,2.27,55270000,1.33,0.34,0.61%
FLOW,"SPX Flow Inc",1953896000,23.84,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2741130000,18.72,1.44,98390000,1.13,0.44,1.63%
FN,Fabrinet,1564929000,18.58,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2163945000,47.87,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",989724000,17.59,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",846579000,69.92,0.66,15140000,0.47,0.8,1.73%
FOSL,"Fossil Group",1211043000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2439390000,38.18,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",270164000,25.97,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",777195000,60.64,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",557865000,14.77,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",878214000,8.22,-0.01,-15940000,0.79,0.36,4.38%
FSS,"Federal Signal Corp",1561588000,22.54,1.16,61600000,1.11,0.32,1.22%
FTD,"Ftd Companies",109245000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",119616000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",560793000,0,-2.91,-1804000000,0.57,1.2,21.98%
FUL,"H. B. Fuller Company",2835678000,21.44,2.64,58240000,1.52,0.62,1.10%
FWRD,"Foward Air Corp",1829973000,23.52,2.67,87320000,1.39,0.6,0.96%
GBCI,"Glacier Bancorp Inc",3700285000,23.14,1.91,116380000,1.41,1.04,2.35%
GBX,"Greenbrier Companies",1828392000,14.35,4.08,116070000,1.75,1,1.71%
GCI,"Gannett Co. Inc",1157120000,9.03,1.15,6890000,0.95,0.64,6.17%
GCO,"Genesco Inc",848592000,14.62,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4330128000,39.5,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",181832000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1764492000,34.44,0.7,-7890000,0.18,0.9,3.73%
GFF,"Griffon Corp",791507000,23,0.75,14910000,1.36,0.28,1.62%
GHL,"Greenhill & Co. Inc",691771000,116.85,0.27,-26650000,1.14,0.2,0.63%
GIFI,"Gulf Island Fab",145136000,0,-1.65,-44770000,1.01,0.01,0.10%
GIII,"G-III Apparel Gp I",2165447000,23.4,2,62120000,0.28,0,0.00%
GLT,Glatfelter,695226000,16.7,0.93,7910000,1.11,0.52,3.35%
GME,"Gamestop Corp",1570836000,5.02,3.09,34700000,1.26,1.52,9.81%
GNBC,"Green Bancorp",897306000,17.88,1.37,34140000,2.14,0.4,1.63%
GNL,"Global Net Lease Inc",1486878000,10.56,0.23,23570000,0.52,2.13,9.65%
GOV,"Government Properties Income Trust",1633330000,8.14,0.3,12090000,1.19,1.72,10.62%
GPI,"Group 1 Automotive",1527694000,8.95,8.49,213440000,1.78,1.04,1.37%
GPRE,"Green Plains Inc",702239000,0,-0.96,61060000,1.04,0.48,2.74%
GTLS,"Chart Industries In",2342360000,50.42,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1173733000,17.1,1.16,47190000,0.51,1.28,4.40%
GWB,"Great Western Bancorp Inc",2487769000,15.05,2.83,144790000,1.53,1,2.35%
HA,"Hawaiian Hldgs Inc",2166598000,7.59,5.55,364040000,1.37,0.48,1.14%
HAFC,"Hanmi Financial Cp",824129000,13.67,1.88,54660000,0.78,0.96,3.74%
HAYN,"Haynes Intl Inc",470376000,0,-0.66,-10190000,1.51,0.88,2.26%
HCI,"Homeowners Choice",383450000,0,-1.03,-6890000,1.64,1.5,3.62%
HF,"HFF Inc",1720498000,18.46,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1295981000,23.37,1.53,41790000,0.5,0.6,1.68%
HI,"Hillenbrand Inc",3221427000,21.97,2.38,126200000,1.26,0.83,1.59%
HIBB,"Hibbett Sports Inc",476593000,14.49,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",451658000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1312255000,83.82,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1839298000,24.06,1.85,169460000,0.78,1.14,2.53%
HMST,"Homestreet Inc",786467000,17.4,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2568899000,56.02,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2256453000,12.53,1.39,139450000,1.39,0.56,3.21%
HPR,"Highpoint Resources Corp.",1000451000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5299070000,111.62,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",1960613000,25.56,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",792528000,24.85,1.7,-48640000,1.67,0.52,1.23%
HSKA,"Heska Corp",739350000,63.68,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",954086000,87.88,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",856121000,10.73,-0.43,99870000,1.33,1.12,5.19%
HTLD,"Heartland Express",1616479000,36.39,0.54,75170000,0.64,0.08,0.41%
HUBG,"Hub Group Inc A",1739628000,22.29,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",458195000,17.42,1.26,21080000,0.83,0.72,3.28%
HWKN,"Hawkins Inc",416084000,22.98,1.71,-9180000,0.71,0.88,2.24%
HZO,"Marinemax Inc",516859000,13.19,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1553632000,30.31,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",770832000,30.67,1.38,22550000,2.22,0.12,0.28%
IIVI,"I I V I Inc",2829935000,29.84,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2435913000,22.78,3.9,87200000,0.95,1.52,1.71%
INGN,"Inogen Inc",4881891000,130.64,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1418180000,9.93,0.53,99210000,1.21,0.72,5.33%
INTL,"Intl Fcstone Inc",1032297000,29.09,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1419371000,9.16,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1810743000,16.66,4.49,61800000,1.06,1.76,2.35%
IPAR,"Inter Parfums Inc",1985688000,40.48,1.55,41590000,1.54,0.84,1.34%
IPHS,"Innophos Hldngs Inc",844995000,17.87,2.46,22450000,0.74,1.92,4.37%
IRBT,"Irobot Corp",2447165000,40.45,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2187313000,50.63,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",886243000,13.57,0.18,30210000,0.84,0.72,7.17%
ITG,"Investment Technology Group",731388000,39.46,0.56,-39440000,1.45,0.28,1.27%
ITGR,"Integer Holdings Corp",2200688000,20.17,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2411055000,25.48,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",547140000,0,-1.59,-76540000,2.38,0.05,0.31%
IVR,"Invesco Mortgage Capital Inc",1791822000,9.06,1.77,348610000,0.65,1.68,10.47%
JBSS,"John B Sanfilippo",864530000,26.3,2.93,36130000,1.08,0.55,0.71%
JBT,"John Bean Technologies Corp",3436500000,30.61,3.5,80500000,1.25,0.4,0.37%
JCP,"J.C. Penney Company Inc",757439000,0,-0.07,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2709907000,33.6,4.31,79170000,0.58,1.8,1.24%
JRVR,"James River Gp HD",1200792000,25.27,1.62,43570000,0.48,1.2,2.93%
KALU,"Kaiser Aluminum",1735673000,20.05,5.4,45400000,0.65,2.2,2.03%
KAMN,"Kaman Corp",1824014000,25.21,2.64,49830000,0.78,0.8,1.20%
KELYA,"Kelly Svcs Cl A",964071000,11.09,2.24,71600000,0.92,0.3,1.21%
KEM,"Kemet Corp",1358285000,13.42,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3670974000,24.17,2.72,133780000,1.27,0.4,0.61%
KIRK,"Kirkland's Inc",178082000,25.53,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1781821000,11.02,2.45,112010000,1.22,0.48,1.78%
KN,"Knowles Corp",1559631000,23.65,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",740241000,8.91,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",170885000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1452908000,12.95,3.64,97550000,1.35,0,0.00%
KRG,"Kite Realty Group Trust",1424063000,8.31,-0.21,11870000,0.55,1.27,7.53%
