Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
KN,"Knowles Corp",1595671000,24,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",744480000,8.88,4.19,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",174488000,0,-0.33,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1536141000,13.42,3.64,97550000,1.35,0,0.00%
KRG,"Kite Realty Group Trust",1392269000,8.23,-0.21,11870000,0.55,1.27,7.60%
KS,"Kapstone Paper and Packaging Corp",3378415000,18.08,1.91,243500000,3.24,0.4,1.16%
KWR,"Quaker Chemical Corp",2242373000,30.55,5.54,20280000,1.34,1.48,0.87%
LABL,"Multi Color Cp",1379678000,16.49,3.75,71950000,0.81,0.2,0.31%
LAD,"Lithia Motors",2080607000,9.79,8.92,245220000,1.56,1.16,1.33%
LCI,"Lannett Co Inc",515036000,4.77,2.86,-580000,2.44,0,0.00%
LCII,"Lci Industries",2475343000,15.98,6.18,132880000,1.04,2.4,2.43%
LDL,"Lydall Inc",707366000,15.34,2.65,49320000,1.48,0,0.00%
LGIH,"LGI Homes Inc",1323855000,10.06,5.32,113310000,0,0,0.00%
LGND,"Ligand Pharm",5114429000,44.92,3.5,12560000,0.91,0,0.00%
LHCG,"LHC Group Inc",2926222000,33.9,2.73,50110000,0.49,0,0.00%
LION,"Fidelity Southern Cp",646510000,17.66,1.35,39800000,0.97,0.48,2.01%
LKSD,"Lsc Communications Inc",389428000,7.53,1.6,-57000000,-0.48,1.04,8.64%
LL,"Lumber Liquidators Holdings Inc",542638000,87.77,0.22,-37820000,1.36,0,0.00%
LMAT,"Lemaitre Vascular",706360000,34.05,1.08,17180000,0.59,0.28,0.76%
LMNX,"Luminex Corp",1213392000,35.43,0.81,29420000,0.31,0.24,0.89%
LNN,"Lindsay Corp",950221000,29.14,3.11,23180000,0.32,1.2,1.32%
LNTH,"Lantheus Holdings",501730000,16.07,0.84,123390000,1.28,0,0.00%
LOCO,"El Pollo Loco",447876000,17.85,0.65,8620000,0.35,0,0.00%
LPSN,"Liveperson Inc",1499400000,0,-0.1,-18190000,1.02,0,0.00%
LQDT,"Liquidity Services",234476000,0,-0.66,-39190000,0.64,0,0.00%
LTC,"Ltc Properties",1710431000,14.29,2.17,87340000,0.13,2.28,5.27%
LTXB,"Legacytexas Fnl",2102693000,18.72,2.32,89490000,1.43,0.64,1.47%
LXP,"Lexington Realty Trust",2123115000,8.77,0.09,85580000,0.82,0.71,8.01%
LXU,"Lsb Industries Inc",199698000,0,-2.97,-29220000,4.54,0,0.00%
LZB,"La-Z-Boy Inc",1459350000,16.95,1.82,80870000,0.94,0.48,1.56%
MANT,"Mantech Intl Cp A",2470188000,33.95,1.85,114140000,0.82,1,1.59%
MATW,"Matthews Intl Corp",1659570000,13.6,3.79,74370000,1.08,0.76,1.47%
MATX,"Matson Inc",1533357000,16.71,2.16,232000000,1.34,0.84,2.33%
MCRI,"Monarch Casino",820972000,28.28,1.66,25540000,1.09,0,0.00%
MCS,"Marcus Corp",1114002000,21.27,1.85,65000000,0.58,0.6,1.52%
MDC,"M.D.C. Holdings",1757542000,9.04,3.46,141840000,1.47,1.2,3.83%
MDCO,"Medicines Co",2843129000,0,-4.08,-708370000,0.75,0,0.00%
MDXG,"Mimedx Group Inc",476362000,20.71,0.05,11970000,1.5,0,0.00%
MED,"Medifast Inc",2446046000,61.09,3.32,27720000,0.28,1.92,0.95%
MEI,"Methode Electronics",1450792000,12.9,3.09,57200000,0.79,0.44,1.10%
MGLN,"Magellan Health",1856736000,13.22,5.74,110210000,0.4,0,0.00%
MGPI,"MGP Ingredients Inc",1300989000,39.64,1.89,41820000,1.1,0.32,0.43%
MHLD,"Maiden Holdings Ltd",382352000,0,-2.25,-169900000,1.19,0.6,13.64%
MHO,"M/I Homes",740249000,7.97,3.31,72080000,1.18,0,0.00%
MINI,"Mobile Mini Inc",2052127000,33.82,1.36,122230000,1.93,1,2.17%
MLI,"Mueller Industries",1846336000,20.77,1.54,85600000,1.44,0.4,1.25%
MMSI,"Merit Medical Sys",2994278000,39.6,1.39,27520000,1.32,0,0.00%
MNRO,"Monro Muffler Brak",2299256000,31.52,2.21,63940000,0.78,0.8,1.15%
MNTA,"Momenta Pharma",2015400000,0,-1.39,-88100000,1.92,0,0.00%
MOG.A,"Moog Inc Cl A",2689619000,17.6,4.31,141280000,1.72,1,1.32%
MOV,"Movado Group Inc",1172325000,21.63,2.36,-15230000,-0.22,0.8,1.57%
MPAA,"Motorcar Parts Amer",454742000,15.94,1.71,16320000,1.64,0,0.00%
MRCY,"Mercury Sys Inc",2388778000,41.19,1.19,40880000,0.5,0,0.00%
MRTN,"Marten Transport L",1229640000,30,0.74,90280000,1.31,0.1,0.45%
MSTR,"Microstrategy Cl A",1622546000,37.98,3.68,17640000,0.63,0,0.00%
MTH,"Meritage Corp",1747950000,9.18,4.74,143260000,1.15,0,0.00%
MTRN,"Materion Corp",1299408000,31.02,2.06,11450000,0.97,0.42,0.66%
MTRX,"Matrix Service Co",543105000,169.58,0.12,-180000,0.94,0,0.00%
MTSC,"M T S Systems Cp",920683000,29.11,1.86,25080000,0.95,1.2,2.30%
MXL,"Maxlinear Inc",1253408000,16.79,1.15,-9190000,0.65,0,0.00%
MYE,"Myers Industries",763840000,30.77,0.71,-9890000,1.6,0.54,2.47%
MYGN,"Myriad Genetics Inc",3012400000,36.47,1.18,21800000,0.49,0,0.00%
MYRG,"MYR Group Inc",595360000,26.54,1.36,21150000,0.52,0,0.00%
NANO,"Nanometrics Inc",1009776000,19.79,2.13,30200000,1.79,0,0.00%
NAVG,"Navigators Grp Inc",1815892000,32.2,1.56,40490000,0.55,0.28,0.48%
NBHC,"National Bank Holdings Corp",1233107000,24.29,1.66,14580000,0.79,0.56,1.39%
NBTB,"NBT Bancorp Inc",1720331000,17.6,2.25,82150000,0.89,1,2.52%
NCI,"Navigant Consulting",1087892000,17.59,1.38,74950000,0.81,0,0.00%
NE,"Noble Corp",1448599000,0,-1.69,-516510000,2.19,0,0.00%
NEOG,"Neogen Cp",4327136000,69.1,1.21,63150000,1.33,0,0.00%
NEWM,"New Media Investment Group Inc",945950000,22.42,0.71,-920000,1.08,1.48,9.30%
NFBK,"Northfield Bncrp Del",795906000,20.68,0.79,24770000,0.38,0.4,2.45%
NGVT,"Ingevity Corp",4213831000,31.4,3.22,126500000,1.3,0,0.00%
NLS,"Nautilus Group",420475000,16.55,0.84,26270000,1.35,0,0.00%
NMIH,"Nmi Holdings Cmn A",1420200000,18.58,1.16,22050000,1.12,0,0.00%
NP,"Neenah Paper",1483565000,20.74,4.34,80300000,1.11,1.64,1.84%
NPK,"National Presto Industries",867765000,18.99,6.6,52960000,0.4,0,0.00%
NPO,"Enpro Industries",1521906000,24.36,3,539800000,1.06,0.96,1.31%
NR,"Newpark Resources",955408000,36.38,0.29,-6150000,1.47,0,0.00%
NSA,"National Storage Affiliates Tru",1612236000,21.79,0.09,2960000,0.5,1.16,4.06%
NSIT,"Insight Enterpr",1887534000,13.54,3.93,90680000,1.3,0,0.00%
NSP,"Insperity Inc",4646832000,38.75,2.83,84400000,0.8,0.8,0.73%
NTGR,"Netgear Inc",2143994000,30.2,2.22,19440000,1.99,0,0.00%
NTRI,"Nutrisystem Inc",1193792000,21.68,1.87,57870000,1.32,1,2.47%
NWBI,"Northwest Bancshares",1838311000,18.8,0.95,94470000,0.71,0.68,3.81%
NWN,"Northwest Natural Gas Company",1828800000,29.31,2.28,-55620000,0.33,1.89,2.97%
NX,"Quanex Building Products Corp",583749000,20.88,0.8,18680000,0.72,0.16,0.96%
NYMT,"New York Mtge Trust",780559000,7.71,0.82,91980000,1.16,0.8,12.66%
OCLR,"Oclaro Inc",1538699000,15.45,0.58,127860000,0.88,0,0.00%
ODP,"Office Depot",1657806000,8.66,0.36,181000000,2.54,0.1,3.30%
OFG,"Oriental Financial Group",741063000,11.88,1.41,52650000,1.84,0.24,1.43%
OFIX,"Orthofix Intl Nv",1012290000,0,1.75,6220000,0.42,0,N/A
OIS,"Oil States International",1982670000,0,-0.41,-84850000,1.69,0,0.00%
OMCL,"Omnicell Inc",2509353000,79.75,0.81,20610000,0.91,0,0.00%
OMI,"Owens & Minor",879335000,9.99,1.61,72790000,1.09,1.04,6.94%
ONB,"Old National Bncp",2947973000,16.72,1.16,95730000,0.9,0.52,2.68%
OPB,"Opus Bank",975266000,18.39,1.55,46900000,0.92,0.44,1.54%
ORIT,"Oritani Financial",745920000,13.77,1.16,42890000,0.41,1,6.26%
ORN,"Orion Group Holdings Inc",261455000,114.5,0.08,400000,1.33,0,0.00%
OSIS,"O S I Systems Inc",1433855000,22.16,3.64,21080000,0.86,0,0.00%
OSPN,"Onespan Inc.",695979000,35.53,0.47,-22400000,1.39,0,0.00%
OSUR,"Orasure Tech Inc",1023366000,66.64,0.27,30950000,1.56,0,0.00%
OXM,"Oxford Industries",1605743000,24.79,3.82,65090000,0.29,1.36,1.44%
PAHC,"Phibro Anl Htlh A",1978187000,29.43,1.67,64620000,0.93,0.4,0.81%
PARR,"Par Petroleum Corp",794642000,11.13,1.5,72620000,-0.01,0,0.00%
PATK,"Patrick Inds Inc",1538838000,14.62,4.21,85720000,0.76,0,0.00%
PDCE,"Pdc Energy Inc",3636493000,59.41,0.56,-127500000,0.64,0,0.00%
PDFS,"Pdf Solutions Inc",318201000,0,-0.14,-1340000,1.21,0,0.00%
PEI,"Pennsylvania Real Estate Investment",712954000,6.37,-0.15,-29340000,1.16,0.84,8.19%
PENN,"Penn Natl Gaming Inc",2907513000,24.32,1.28,473460000,1.51,0,0.00%
PERY,"Perry Ellis Int",462134000,14.06,2.07,56650000,0.42,0,0.00%
PES,"Pioneer Energy Services Corp",262003000,0,-0.57,-75120000,2.9,0,0.00%
PETS,"Petmed Express Inc",779185000,19.09,1.99,37280000,0.63,1.08,2.84%
PFBC,"Preferred Bank La",815801000,15.07,4.15,43390000,1.01,1,1.60%
PFS,"Provident Financial Services",1686642000,16.83,1.5,93950000,0.85,0.8,3.17%
PGNX,"Progenics Pharmaceut",612677000,0,-0.82,-51010000,2.43,0,0.00%
PGTI,"Pgt Inc",1250495000,26.33,0.94,39840000,0.82,0,0.00%
PJC,"Piper Jaffray Companies",1166573000,12.27,6.23,-61940000,1.52,1.5,1.96%
PKE,"Park Electrochemical Corp",445500000,49.36,0.45,20600000,0.91,0.4,1.80%
PLAB,"Photronics Inc",608391000,23.42,0.38,13130000,0.73,0,0.00%
PLAY,"Dave & Buster's Ente",2003933000,19.15,2.65,120950000,0.4,0,0.00%
PLCE,"Children's Place Inc",2160704000,16.62,7.83,84700000,0.4,2,1.54%
PLUS,"Eplus Inc",1343874000,22.85,4.03,55120000,1.29,0,0.00%
PLXS,"Plexus Cp",1960229000,19.63,3.12,112060000,0.73,0,0.00%
PMT,"Pennymac Mortgage Investment Trust",1189135000,14.57,1.34,117750000,0.41,1.88,9.63%
POWI,"Power Integratn",2132225000,31.31,2.33,27610000,0.92,0.64,0.88%
POWL,"Powell Inds Inc",462126000,0,-1.48,-9490000,1.24,1.04,2.56%
PPBI,"Pacific Premier Bncp",2339625000,16.18,2.29,60100000,0.68,0,0.00%
PRA,"Pro-Assurance Corp",2415581000,23.72,1.8,107260000,0.62,1.24,2.78%
PRAA,"Pra Group Inc",1691955000,23.13,1.42,162270000,1.5,0,0.00%
PRFT,"Perficient Inc",945092000,23.86,1.14,18580000,0.66,0,0.00%
PRGS,"Progress Software",1739186000,19.65,1.95,37420000,0.78,0.56,1.46%
PRLB,"Proto Labs Inc",3634184000,56.09,2.35,51780000,1.05,0,0.00%
PRSC,"Providence Svc Cp",822018000,36.79,1.93,53370000,0.7,0,0.00%
PSB,"Business Parks",3520924000,20.74,5.68,155040000,0.47,3.4,2.63%
PUMP,"Propetro Holding Corp",1445495000,13.65,0.85,12610000,1.28,0,0.00%
PVAC,"Penn Va Corp",1196367000,14.13,3.79,32660000,1.32,0,0.00%
QHC,"Quorum Health Corp",128657000,0,-1.76,-114190000,0.96,0,0.00%
QLYS,"Qualys Inc",3432000000,81.9,1.08,40440000,0.91,0,0.00%
QNST,"Quinstreet Inc",640968000,40.45,0.26,-12210000,0.98,0,0.00%
QSII,"Quality Systems Inc",1392932000,40.13,0.54,2420000,0.62,0,0.00%
RAVN,"Raven Industries Inc",1376381000,29.81,1.3,41020000,1.54,0.52,1.34%
RCII,"Rent-A-Center Inc",787667000,0,-0.17,6650000,0.62,0,0.00%
RECN,"Resources Connect",513912000,19.57,0.82,18830000,1.1,0.48,2.99%
REGI,"Renewable Energy",785376000,3.79,4.51,-79080000,0.91,0,0.00%
REI,"Ring Energy Inc",733135000,39.63,0.3,1750000,0.32,0,0.00%
REX,"Rex American Resources Corp",490802000,16.67,4.61,39710000,1.26,0,0.00%
RGEN,"Repligen Cp",2158519000,72.79,0.68,28350000,0.72,0,0.00%
RGNX,"Regenxbio Inc",2177694000,33.86,1.35,-73170000,-1.16,0,0.00%
RGR,"Sturm Ruger & Company",1010934000,20.8,2.76,52140000,-0.08,1.28,2.23%
RGS,"Regis Corp",805891000,31,0.57,-16140000,1.36,0,0.00%
RH,"Restoration Hardware Holdings",3123372000,30.69,4.71,2180000,1.87,0,0.00%
RLI,"Rli Corp",3362302000,42.95,1.75,105030000,1.28,0.88,1.17%
RMAX,"Re/Max Holdings Inc",860875000,0,1.53,12820000,0.47,0.8,1.58%
RMBS,"Rambus Inc",1350463000,19.75,0.64,-22860000,0.34,0,0.00%
ROCK,"Gibraltar Ind Inc",1387200000,21.27,2.05,62560000,1.9,0,0.00%
ROG,"Rogers Corp",2384815000,23.65,5.44,80460000,1.44,0,0.00%
ROIC,"Retail Opp Invts Cp",2136053000,16.34,0.33,38480000,0.59,0.78,4.11%
RPT,"Ramco-Gershenson Properties Trust",1030729000,9.55,0.69,69060000,0.61,0.88,6.73%
RRD,"Donnelley [R.R.] & Sons Co",350592000,5.58,0.92,-34400000,1.23,0.56,10.92%
RRGB,"Red Robin Gourm",488697000,16.83,2.29,30020000,0.24,0,0.00%
RTEC,"Rudolph Technologies",886820000,18.47,1.5,32910000,1,0,0.00%
RUTH,"Ruth's Hospitality",1025661000,24,1.2,30140000,0.35,0.44,1.53%
RWT,"Redwood Trust",1330197000,9.4,1.65,140410000,0.66,1.2,7.47%
RYAM,"Rayonier Advanced Materials Inc",1052961000,12.2,1.66,324960000,3.41,0.28,1.38%
SAFT,"Safety Ins Group Inc",1444141000,21.23,4.42,62390000,0.61,3.2,3.41%
SAH,"Sonic Automotive",890504000,11.49,1.85,92980000,1.58,0.24,1.13%
SAIA,"Saia Inc",1960147000,25.57,3,91160000,0.78,0,0.00%
SANM,"Sanmina Corp",2045596000,14.62,2.08,138830000,0.47,0,0.00%
SBCF,"Seacoast Banking Cp",1411970000,19.95,1.5,42870000,0.62,0,0.00%
SBSI,"Southside Bancshares",1226396000,18.26,1.93,54310000,0.75,1.2,3.40%
SCHL,"Scholastic Cp",1431091000,29.49,1.4,-5000000,0.69,0.6,1.45%
SCL,"Stepan Company",1959465000,18.62,4.73,91580000,1.21,0.9,1.02%
SCSC,"Scansource Inc",1047092000,13.59,3.02,69250000,0.97,0,0.00%
SCVL,"Shoe Carnival Inc",515686000,17.4,1.84,18930000,0.75,0.32,1.00%
SEDG,"Solaredge Tech",2104375000,16.27,2.88,84170000,-0.43,0,0.00%
SEM,"Select Medical Holdings Corp",2585758000,17.78,0.74,177180000,1.37,0,0.00%
SENEA,"Seneca Foods Cp A",280025000,0,-0.63,-13810000,1.08,0,0.00%
SFBS,"Servisfirst Bancs",2244838000,19.82,2.14,93090000,1.25,0.44,1.04%
SFLY,"Shutterfly Inc",2493964000,38.25,1.21,30090000,0.99,0,0.00%
SFNC,"Simmons First Natl",2782544000,14.58,2.08,92940000,1.16,0.6,1.98%
SHAK,"Shake Shack Inc",2095157000,81.84,0.69,-320000,1.26,0,0.00%
SHLM,"Schulman A Inc",1292538000,31.58,0.76,33030000,1.33,0.82,1.87%
SHOO,"Steven Maddens Ltd",3314025000,23.52,2.4,117950000,0.43,0.8,1.42%
SIGI,"Selective Ins Group",3629811000,20.21,3.05,168830000,1.28,0.72,1.17%
SJI,"South Jersey Industries",2800453000,18.74,1.77,-3490000,0.56,1.12,3.36%
SKYW,"Skywest Inc",3085740000,14.07,4.28,428910000,1.73,0.4,0.66%
SLCA,"U.S. Silica Holdings Inc",1997435000,11.35,2.22,145210000,2.23,0.25,0.99%
SMCI,"Super Micro Computer",964062000,15.02,0,69320000,0.19,0,0.00%
SMP,"Standard Motor Products",1088977000,19.54,2.48,37980000,1.7,0.84,1.73%
SMTC,"Semtech Corp",3302382000,43.15,1.19,36430000,1.37,0,0.00%
SNBR,"Sleep Number Corporation",1079148000,20.56,1.49,65080000,0.98,0,0.00%
SONC,"Sonic Cp",1234639000,23.74,1.44,63660000,1.48,0.64,1.87%
SPOK,"Spok Holdings Inc",299684000,49.84,0.31,-15310000,0.42,0.5,3.24%
SPPI,"Spectrum Pharma Inc",2310132000,0,-0.96,-91250000,1.92,0,0.00%
SPSC,"Sps Commerce Inc",1643470000,133.1,0.69,-2440000,0.72,0,0.00%
SPTN,"Spartannash Company",846994000,11.23,2.1,-52850000,1.15,0.72,3.05%
SPXC,"SPX Corp",1498140000,18.48,1.93,89300000,1.55,0,0.00%
SR,"Spire Inc",3787582000,18.25,4.11,161600000,0.03,2.25,3.00%
SRCI,"Src Energy Inc",2439751000,10.23,0.97,142480000,1.65,0,0.00%
SRDX,"Surmodics Inc",940508000,109.84,0.44,3930000,0.61,0,0.00%
SSD,"Simpson Manufacturing Company",3368655000,30.4,2.38,92620000,1.59,0.88,1.22%
SSP,"E.W. Scripps Company",1168750000,159,0.01,-13110000,2.09,0.2,1.40%
SSTK,"Shutterstock Inc",1872458000,71.85,0.74,16730000,1.34,0,0.00%
STBA,"S&T Bancorp Inc",1556545000,16.84,2.66,72970000,0.67,1,2.23%
STC,"Stewart Information Services Corp",1060703000,20.81,2.15,48660000,0.74,1.2,2.68%
STMP,"Stamps.Com Inc",4639880000,21.94,11.31,150600000,0.01,0,0.00%
STRA,"Strayer Education",1432299000,36.02,3.53,20610000,0.9,1,0.79%
SUP,"Superior Industries International",549189000,28.82,0.88,-6200000,1.23,0.36,1.64%
SUPN,"Supernus Pharm",2390570000,26.87,1.54,57280000,0.97,0,0.00%
SVU,"Supervalu Inc",1236999000,21.35,1.51,45000000,1.32,0,0.00%
SWM,"Schweitzer-Mauduit International",1231323000,11.77,3.45,34500000,1.24,1.72,4.24%
SXC,"Suncoke Energy Inc",725623000,22.37,0.51,122400000,0.98,0,0.00%
SXI,"Standex International Corp",1362546000,21.15,4.98,46550000,1.52,0.72,0.68%
SYKE,"Sykes Enterprises",1219514000,14.89,1.89,32220000,0.76,0,0.00%
TBI,"Trueblue Inc",1166081000,14.3,1.99,55460000,1.88,0,0.00%
TCMD,"Tactile Systems Technology Inc",1047560000,178.16,0.29,5860000,0.44,0,0.00%
TG,"Tredegar Corp",779965000,19.1,1.22,38250000,1.54,0.44,1.89%
TGI,"Triumph Group",1148532000,9.03,2.53,-425390000,1.78,0.16,0.67%
THRM,"Gentherm Inc",1683540000,24.81,1.87,35230000,1.73,0,0.00%
TILE,"Interface Inc",1338117000,17.4,1.31,53250000,1.17,0.26,1.14%
TISI,"Team Inc",694269000,0,-0.76,-104160000,1.68,0,0.00%
TIVO,"Tivo Corp",1528683000,26.85,0.63,-37960000,-0.36,0.72,5.83%
TLRD,"Tailored Brands Inc",1095102000,9.1,2.39,96700000,1.65,0.72,3.31%
TMP,Tompkinstrustco,1289479000,17.07,5.01,52490000,0.86,1.92,2.25%
TMST,"Timken Steel Corp",601384000,0,-0.73,-43800000,1.89,0,0.00%
TNC,"Tennant Company",1407653000,44.74,1.75,-6200000,0.83,0.84,1.07%
TPRE,"Third Point Reinsurance Ltd Co",1310134000,15.29,0.86,277800000,1.1,0,0.00%
TREX,"Trex Company",4598559000,39.86,1.98,95130000,2.4,0,0.00%
TRHC,"Tabula Rasa Healthcare Inc",1340900000,346.26,-0.01,14300000,2.03,0,0.00%
TRST,"Trustco Bank Corp NY",892995000,16.14,0.57,43150000,1,0.26,2.85%
TTEC,"Teletech Hldgs",1193495000,16.33,1.85,7260000,0.9,0.54,1.96%
TTEK,"Tetra Tech Inc",3798405000,26.92,2.53,117870000,0.99,0.48,0.70%
TTI,"Tetra Technologies",593946000,0,-0.1,-39050000,0.69,0,0.00%
TTMI,"TTM Technologies I",1923984000,14.02,1.33,124210000,1.79,0,0.00%
TTS,"Tile Shop Hldgs",429586000,45.28,0.18,10820000,1.86,0.2,2.45%
TVPT,"Travelport Worldwide Ltd",2312167000,37.08,0.5,142460000,0.26,0.3,1.62%
TVTY,"Tivity Health",1352338000,19.1,1.36,63720000,0.46,0,0.00%
TWI,"Titan International",433676000,0,0.04,-60040000,1.62,0.02,0.28%
TYPE,"Monotype Imag. Hold.",890415000,29.65,0.71,11560000,0.94,0.46,2.20%
UBA,"Urstadt Biddle Properties Inc",874238000,16.35,0.55,52930000,0.34,1.08,4.86%
UCBI,"United Comm Banks",2427708000,16.54,1.86,67820000,0.83,0.6,1.95%
UCTT,"Ultra Clean Holdings",542045000,5.82,2.45,75090000,0.76,0,0.00%
UEIC,"Universal Elect In",582935000,14.19,2.97,-10320000,1.11,0,0.00%
UFCS,"United Fire Group I",1237721000,43.75,1.21,51020000,0.48,1.24,2.51%
UFI,"Unifi Inc",594216000,25.26,1.31,31700000,0.64,0,0.00%
UFPI,"Universal Forest Prd",2269217000,17.39,2.12,119510000,1.91,0.36,0.98%
UHT,"Universal Health Realty Income Trust",947785000,21.15,1.52,45620000,0.33,2.68,3.89%
UIHC,"United Insurance Hld",891941000,20.3,1.03,10150000,1.65,0.24,1.15%
UNF,"Unifirst Corp",3560997000,31.65,6,70200000,0.6,0.45,0.24%
UNT,"Unit Corp",1406922000,34.26,0.6,117850000,2.87,0,0.00%
USCR,"U S Concrete Inc",889778000,22.9,2.23,25510000,0.94,0,0.00%
USPH,"U.S. Physical Therapy",1421280000,49.31,2.26,22260000,1.09,0.92,0.83%
UVE,"Universal Insurance Holdings Inc",1577868000,12.06,3.72,106940000,1.85,0.64,1.43%
UVV,"Universal Corp",1402752000,13.97,3.97,105660000,1.23,3,5.26%
VAC,"Marriot Vacations Worldwide Cor",3113738000,19.79,5.95,226780000,1.38,1.6,1.36%
VECO,"Veeco Instrument",556206000,55,0.21,-44790000,0.56,0,0.00%
VG,"Vonage Holdings",3265560000,40.29,0.34,-33930000,-0.06,0,0.00%
VIAV,"Viavi Solutions",2401255000,28.35,0.37,166900000,0.98,0,0.00%
VICR,"Vicor Cp",2500988000,205.16,0.31,170000,1.04,0,0.00%
VIVO,"Meridian Bioscience",635100000,21.74,0.69,21560000,0.85,0.5,3.33%
VRA,"Vera Bradley",500386000,21.72,0.65,7020000,0.48,0,0.00%
VREX,"Varex Imaging Corp",1073606000,17.61,1.61,51600000,2.3,0,0.00%
VRTS,"Virtus Inv Prts",928874000,12.54,10.46,37010000,1.52,1.8,1.37%
VRTU,"Virtusa Corp",1565514000,49.69,0.91,1250000,1.19,0,0.00%
VRTV,"Veritiv Corp",703296000,15.74,3.06,-13300000,0.43,0,0.00%
VSI,"Vitamin Shoppe Inc",284993000,52.14,0.13,-252150000,0.57,0,0.00%
VSTO,"Vista Outdoor Inc",1054391000,75.68,0.49,-60230000,-0.31,0,0.00%
VVI,"Viad Corp",1206586000,33.23,1.78,57710000,0.7,0.4,0.68%
WABC,"Westamerica Bancorp",1681544000,25.52,2.48,50030000,1.02,1.6,2.53%
WAGE,"Wageworks Inc",2172272000,44.28,0.33,20210000,1.14,0,0.00%
WD,"Walker & Dunlop",1723290000,11.45,4.76,211130000,0.89,1,1.83%
WDFC,"W D 40 Co",2293405000,40.06,4.11,52930000,0.57,2.16,1.31%
WDR,"Waddell & Reed Financial",1614342000,10.03,2.05,141280000,1.9,1,4.86%
WETF,"Wisdomtree Invstmnts",1221738000,29.96,0.27,27200000,2.56,0.12,1.48%
WGO,"Winnebago Industries",1226825000,12.52,3.15,71330000,1.73,0.4,1.01%
WING,"Wingstop Inc",1757371000,74.66,0.82,27300000,0.81,0.28,0.46%
WIRE,"Encore Wire Cp",1053968000,18.13,2.83,67020000,1.87,0.08,0.16%
WLH,"William Lyon Homes",807835000,8.82,2.45,48140000,1.58,0,0.00%
WNC,"Wabash National Corp",1021771000,12.69,1.47,111420000,1.85,0.3,1.61%
WPG,"Washington Prime Group Inc",1367468000,4.7,0.34,197060000,0.64,1,13.55%
WRLD,"World Acceptance Cp",1011798000,14.07,7.87,53690000,2.75,0,0.00%
WSR,"Whitestone REIT",514883000,10.52,0.24,8330000,1.06,1.14,8.81%
WTS,"Watts Water Technologies",2843029000,24.65,3.41,73100000,1.05,0.84,1.00%
WWE,"World Wrestling Entertainment",6188493000,97.6,0.81,32640000,1.04,0.48,0.61%
WWW,"Wolverine World Wide",3569679000,20.04,1.77,300000,0.98,0.32,0.85%
XOXO,"Xoxo Group Inc",768232000,50.03,0.59,5530000,0.86,0,0.00%
XPER,"Xperi Corp",822425000,25.69,0.65,-56560000,0.6,0.8,4.79%
ZEUS,"Olympic Steel Inc",249487000,10.06,2.35,18960000,1.75,0.08,0.34%
ZUMZ,"Zumiez Inc",714433000,22.97,1.18,26800000,1.01,0,0.00%
"Downloaded from Barchart.com as of 08-14-2018 01:32am CDT"
