Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
ANIP,"ANI Pharma Inc",667330000,13.07,4.27,-1080000,2.78,0,0.00%
APEI,"American Pub. Edu.",574700000,22.96,1.52,21120000,0.65,0,0.00%
APOG,"Apogee Entrpr Inc",1402757000,15.77,3.1,79490000,1.45,0.63,1.29%
ARCB,"Arcbest Corp",1178712000,18.91,2.42,59730000,1.92,0.32,0.70%
ARI,"Apollo Commercial Real Estate",2366905000,11.62,1.65,193030000,0.54,1.84,9.60%
AROC,"Archrock Inc",1552920000,1195,0.01,18950000,2.92,0.53,4.42%
ARR,"Armour Residential R",998773000,8.87,2.68,181150000,0.64,2.28,9.59%
ASGN,"On Assignment",4757568000,25.21,3.62,157680000,1.91,0,0.00%
ASIX,"Advansix Inc",980266000,12.9,1.74,146700000,1.47,0,0.00%
ASNA,"Ascena Retail Grp",914339000,0,-0.04,-1067300000,1.66,0,0.00%
ASTE,"Astec Inds Inc",1079227000,21.02,2.2,37800000,1.04,0.44,0.95%
ATNI,"Atn International",1173539000,46.31,1.56,31490000,0.61,0.68,0.94%
ATU,"Actuant Corp",1775235000,32.11,0.9,-66210000,1.41,0.04,0.14%
AVA,"Avista Corp",3388947000,26.3,1.95,115920000,0.25,1.49,2.90%
AVAV,"Aerovironment Inc",2019678000,80.34,1.04,20070000,1.14,0,0.00%
AVD,"American Vanguard Corp",589724000,29.85,0.66,20270000,1.01,0.08,0.41%
AVP,"Avon Products",902394000,20.5,0.1,22000000,1.24,0,0.00%
AWR,"American States Water Company",2219961000,36.17,1.66,69370000,0.27,1.1,1.83%
AXE,"Anixter International Inc",2407447000,13.22,5.4,109000000,2.12,0,0.00%
AXL,"American Axle & Manufacturing",1937822000,4.49,2.73,337100000,1.37,0,0.00%
AZZ,"Azz Inc",1403017000,50.94,1.06,45170000,1.42,0.68,1.26%
B,"Barnes Group",3459420000,22.43,2.99,59420000,1.37,0.64,0.95%
BABY,"Natus Medical Inc",1218888000,26.03,1.41,-20290000,0.58,0,0.00%
BANC,"First Pactrust Bancorp",1005601000,26.12,0.76,57710000,0.83,0.52,2.62%
BANR,"Banner Corp",2137983000,19.6,3.36,60780000,0.98,1.4,2.13%
BCC,"Boise Cascade L.L.C.",1781162000,13.64,3.32,82960000,1.98,0.28,0.62%
BCOR,"Blucora Inc",1645962000,20.32,1.72,27040000,-0.14,0,0.00%
BCPC,"Balchem Cp",3380439000,37.18,2.07,90070000,0.84,0.42,0.42%
BEAT,"Biotelemetry Inc",1867391000,41.65,1.33,-15960000,1.3,0,0.00%
BEL,"Belmond Ltd",1652508000,159.5,0.1,-45040000,1.33,0,0.00%
BELFB,"Bel Fuse Inc Cl B",314062000,30,0.86,-11900000,0.55,0.28,1.09%
BFS,"Saul Centers",1341900000,19.69,1.07,48260000,0.66,2.08,3.52%
BGFV,"Big 5 Sporting",125366000,47.5,0.12,1100000,-0.69,0.6,10.53%
BGG,"Briggs & Stratton Corp",858520000,15.22,1.28,56650000,0.64,0.56,2.85%
BGS,"B&G Foods Holdings",2109760000,15.41,2.05,217460000,0.47,1.9,6.01%
BHE,"Benchmark Electronics",1197363000,16.01,1.59,-31970000,0.23,0.6,2.36%
BHLB,"Berkshire Hills Bancorp",1891743000,16.33,2.56,55250000,0.74,0.88,2.11%
BJRI,"Bj's Restaurants Inc",1403085000,33.06,1.98,44780000,0.76,0.44,0.67%
BKE,"Buckle Inc",1284492000,13.92,1.9,89710000,0.65,1,3.78%
BKS,"Barnes & Noble",436740000,12.65,0.49,-125480000,1.85,0.6,9.68%
BLD,"Topbuild Corp",2635222000,21.51,3.43,158130000,0.5,0,0.00%
BMI,"Badger Meter",1531186000,43.38,1.2,34570000,0.72,0.52,1.00%
BNED,"Barnes & Noble Education Inc C",301226000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2356258000,15.19,2.49,152410000,0.12,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1179752000,15.67,0.89,40590000,0.96,0.48,3.44%
BRC,"Brady Corp",1976468000,19.56,1.94,95650000,1.09,0.83,2.19%
BRKL,"Brookline Bancorp",1447560000,19.41,0.93,50520000,0.85,0.4,2.22%
BRKS,"Brooks Automation",2051386000,19.18,1.51,62610000,1,0.4,1.38%
BRS,"Bristow Group Inc",375480000,0,-2.15,-195660000,2.96,0,0.00%
CACI,"Caci International",4623840000,24.16,7.76,163670000,1.45,0,0.00%
CAL,"Caleres Inc",1572116000,16.32,2.19,87200000,0.84,0.28,0.78%
CALM,"Cal-Maine Foods In",2412048000,16.73,2.97,125930000,0.54,1.4,2.82%
CAMP,"Calamp Corp",826258000,24.49,0.95,16620000,1.75,0,0.00%
CASH,"Meta Financial Grp",1134261000,13.18,6.63,44920000,1.02,0.52,0.59%
CATM,"Cardtronics Inc",1713165000,12.7,1.98,-145350000,0.84,0,0.00%
CATO,"Cato Corp",585063000,26.73,0.88,8540000,0.71,1.32,5.61%
CBB,"Cincinnati Bell Inc",652080000,0,-0.53,35100000,1.24,0,0.00%
CBL,"Cbl & Associates Properties",792555000,2.3,-0.12,120940000,1.14,0.8,17.90%
CBM,"Cambrex Corp",2110347000,16.85,3.75,102450000,2.4,0,0.00%
CBU,"Community Bank System",3362527000,20.67,3.16,150720000,1,1.36,2.08%
CCMP,"Cabot Microelectron",2784694000,22.19,4.82,86950000,1.37,1.6,1.50%
CCOI,"Cogent Comm Hldgs",2447915000,110.73,0.48,5880000,0.5,2.16,4.06%
CCRN,"Cross Ctry Hlthcr",347295000,18.53,0.51,37510000,0.86,0,0.00%
CDR,"Cedar Shopping Centers Inc",417742000,7.53,-0.21,19140000,0.87,0.2,4.42%
CECO,"Career Education",1159444000,31.24,0.54,-31900000,2.77,0,0.00%
CEIX,"Consol Energy Inc",1197161000,0,4.84,67630000,N/A,0,0.00%
CENT,"Central Garden",2062422000,20.32,1.92,78830000,0.05,0,0.00%
CENTA,"Central Garden & Pet",1884942000,18.8,1.92,78830000,0.32,0,0.00%
CENX,"Century Aluminum C",1052952000,17.54,0.69,48580000,0.78,0,0.00%
CEVA,"Ceva Inc",632261000,108.65,0.26,17030000,1.06,0,0.00%
CHCO,"City Holding Co",1261691000,18.28,4.45,54310000,0.67,1.84,2.26%
CHCT,"Community Healthcare Trust Inc",573846000,21.54,0.31,3510000,0.79,1.61,5.08%
CHS,"Chico's Fas",1300641000,15.37,0.65,101000000,0.75,0.34,3.40%
CHSP,"Chesapeake Lodging Trust",1963604000,14.15,1.21,76240000,0.92,1.6,4.98%
CHUY,"Chuy's Holdings Inc",466973000,28.95,0.95,28960000,-0.23,0,0.00%
CIR,"Circor International",890618000,22.52,1.97,11790000,1.87,0.04,0.08%
CJ,"C&J Energy Services Inc",1575698000,15.49,1.46,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",912640000,37.25,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",179599000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",997890000,10.7,0.83,29480000,1.07,1.32,6.14%
CLW,"Clearwater Paper Corp",460600000,16.27,1.66,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",775150000,15.27,0.55,79590000,0.1,0.56,6.67%
CMTL,"Comtech Telecom Co",843475000,53.46,0.65,15830000,1.55,0.4,1.15%
CNMD,"C O N M E D Cp",2184428000,36.81,2.1,55490000,0.55,0.8,1.03%
CNSL,"Consolidated Communications Holdings Inc",859988000,0,-0.23,64950000,0.78,1.55,13.18%
COHU,"Cohu Inc",743340000,17.26,1.52,32840000,1.11,0.24,0.91%
COKE,"Coca Cola Bot Cons",1630977000,73.83,2.35,96540000,0.18,1,0.58%
COLB,"Columbia Banking Sys",3111044000,17.47,2.43,112830000,1.12,1.04,2.45%
CORE,"Core Mark Holding",1543707000,29.9,1.12,33500000,0.63,0.4,1.19%
CORT,"Corcept Therapeutics",1499366000,22.32,0.56,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",840529000,16.49,1.74,41200000,1.08,0.84,2.93%
CPS,"Cooper Std Hldg Inc",2461120000,11.76,11.72,135300000,0.73,0,0.00%
CPSI,"Computer Programs",381839000,18.7,1.46,-17100000,-0.04,0.4,1.47%
CRAY,"Cray Inc",883970000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1271240000,165.27,0.11,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",215262000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1119584000,28.84,2.03,35700000,0.66,0,0.00%
CRY,Cryolife,1186155000,103.39,0.31,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",1868003000,10.44,2.18,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1271034000,16.65,2.27,61360000,0.87,0.84,2.22%
CTB,"Cooper Tire & Rubber Company",1489285000,13.78,2.14,95400000,0.66,0.42,1.42%
CTRE,"Caretrust REIT Inc",1467358000,14.47,0.54,25870000,0.78,0.82,4.53%
CTRL,"Control4 Corp",842508000,34.35,0.92,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1143260000,24.2,1.43,14450000,1.23,0.16,0.46%
CUB,"Cubic Corp",2030125000,189.87,0.39,-11210000,0.99,0.27,0.36%
CUBI,"Customers Bancorp",781299000,10.15,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",471944000,77.16,0.44,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2702350000,20.49,1.19,104410000,1.38,0.56,2.30%
CVCO,"Cavco Inds Inc",2139613000,33.31,6.91,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1771495000,41.15,2.43,37270000,0.56,0.95,0.95%
CWT,"California Water Service Group Holding",1973274000,33.6,1.21,67180000,0.61,0.75,1.85%
CYH,"Community Health Systems",396413000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,393336000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",394176000,40.32,0.22,5560000,1.08,0.28,3.16%
DAR,"Darling International Inc",3283121000,23.32,0.84,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",320339000,6.46,0.65,-233100000,2.04,0.3,7.14%
DCOM,"Dime Community Bncsh",689264000,13.6,1.36,51880000,0.58,0.56,3.03%
DDD,"3D Systems Corp",2171131000,0,-0.48,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",1234771000,16.15,0.1,4450000,0.41,1.04,5.19%
DF,"Dean Foods Company",749234000,11.63,0.75,61590000,0.46,0.36,4.13%
DFIN,"Donnelly Financial Solutions Inc",656540000,21.26,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",345948000,74.41,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1421133000,20.68,3.79,-330540000,0.05,2.52,3.22%
DIOD,"Diodes Inc",1854332000,19.39,1.93,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",2072880000,10.93,0.41,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2602760000,20.91,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1417511000,23.6,0.8,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2464982000,11.9,0.39,91880000,1.39,0.5,4.24%
DSPG,"D S P Group Inc",272646000,50.63,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2124498000,17.4,1.6,67300000,0.63,1,3.59%
DXPE,"Dxp Enterprise",806896000,35.97,1.3,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2401113000,22.97,3.35,100620000,1.3,0.3,0.39%
EBS,"Emergent Biosolutions",2964686000,23.52,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",920738000,25.95,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1559091000,34.3,2.07,49370000,0.65,0.72,1.01%
ECPG,"Encore Capital Grp",1238226000,8.96,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2600091000,27.8,2.27,98260000,0.4,1.44,2.28%
EFII,"Elec Imaging Inc",1504482000,421.13,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2099700000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1279162000,15.07,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1134848000,19.65,0.86,51610000,0.47,0.32,1.89%
EGP,"Eastgroup Properties",3537188000,21.55,2.29,83180000,0.84,2.56,2.63%
EGRX,"Eagle Pharmaceutical",1176788000,35.83,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",575975000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1443078000,12.51,3.53,101200000,1.03,0.8,1.81%
ELY,"Callaway Golf Company",2126789000,19.08,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3502265000,5.13,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1936185000,24.66,1.51,40480000,0.62,0.18,0.48%
ENTA,"Enanta Pharmaceutica",1794200000,21.18,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1212325000,18.95,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2483281000,79.14,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",258328000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1757994000,28.67,2.33,53700000,1.04,0.32,0.48%
ESIO,"Electro Sci Inds",781465000,7.88,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",568667000,82.22,0.18,-266980000,1.32,0.56,3.78%
ETH,"Ethan Allen Interiors Inc",611517000,16.93,1.35,36370000,0.99,0.76,3.33%
EVTC,"Evertec Inc",1781640000,16.44,1.46,55050000,1.19,0.2,0.83%
EXLS,"Exlservice Holdings",2078500000,24.79,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2643632000,44.13,1.16,41310000,0.59,0.52,1.02%
EXPR,"Express Inc",772027000,23.16,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",988878000,105.42,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",725471000,13.57,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",612675000,13.57,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1126623000,94.64,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1909012000,16.19,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1715152000,17.05,1,55170000,1.01,0.36,2.11%
FCFS,"First Cash Fin Svcs",3566349000,25.44,3.15,143890000,0.48,0.88,1.10%
FCN,"Fti Consulting",2966624000,20.34,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1711696000,19.54,1.26,71390000,-0.04,1.1,4.08%
FELE,"Franklin Electric Co",2289280000,23.46,2.05,78180000,1.58,0.48,1.00%
FF,"Futurefuel Corp",633793000,11.59,1.22,23510000,1.64,0.24,1.70%
FFBC,"First Finl Bncp [Oh]",3108325000,15.86,1.98,96790000,1.05,0.76,2.42%
FFIN,"First Finl Bkshs Inc",4073734000,31.93,1.87,120370000,1.27,0.84,1.41%
FIX,"Comfort Systems USA",2079854000,24.47,2.27,55270000,1.33,0.34,0.61%
FLOW,"SPX Flow Inc",2028358000,24.14,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2793686000,18.75,1.44,98390000,1.13,0.44,1.63%
FN,Fabrinet,1611054000,18.65,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2241271000,48.46,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",978645000,17.15,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",872781000,71.89,0.66,15140000,0.47,0.8,1.69%
FOSL,"Fossil Group",1223390000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2416698000,36.85,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",260786000,24.4,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",793557000,61.17,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",568733000,14.72,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",909310000,8.27,-0.01,-15940000,0.79,0.36,4.35%
FSS,"Federal Signal Corp",1586872000,22.56,1.16,61600000,1.11,0.32,1.22%
FTD,"Ftd Companies",106172000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",119616000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",562909000,0,-2.91,-1804000000,0.57,1.2,22.43%
FUL,"H. B. Fuller Company",2914124000,21.67,2.64,58240000,1.52,0.62,1.08%
FWRD,"Foward Air Corp",1860203000,23.69,2.67,87320000,1.39,0.6,0.95%
GBCI,"Glacier Bancorp Inc",3778044000,23.29,1.91,116380000,1.41,1.04,2.34%
GBX,"Greenbrier Companies",1855754000,14.04,4.08,116070000,1.75,1,1.75%
GCI,"Gannett Co. Inc",1159380000,8.87,1.15,6890000,0.95,0.64,6.27%
GCO,"Genesco Inc",870504000,13.92,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4470027000,39.98,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",184416000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1830054000,32.53,0.7,-7890000,0.18,0.9,3.95%
GFF,"Griffon Corp",832565000,23.73,0.75,14910000,1.36,0.28,1.57%
GHL,"Greenhill & Co. Inc",682743000,112.04,0.27,-26650000,1.14,0.2,0.66%
GIFI,"Gulf Island Fab",143632000,0,-1.65,-44770000,1.01,0.01,0.10%
GIII,"G-III Apparel Gp I",2104476000,21.05,2,62120000,0.28,0,0.00%
GLT,Glatfelter,722370000,17.69,0.93,7910000,1.11,0.52,3.16%
GME,"Gamestop Corp",1561667000,4.93,3.09,34700000,1.26,1.52,9.99%
GNBC,"Green Bancorp",900104000,17.77,1.37,34140000,2.14,0.4,1.64%
GNL,"Global Net Lease Inc",1436395000,10.04,0.23,23570000,0.52,2.13,10.15%
GOV,"Government Properties Income Trust",1682915000,8.38,0.3,12090000,1.19,1.72,10.31%
GPI,"Group 1 Automotive",1558157000,9.07,8.49,213440000,1.78,1.04,1.35%
GPRE,"Green Plains Inc",719846000,0,-0.96,61060000,1.04,0.48,2.84%
GTLS,"Chart Industries In",2387000000,49.7,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1181004000,17.14,1.16,47190000,0.51,1.28,4.39%
GWB,"Great Western Bancorp Inc",2567887000,15.17,2.83,144790000,1.53,1,2.33%
HA,"Hawaiian Hldgs Inc",2169135000,7.66,5.55,364040000,1.37,0.48,1.13%
HAFC,"Hanmi Financial Cp",837132000,13.62,1.88,54660000,0.78,0.96,3.75%
HAYN,"Haynes Intl Inc",476381000,0,-0.66,-10190000,1.51,0.88,2.33%
HCI,"Homeowners Choice",380109000,0,-1.03,-6890000,1.64,1.5,3.66%
HF,"HFF Inc",1733798000,18.26,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1310728000,23.27,1.53,41790000,0.5,0.6,1.69%
HI,"Hillenbrand Inc",3240120000,21.81,2.38,126200000,1.26,0.83,1.60%
HIBB,"Hibbett Sports Inc",500280000,14.49,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",451658000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1324103000,81.09,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1880308000,24.28,1.85,169460000,0.78,1.14,2.51%
HMST,"Homestreet Inc",795910000,17.12,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2664043000,57.38,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2287648000,12.56,1.39,139450000,1.39,0.56,3.21%
HPR,"Highpoint Resources Corp.",1047181000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5401453000,114.29,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2045505000,25.15,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",788736000,24.32,1.7,-48640000,1.67,0.52,1.26%
HSKA,"Heska Corp",753075000,64.65,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",976387000,88.85,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",872661000,10.9,-0.43,99870000,1.33,1.12,5.11%
HTLD,"Heartland Express",1625491000,36.41,0.54,75170000,0.64,0.08,0.41%
HUBG,"Hub Group Inc A",1753380000,21.69,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",462388000,17.46,1.26,21080000,0.83,0.72,3.27%
HWKN,"Hawkins Inc",428400000,23.13,1.71,-9180000,0.71,0.45,1.14%
HZO,"Marinemax Inc",545198000,13.42,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1559954000,31.35,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",774266000,29.34,1.38,22550000,2.22,0.12,0.30%
IIVI,"I I V I Inc",2854951000,29.93,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2482731000,23.15,3.9,87200000,0.95,1.52,1.68%
INGN,"Inogen Inc",4967078000,131.64,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1428654000,9.96,0.53,99210000,1.21,0.72,5.31%
INTL,"Intl Fcstone Inc",1045345000,28.84,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1424462000,9.2,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1854699000,16.88,4.49,61800000,1.06,1.76,2.32%
IPAR,"Inter Parfums Inc",2012310000,41.61,1.55,41590000,1.54,0.84,1.30%
IPHS,"Innophos Hldngs Inc",859310000,17.74,2.46,22450000,0.74,1.92,4.40%
IRBT,"Irobot Corp",2597646000,41.41,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2253763000,50,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",903775000,13.81,0.18,30210000,0.84,0.72,7.05%
ITG,"Investment Technology Group",730399000,39.8,0.56,-39440000,1.45,0.28,1.26%
ITGR,"Integer Holdings Corp",2287114000,20.52,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2454285000,25.56,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",525192000,0,-1.59,-76540000,2.38,0.05,0.32%
IVR,"Invesco Mortgage Capital Inc",1808568000,9.12,1.77,348610000,0.65,1.68,10.40%
JBSS,"John B Sanfilippo",873042000,25.99,2.93,36130000,1.08,0.55,0.72%
JBT,"John Bean Technologies Corp",3507600000,31.4,3.5,80500000,1.25,0.4,0.36%
JCP,"J.C. Penney Company Inc",562579000,0,-0.07,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2710656000,33.81,4.31,79170000,0.58,1.8,1.24%
JRVR,"James River Gp HD",1222042000,25.19,1.62,43570000,0.48,1.2,2.94%
KALU,"Kaiser Aluminum",1776417000,19.89,5.4,45400000,0.65,2.2,2.05%
KAMN,"Kaman Corp",1837920000,24.99,2.64,49830000,0.78,0.8,1.21%
KELYA,"Kelly Svcs Cl A",977372000,11.16,2.24,71600000,0.92,0.3,1.20%
KEM,"Kemet Corp",1319280000,12.71,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3740494000,24.19,2.72,133780000,1.27,0.4,0.61%
KIRK,"Kirkland's Inc",181220000,25.18,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1746009000,10.74,2.45,112010000,1.22,0.48,1.82%
KN,"Knowles Corp",1576750000,23.54,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",733887000,9,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",166287000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1471405000,12.59,3.64,97550000,1.35,0,0.00%
KRG,"Kite Realty Group Trust",1460042000,8.54,-0.21,11870000,0.55,1.27,7.32%
