Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
ANIK,"Anika Therapeutics",600988000,25.29,1.63,31820000,1.86,0,0.00%
ANIP,"ANI Pharma Inc",670879000,13.15,4.27,-1080000,2.78,0,0.00%
APEI,"American Pub. Edu.",587015000,23.78,1.52,21120000,0.65,0,0.00%
APOG,"Apogee Entrpr Inc",1426222000,16.01,3.1,79490000,1.45,0.63,1.27%
ARCB,"Arcbest Corp",1226220000,19.46,2.42,59730000,1.92,0.32,0.68%
ARI,"Apollo Commercial Real Estate",2391509000,11.68,1.65,193030000,0.54,1.84,9.55%
AROC,"Archrock Inc",1624096000,1255,0.01,18950000,2.92,0.53,4.21%
ARR,"Armour Residential R",998773000,8.85,2.68,181150000,0.64,2.28,9.61%
ASGN,"On Assignment",4781649000,24.92,3.62,157680000,1.91,0,0.00%
ASIX,"Advansix Inc",1011809000,12.88,1.74,146700000,1.47,0,0.00%
ASNA,"Ascena Retail Grp",953581000,0,-0.04,-1067300000,1.66,0,0.00%
ASTE,"Astec Inds Inc",1115478000,21.15,2.2,37800000,1.04,0.44,0.95%
ATNI,"Atn International",1206257000,47.6,1.56,31490000,0.61,0.68,0.92%
ATU,"Actuant Corp",1793505000,32.33,0.9,-66210000,1.41,0.04,0.14%
AVA,"Avista Corp",3373839000,26.24,1.95,115920000,0.25,1.49,2.91%
AVAV,"Aerovironment Inc",2062287000,81.85,1.04,20070000,1.14,0,0.00%
AVD,"American Vanguard Corp",600336000,28.86,0.66,20270000,1.01,0.08,0.42%
AVP,"Avon Products",902394000,20.5,0.1,22000000,1.24,0,0.00%
AWR,"American States Water Company",2247142000,36.66,1.66,69370000,0.27,1.1,1.81%
AXE,"Anixter International Inc",2445926000,13.46,5.4,109000000,2.12,0,0.00%
AXL,"American Axle & Manufacturing",2005952000,4.76,2.73,337100000,1.37,0,0.00%
AZZ,"Azz Inc",1425143000,50.66,1.06,45170000,1.42,0.68,1.27%
B,"Barnes Group",3543884000,22.74,2.99,59420000,1.37,0.64,0.94%
BABY,"Natus Medical Inc",1197152000,25.39,1.41,-20290000,0.58,0,0.00%
BANC,"First Pactrust Bancorp",1013200000,26.32,0.76,57710000,0.83,0.52,2.60%
BANR,"Banner Corp",2163524000,19.65,3.36,60780000,0.98,1.4,2.12%
BCC,"Boise Cascade L.L.C.",1810330000,13.95,3.32,82960000,1.98,0.28,0.60%
BCOR,"Blucora Inc",1688838000,20.47,1.72,27040000,-0.14,0,0.00%
BCPC,"Balchem Cp",3355638000,38.13,2.07,90070000,0.84,0.42,0.41%
BEAT,"Biotelemetry Inc",1877228000,42.26,1.33,-15960000,1.3,0,0.00%
BEL,"Belmond Ltd",1662804000,159.5,0.1,-45040000,1.33,0,0.00%
BELFB,"Bel Fuse Inc Cl B",317064000,30.17,0.86,-11900000,0.55,0.28,1.08%
BFS,"Saul Centers",1321875000,19.74,1.07,48260000,0.66,2.08,3.51%
BGFV,"Big 5 Sporting",127509000,48.75,0.12,1100000,-0.69,0.6,10.26%
BGG,"Briggs & Stratton Corp",909298000,16.25,1.29,-11320000,0.64,0.56,2.67%
BGS,"B&G Foods Holdings",2106464000,16,2.05,217460000,0.47,1.9,5.79%
BHE,"Benchmark Electronics",1229976000,16.32,1.59,-31970000,0.23,0.6,2.31%
BHLB,"Berkshire Hills Bancorp",1937163000,16.37,2.56,55250000,0.74,0.88,2.10%
BJRI,"Bj's Restaurants Inc",1404136000,33.74,1.98,44780000,0.76,0.44,0.66%
BKE,"Buckle Inc",1316238000,14.08,1.9,89710000,0.65,1,3.74%
BKS,"Barnes & Noble",433101000,12.14,0.49,-125480000,1.85,0.6,10.08%
BLD,"Topbuild Corp",2523668000,20.09,3.43,158130000,0.5,0,0.00%
BMI,"Badger Meter",1599595000,45.04,1.2,34570000,0.72,0.52,0.96%
BNED,"Barnes & Noble Education Inc C",297942000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2416307000,15.18,2.49,152410000,0.12,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1200894000,15.62,0.89,40590000,0.96,0.48,3.45%
BRC,"Brady Corp",2020447000,19.77,1.94,95650000,1.09,0.83,2.16%
BRKL,"Brookline Bancorp",1463644000,19.35,0.93,50520000,0.85,0.4,2.22%
BRKS,"Brooks Automation",2069752000,19.01,1.51,62610000,1,0.4,1.39%
BRS,"Bristow Group Inc",386208000,0,-2.15,-195660000,2.96,0,0.00%
CACI,"Caci International",4781921000,24.1,7.84,301170000,1.45,0,0.00%
CAL,"Caleres Inc",1637765000,16.92,2.19,87200000,0.84,0.28,0.76%
CALM,"Cal-Maine Foods In",2431500000,16.68,2.97,125930000,0.54,1.4,2.83%
CAMP,"Calamp Corp",827316000,24.74,0.95,16620000,1.75,0,0.00%
CASH,"Meta Financial Grp",1145362000,13.1,6.63,44920000,1.02,0.52,0.60%
CATM,"Cardtronics Inc",1718696000,13.53,1.98,-145350000,0.84,0,0.00%
CATO,"Cato Corp",599627000,27.13,0.88,8540000,0.71,1.32,5.53%
CBB,"Cincinnati Bell Inc",652080000,0,-0.53,35100000,1.24,0,0.00%
CBL,"Cbl & Associates Properties",802916000,2.4,-0.12,120940000,1.14,0.8,17.17%
CBM,"Cambrex Corp",2128640000,16.75,3.75,102450000,2.4,0,0.00%
CBU,"Community Bank System",3398304000,20.77,3.16,150720000,1,1.36,2.07%
CCMP,"Cabot Microelectron",2809734000,22.63,4.82,86950000,1.37,1.6,1.47%
CCOI,"Cogent Comm Hldgs",2461850000,109.69,0.48,5880000,0.5,2.16,4.10%
CCRN,"Cross Ctry Hlthcr",357457000,19.12,0.51,37510000,0.86,0,0.00%
CDR,"Cedar Shopping Centers Inc",421390000,7.73,-0.21,19140000,0.87,0.2,4.31%
CECO,"Career Education",1159444000,30.96,0.54,-31900000,2.77,0,0.00%
CEIX,"Consol Energy Inc",1191275000,0,4.84,67630000,N/A,0,0.00%
CENT,"Central Garden",2048850000,20.79,1.92,78830000,0.05,0,0.00%
CENTA,"Central Garden & Pet",1895904000,19.03,1.92,78830000,0.32,0,0.00%
CENX,"Century Aluminum C",1079232000,17.29,0.69,48580000,0.78,0,0.00%
CEVA,"Ceva Inc",644378000,107.88,0.26,17030000,1.06,0,0.00%
CHCO,"City Holding Co",1278233000,18.36,4.45,54310000,0.67,1.84,2.25%
CHCT,"Community Healthcare Trust Inc",573664000,21.46,0.31,3510000,0.79,1.61,5.10%
CHS,"Chico's Fas",1298058000,15.63,0.65,101000000,0.75,0.34,3.35%
CHSP,"Chesapeake Lodging Trust",1980516000,14.26,1.21,76240000,0.92,1.6,4.94%
CHUY,"Chuy's Holdings Inc",463583000,28.89,0.95,28960000,-0.23,0,0.00%
CIR,"Circor International",892602000,22.58,1.97,11790000,1.87,0.04,0.08%
CJ,"C&J Energy Services Inc",1616030000,16.09,1.46,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",936872000,37.16,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",188692000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",997431000,10.83,0.83,29480000,1.07,1.32,6.07%
CLW,"Clearwater Paper Corp",482808000,17.26,1.66,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",779775000,15.24,0.55,79590000,0.1,0.56,6.68%
CMTL,"Comtech Telecom Co",840166000,54.68,0.65,15830000,1.55,0.4,1.13%
CNMD,"C O N M E D Cp",2189769000,37.27,2.1,55490000,0.55,0.8,1.02%
CNSL,"Consolidated Communications Holdings Inc",860700000,0,-0.23,64950000,0.78,1.55,12.97%
COHU,"Cohu Inc",746229000,16.82,1.52,32840000,1.11,0.24,0.94%
COKE,"Coca Cola Bot Cons",1614277000,73.31,2.35,96540000,0.18,1,0.58%
COLB,"Columbia Banking Sys",3174789000,17.52,2.43,112830000,1.12,1.04,2.44%
CORE,"Core Mark Holding",1597905000,30.39,1.12,33500000,0.63,0.4,1.18%
CORT,"Corcept Therapeutics",1584083000,23.29,0.56,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",860535000,16.5,1.74,41200000,1.08,0.84,2.93%
CPS,"Cooper Std Hldg Inc",2533469000,12,11.72,135300000,0.73,0,0.00%
CPSI,"Computer Programs",384657000,18.66,1.46,-17100000,-0.04,0.4,1.47%
CRAY,"Cray Inc",877845000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1376780000,177.55,0.11,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",226081000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1112032000,29.31,2.03,35700000,0.66,0,0.00%
CRY,Cryolife,1202706000,103.39,0.31,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",1942723000,10.45,2.18,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1258971000,16.6,2.27,61360000,0.87,0.84,2.23%
CTB,"Cooper Tire & Rubber Company",1521824000,14.23,2.14,95400000,0.66,0.42,1.38%
CTRE,"Caretrust REIT Inc",1492462000,14.52,0.54,25870000,0.78,0.82,4.52%
CTRL,"Control4 Corp",921330000,35.45,0.92,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1169732000,24.37,1.43,14450000,1.23,0.16,0.46%
CUB,"Cubic Corp",2001512000,187.69,0.39,-11210000,0.99,0.27,0.37%
CUBI,"Customers Bancorp",806952000,10.11,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",463640000,77.73,0.44,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2742058000,20.6,1.19,104410000,1.38,0.56,2.28%
CVCO,"Cavco Inds Inc",2176800000,33.89,6.91,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1788626000,41.65,2.43,37270000,0.56,0.95,0.94%
CWT,"California Water Service Group Holding",1992502000,34.26,1.21,67180000,0.61,0.75,1.81%
CYH,"Community Health Systems",403388000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,401531000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",353822000,41.05,0.22,5560000,1.08,0.28,3.10%
DAR,"Darling International Inc",3327576000,23.81,0.84,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",346210000,6.77,0.65,-233100000,2.04,0.3,6.82%
DCOM,"Dime Community Bncsh",702375000,13.64,1.36,51880000,0.58,0.56,3.02%
DDD,"3D Systems Corp",2464188000,0,-0.48,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",1211827000,16.11,0.1,4450000,0.41,1.04,5.21%
DF,"Dean Foods Company",713600000,10.8,0.75,61590000,0.46,0.36,4.44%
DFIN,"Donnelly Financial Solutions Inc",662320000,21.35,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",354120000,75.88,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1406796000,21.33,3.79,-330540000,0.05,2.52,3.12%
DIOD,"Diodes Inc",1891899000,19.16,1.93,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",2275562000,11.56,0.41,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2649226000,21.6,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1451739000,24.2,0.8,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2471218000,11.85,0.39,91880000,1.39,0.5,4.26%
DSPG,"D S P Group Inc",283866000,50.63,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2214322000,16.83,1.6,67300000,0.63,1,3.71%
DXPE,"Dxp Enterprise",819417000,36.03,1.3,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2437326000,22.97,3.35,100620000,1.3,0.3,0.39%
EBS,"Emergent Biosolutions",3014706000,23.68,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",953570000,26.11,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1565688000,34.3,2.07,49370000,0.65,0.72,1.01%
ECPG,"Encore Capital Grp",1242852000,8.98,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2587884000,28.13,2.27,98260000,0.4,1.44,2.26%
EFII,"Elec Imaging Inc",1499600000,424,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2095034000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1301344000,15.36,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1148160000,19.88,0.86,51610000,0.47,0.32,1.87%
EGP,"Eastgroup Properties",3468567000,21.77,2.29,83180000,0.84,2.56,2.61%
EGRX,"Eagle Pharmaceutical",1211125000,35.17,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",577510000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1434888000,12.37,3.53,101200000,1.03,0.8,1.83%
ELY,"Callaway Golf Company",2165509000,19.21,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3493308000,5.12,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1969523000,24.73,1.51,40480000,0.62,0.18,0.48%
ENTA,"Enanta Pharmaceutica",1787417000,21.41,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1227693000,19.3,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2571882000,80.93,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",258762000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1807223000,29.51,2.33,53700000,1.04,0.32,0.47%
ESIO,"Electro Sci Inds",786586000,7.67,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",579603000,84.33,0.18,-266980000,1.32,0.56,3.69%
ETH,"Ethan Allen Interiors Inc",622129000,17.26,1.35,36370000,0.99,0.76,3.26%
EVTC,"Evertec Inc",1796184000,16.82,1.46,55050000,1.19,0.2,0.81%
EXLS,"Exlservice Holdings",2086048000,25.19,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2700876000,44.39,1.16,41310000,0.59,0.52,1.02%
EXPR,"Express Inc",790657000,24,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",1009111000,106.58,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",739378000,13.8,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",615398000,13.27,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1147848000,94.57,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1930730000,16.24,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1733217000,17.06,1,55170000,1.01,0.36,2.11%
FCFS,"First Cash Fin Svcs",3612895000,25.46,3.15,143890000,0.48,0.88,1.10%
FCN,"Fti Consulting",2960893000,20.17,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1700998000,19.74,1.26,71390000,-0.04,1.1,4.04%
FELE,"Franklin Electric Co",2326656000,23.88,2.05,78180000,1.58,0.48,0.98%
FF,"Futurefuel Corp",644728000,11.94,1.22,23510000,1.64,0.24,1.65%
FFBC,"First Finl Bncp [Oh]",3137695000,15.91,1.98,96790000,1.05,0.76,2.41%
FFIN,"First Finl Bkshs Inc",4107569000,32.22,1.87,120370000,1.27,0.84,1.39%
FIX,"Comfort Systems USA",2131990000,24.87,2.27,55270000,1.33,0.34,0.60%
FLOW,"SPX Flow Inc",2093034000,25.05,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2841089000,18.87,1.44,98390000,1.13,0.44,1.62%
FN,Fabrinet,1725075000,18.18,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2296336000,49.21,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1019268000,16.96,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",881816000,72.73,0.66,15140000,0.47,0.8,1.67%
FOSL,"Fossil Group",1278213000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2443172000,36.22,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",257901000,24.23,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",801738000,62.55,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",562937000,14.55,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",929684000,8.5,-0.01,-15940000,0.79,0.36,4.24%
FSS,"Federal Signal Corp",1583260000,22.51,1.16,61600000,1.11,0.32,1.23%
FTD,"Ftd Companies",106172000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",120755000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",606291000,0,-2.91,-1804000000,0.57,1.2,20.94%
FUL,"H. B. Fuller Company",2951575000,21.91,2.64,58240000,1.52,0.62,1.07%
FWRD,"Foward Air Corp",1888379000,23.87,2.67,87320000,1.39,0.6,0.94%
GBCI,"Glacier Bancorp Inc",3829601000,23.43,1.91,116380000,1.41,1.04,2.32%
GBX,"Greenbrier Companies",1902429000,14.17,4.08,116070000,1.75,1,1.73%
GCI,"Gannett Co. Inc",1205710000,9.12,1.15,6890000,0.95,0.64,6.10%
GCO,"Genesco Inc",920304000,15.08,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4468976000,39.95,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",188360000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1886711000,33.29,0.7,-7890000,0.18,0.9,3.86%
GFF,"Griffon Corp",846251000,23.93,0.75,14910000,1.36,0.28,1.56%
GHL,"Greenhill & Co. Inc",671458000,110.56,0.27,-26650000,1.14,0.2,0.67%
GIFI,"Gulf Island Fab",144384000,0,-1.65,-44770000,1.01,0.01,0.11%
GIII,"G-III Apparel Gp I",2258378000,22.22,2,62120000,0.28,0,0.00%
GLT,Glatfelter,729375000,17.66,0.93,7910000,1.11,0.52,3.17%
GME,"Gamestop Corp",1679836000,5.13,3.09,34700000,1.26,1.52,9.59%
GNBC,"Green Bancorp",908499000,17.7,1.37,34140000,2.14,0.4,1.65%
GNL,"Global Net Lease Inc",1449184000,10.35,0.23,23570000,0.52,2.13,9.85%
GOV,"Government Properties Income Trust",1685890000,8.43,0.3,12090000,1.19,1.72,10.25%
GPI,"Group 1 Automotive",1594393000,9.35,8.49,213440000,1.78,1.04,1.31%
GPRE,"Green Plains Inc",751955000,0,-0.96,61060000,1.04,0.48,2.67%
GTLS,"Chart Industries In",2406220000,50.05,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1175753000,17.21,1.16,47190000,0.51,1.28,4.38%
GWB,"Great Western Bancorp Inc",2605000000,15.38,2.83,144790000,1.53,1,2.30%
HA,"Hawaiian Hldgs Inc",2217338000,7.92,5.55,364040000,1.37,0.48,1.09%
HAFC,"Hanmi Financial Cp",850136000,13.72,1.88,54660000,0.78,0.96,3.72%
HAYN,"Haynes Intl Inc",487515000,0,-0.66,-10190000,1.51,0.88,2.30%
HCI,"Homeowners Choice",380573000,0,-1.03,-6890000,1.64,1.5,3.64%
HF,"HFF Inc",1799129000,18.53,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1332851000,23.37,1.53,41790000,0.5,0.6,1.68%
HI,"Hillenbrand Inc",3283737000,21.85,2.38,126200000,1.26,0.83,1.60%
HIBB,"Hibbett Sports Inc",523968000,15.14,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",455959000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1341877000,81.55,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1906965000,24.68,1.85,169460000,0.78,1.14,2.47%
HMST,"Homestreet Inc",808051000,17.31,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2638171000,57.47,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2314944000,12.65,1.39,139450000,1.39,0.56,3.18%
HPR,"Highpoint Resources Corp.",1064174000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5416345000,113.59,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2146568000,26.53,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",824760000,24.62,1.7,-48640000,1.67,0.52,1.24%
HSKA,"Heska Corp",782025000,65.37,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",992870000,89.53,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",881324000,10.97,-0.43,99870000,1.33,1.12,5.08%
HTLD,"Heartland Express",1669733000,37.3,0.54,75170000,0.64,0.08,0.40%
HUBG,"Hub Group Inc A",1786041000,21.92,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",468680000,17.78,1.26,21080000,0.83,0.72,3.21%
HWKN,"Hawkins Inc",449820000,23.45,1.71,-9180000,0.71,0.45,1.12%
HZO,"Marinemax Inc",562742000,13.86,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1518861000,28.43,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",777892000,28.86,1.38,22550000,2.22,0.12,0.30%
IIVI,"I I V I Inc",2926872000,29.93,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2495124000,23.08,3.9,87200000,0.95,1.52,1.69%
INGN,"Inogen Inc",4988855000,130.83,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1433891000,10,0.53,99210000,1.21,0.72,5.29%
INTL,"Intl Fcstone Inc",1044778000,28.69,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1433626000,9.2,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1894992000,17.18,4.49,61800000,1.06,1.76,2.28%
IPAR,"Inter Parfums Inc",2051460000,41.97,1.55,41590000,1.54,0.84,1.29%
IPHS,"Innophos Hldngs Inc",856565000,17.76,2.46,22450000,0.74,1.92,4.39%
IRBT,"Irobot Corp",2793353000,44.84,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2309138000,51.75,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",902021000,13.91,0.18,30210000,0.84,0.72,7.00%
ITG,"Investment Technology Group",722811000,39.5,0.56,-39440000,1.45,0.28,1.27%
ITGR,"Integer Holdings Corp",2349534000,20.91,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2530920000,26.09,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",528516000,0,-1.59,-76540000,2.38,0.05,0.32%
IVR,"Invesco Mortgage Capital Inc",1824198000,9.18,1.77,348610000,0.65,1.68,10.34%
JBSS,"John B Sanfilippo",881555000,26.78,2.93,36130000,1.08,0.55,0.70%
JBT,"John Bean Technologies Corp",3572380000,31.63,3.5,80500000,1.25,0.4,0.36%
JCP,"J.C. Penney Company Inc",546865000,0,-0.36,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2720016000,33.78,4.31,79170000,0.58,1.8,1.24%
JRVR,"James River Gp HD",1231320000,25.02,1.62,43570000,0.48,1.2,2.96%
KALU,"Kaiser Aluminum",1806351000,19.86,5.4,45400000,0.65,2.2,2.05%
KAMN,"Kaman Corp",1872080000,25.13,2.64,49830000,0.78,0.8,1.21%
KELYA,"Kelly Svcs Cl A",976984000,11.13,2.24,71600000,0.92,0.3,1.20%
KEM,"Kemet Corp",1407615000,13.13,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3855850000,23.93,2.72,133780000,1.27,0.4,0.61%
KIRK,"Kirkland's Inc",180121000,25.24,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1741279000,10.34,2.45,112010000,1.22,0.48,1.89%
KN,"Knowles Corp",1559631000,23.43,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",725415000,8.69,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",167820000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1480334000,12.71,3.64,97550000,1.35,0,0.00%
KRG,"Kite Realty Group Trust",1461715000,8.6,-0.21,11870000,0.55,1.27,7.27%
