Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a)",Beta,Dividend(a),"Div Yield(a)"
KOP,"Koppers Holdings Inc",770880000,8.77,4.19,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",229590000,0,-0.33,-25240000,0.97,0,0.00%
KRA,"Kraton Performance Polymers Inc",1469172000,13.05,3.64,97550000,1.26,0,0.00%
KRG,"Kite Realty Group Trust",1387249000,7.93,-0.07,11870000,0.5,1.27,7.85%
KS,"Kapstone Paper and Packaging Corp",3408746000,18.21,1.91,243500000,3.25,0.4,1.15%
KWR,"Quaker Chemical Corp",2138659000,30.92,5.22,20280000,1.28,1.48,0.92%
LABL,"Multi Color Cp",1337714000,17.37,3.75,71950000,0.89,0.2,0.31%
LAD,"Lithia Motors",2176265000,9.21,8.92,245220000,1.75,1.16,1.41%
LCI,"Lannett Co Inc",463722000,4.39,2.86,-580000,2.57,0,0.00%
LCII,"Lci Industries",2278984000,14.78,5.91,132880000,1.03,2.4,2.75%
LDL,"Lydall Inc",792072000,16.4,2.75,49320000,1.46,0,0.00%
LGIH,"LGI Homes Inc",1165093000,9.97,5.32,113310000,0.09,0,0.00%
LGND,"Ligand Pharm",4587381000,63.74,3.5,12560000,1.08,0,0.00%
LHCG,"LHC Group Inc",2796131000,34.35,2.52,50110000,0.61,0,0.00%
LION,"Fidelity Southern Cp",647878000,17.87,1.35,39800000,1.2,0.48,1.99%
LKSD,"Lsc Communications Inc",513340000,8.27,1.71,-57000000,-0.49,1.04,7.36%
LL,"Lumber Liquidators Holdings Inc",695520000,91.77,0.26,-37820000,1.65,0,0.00%
LMAT,"Lemaitre Vascular",666581000,32.14,1.08,17180000,0.57,0.28,0.81%
LMNX,"Luminex Corp",1441514000,41,0.81,29420000,0.19,0.24,0.72%
LNN,"Lindsay Corp",974126000,29.4,3.11,23180000,0.33,1.2,1.31%
LNTH,"Lantheus Holdings",509124000,13.3,1,123390000,1.37,0,0.00%
LOCO,"El Pollo Loco",450156000,18.67,0.64,8620000,0.32,0,0.00%
LPSN,"Liveperson Inc",1396560000,0,-0.07,-18190000,0.96,0,0.00%
LQDT,"Liquidity Services",223095000,0,-0.81,-39190000,0.43,0,0.00%
LTC,"Ltc Properties",1647023000,13.43,2.17,87340000,0.13,2.28,5.53%
LTXB,"Legacytexas Fnl",2118168000,19.01,2.32,89490000,1.36,0.64,1.45%
LXP,"Lexington Realty Trust",2071027000,8.66,0.09,85580000,0.86,0.71,8.28%
LXU,"Lsb Industries Inc",181101000,0,-2.97,-29220000,4.38,0,0.00%
LZB,"La-Z-Boy Inc",1431150000,16.98,1.82,80870000,0.94,0.48,1.55%
MANT,"Mantech Intl Cp A",2283831000,33.11,1.75,114140000,0.84,1,1.73%
MATW,"Matthews Intl Corp",1643450000,13.36,3.79,74370000,1.13,0.76,1.50%
MATX,"Matson Inc",1495309000,18.11,1.95,232000000,1.46,0.8,2.27%
MCRI,"Monarch Casino",830793000,28.37,1.66,25540000,1.21,0,0.00%
MCS,"Marcus Corp",1072017000,19.78,1.85,65000000,0.48,0.6,1.64%
MDC,"M.D.C. Holdings",1608454000,9.85,2.93,141840000,1.45,1.2,4.15%
MDCO,"Medicines Co",2878887000,0,-8.93,-708370000,0.69,0,0.00%
MDXG,"Mimedx Group Inc",475251000,19.76,0.05,11970000,1.56,0,0.00%
MED,"Medifast Inc",2053215000,62.61,2.79,27720000,0.28,1.92,1.10%
MEI,"Methode Electronics",1441540000,12.51,3.09,57200000,0.88,0.44,1.14%
MGLN,"Magellan Health",1773360000,12.54,5.74,110210000,0.54,0,0.00%
MGPI,"MGP Ingredients Inc",1365556000,47.44,1.82,41820000,1.05,0.32,0.37%
MHLD,"Maiden Holdings Ltd",714832000,0,-2.25,-169900000,1.17,0.6,7.02%
MHO,"M/I Homes",728535000,7.74,3.31,72080000,1.1,0,0.00%
MINI,"Mobile Mini Inc",1862322000,30.63,1.36,122230000,1.97,1,2.40%
MLI,"Mueller Industries",1838273000,20.8,1.54,85600000,1.42,0.4,1.25%
MMSI,"Merit Medical Sys",2684980000,38.88,1.39,27520000,1.4,0,0.00%
MNRO,"Monro Muffler Brak",2179281000,28.94,2.21,63940000,0.58,0.8,1.25%
MNTA,"Momenta Pharma",2230713000,0,-1.39,-88100000,1.76,0,0.00%
MOG.A,"Moog Inc Cl A",2568283000,17.19,4.31,141280000,1.79,1,1.35%
MOV,"Movado Group Inc",1119195000,20.68,2.36,-15230000,-0.17,0.8,1.64%
MPAA,"Motorcar Parts Amer",406135000,12.59,1.71,16320000,1.47,0,0.00%
MRCY,"Mercury Sys Inc",1918926000,38.49,1.06,24880000,0.44,0,0.00%
MRTN,"Marten Transport L",1143661000,28.38,0.74,90280000,1.39,0.1,0.48%
MSTR,"Microstrategy Cl A",1467357000,35.1,3.68,17640000,0.69,0,0.00%
MTH,"Meritage Corp",1725593000,8.92,4.74,143260000,1.17,0,0.00%
MTRN,"Materion Corp",1241724000,29.78,2.06,11450000,0.95,0.42,0.68%
MTRX,"Matrix Service Co",528354000,163.75,0.12,-180000,0.88,0,0.00%
MTSC,"M T S Systems Cp",950339000,28.41,1.86,25080000,1.01,1.2,2.27%
MXL,"Maxlinear Inc",1156678000,14.66,1.15,-9190000,0.57,0,0.00%
MYE,"Myers Industries",716013000,29.34,0.61,-9890000,1.75,0.54,3.02%
MYGN,"Myriad Genetics Inc",2988653000,36.08,1.18,21800000,0.47,0,0.00%
MYRG,"MYR Group Inc",594896000,36.31,1.02,21150000,0.58,0,0.00%
NANO,"Nanometrics Inc",867207000,21.45,1.72,30200000,1.76,0,0.00%
NAVG,"Navigators Grp Inc",1784686000,38.27,1.56,40490000,0.52,0.28,0.47%
NBHC,"National Bank Holdings Corp",1214483000,24.12,1.66,14580000,0.77,0.56,1.40%
NBTB,"NBT Bancorp Inc",1769633000,18.25,2.25,82150000,0.9,1,2.44%
NCI,"Navigant Consulting",969326000,18.76,1.13,74950000,0.91,0,0.00%
NE,"Noble Corp",1431324000,0,-1.51,-516510000,2.2,0,0.00%
NEOG,"Neogen Cp",4127432000,66.82,1.21,63150000,1.3,0,0.00%
NEWM,"New Media Investment Group Inc",1075574000,41,0.44,-920000,1.13,1.48,8.20%
NFBK,"Northfield Bncrp Del",794923000,20.52,0.79,24770000,0.37,0.4,2.47%
NGVT,"Ingevity Corp",4057476000,30.76,3.22,126500000,0.94,0,0.00%
NLS,"Nautilus Group",424359000,15.67,0.89,26270000,1.38,0,0.00%
NMIH,"Nmi Holdings Cmn A",1376970000,24.07,0.86,22050000,0.96,0,0.00%
NP,"Neenah Paper",1476758000,20.13,4.34,80300000,1.27,1.64,1.88%
NPK,"National Presto Industries",837097000,17.82,6.6,52960000,0.41,0,0.00%
NPO,"Enpro Industries",1564825000,27.24,2.71,539800000,1.08,0.96,1.30%
NR,"Newpark Resources",946686000,36.9,0.29,-6150000,1.47,0,0.00%
NSA,"National Storage Affiliates Tru",1448258000,22.16,0.09,2960000,0.59,1.16,4.09%
NSIT,"Insight Enterpr",1757824000,13.84,3.62,90680000,1.43,0,0.00%
NSP,"Insperity Inc",4011955000,38.91,2.58,84400000,0.85,0.8,0.80%
NTGR,"Netgear Inc",2082300000,31.19,2.22,19440000,1.9,0,0.00%
NTRI,"Nutrisystem Inc",1143835000,21.83,1.8,57870000,1.32,1,2.54%
NWBI,"Northwest Bancshares",1843722000,19,0.95,94470000,0.7,0.68,3.77%
NWN,"Northwest Natural Gas Company",1850554000,28.33,2.28,-55620000,0.34,1.89,2.93%
NX,"Quanex Building Products Corp",603032000,21.31,0.8,18680000,0.72,0.16,0.94%
NYMT,"New York Mtge Trust",691719000,8.5,0.72,91980000,1.07,0.8,13.07%
OCLR,"Oclaro Inc",1470615000,14.83,0.58,127860000,0.89,0,0.00%
ODP,"Office Depot",1411360000,6.92,0.36,181000000,2.6,0.1,4.02%
OFG,"Oriental Financial Group",722978000,11.67,1.41,52650000,1.71,0.24,1.46%
OFIX,"Orthofix Intl Nv",1126538000,33.95,1.75,6220000,0.24,0,0.00%
OIS,"Oil States International",2110592000,0,-0.73,-84850000,1.65,0,0.00%
OMCL,"Omnicell Inc",2274480000,73.89,0.81,20610000,0.83,0,0.00%
OMI,"Owens & Minor",1140026000,10.93,1.61,72790000,1.05,1.04,5.91%
ONB,"Old National Bncp",2959707000,16.79,1.16,95730000,0.89,0.52,2.67%
OPB,"Opus Bank",968410000,18,1.55,46900000,0.96,0.44,1.58%
ORIT,"Oritani Financial",755244000,14.18,1.16,49140000,0.44,1,6.08%
ORN,"Orion Group Holdings Inc",255639000,0,-0.08,400000,1.27,0,0.00%
OSIS,"O S I Systems Inc",1395727000,21.18,3.64,21080000,0.9,0,0.00%
OSPN,"Onespan Inc.",686278000,39.47,0.47,-22400000,1.45,0,0.00%
OSUR,"Orasure Tech Inc",1012375000,61.67,0.27,30950000,1.63,0,0.00%
OXM,"Oxford Industries",1548147000,24.12,3.82,65090000,0.29,1.36,1.48%
PAHC,"Phibro Anl Htlh A",1901560000,28.23,1.67,64620000,0.94,0.4,0.85%
PARR,"Par Petroleum Corp",796477000,11.51,1.5,72620000,-0.01,0,0.00%
PATK,"Patrick Inds Inc",1500429000,14.16,4.21,85720000,0.87,0,0.00%
PDCE,"Pdc Energy Inc",4172321000,110.41,0.56,-127500000,0.67,0,0.00%
PDFS,"Pdf Solutions Inc",334511000,0,-0.06,-1340000,1.35,0,0.00%
PEI,"Pennsylvania Real Estate Investment",733047000,6.3,-0.94,-29340000,1.24,0.84,8.28%
PENN,"Penn Natl Gaming Inc",2888997000,24.41,1.28,473460000,1.46,0,0.00%
PERY,"Perry Ellis Int",445630000,13.49,2.07,56650000,0.38,0,0.00%
PES,"Pioneer Energy Services Corp",386743000,0,-0.59,-75120000,3.1,0,0.00%
PETS,"Petmed Express Inc",759728000,17.8,1.99,37280000,0.97,1,2.82%
PFS,"Provident Financial Services",1724167000,17.49,1.5,93950000,0.98,0.8,3.05%
PGNX,"Progenics Pharmaceut",612613000,0,-0.86,-51010000,2.67,0,0.00%
PGTI,"Pgt Inc",1204518000,32.53,0.73,39840000,0.84,0,0.00%
PJC,"Piper Jaffray Companies",1171920000,12.38,6.23,-61940000,1.53,1.5,1.94%
PKE,"Park Electrochemical Corp",443678000,49.44,0.45,20600000,1.02,0.4,1.80%
PLAB,"Photronics Inc",615384000,22.89,0.38,13130000,0.6,0,0.00%
PLAY,"Dave & Buster's Ente",1879130000,17.48,2.65,120950000,0.4,0,0.00%
PLCE,"Children's Place Inc",2010112000,15.24,7.83,84700000,0.37,2,1.68%
PLUS,"Eplus Inc",1344560000,24.54,4.03,55120000,1.28,0,0.00%
PLXS,"Plexus Cp",1950767000,18.9,3.12,112060000,0.86,0,0.00%
PMT,"Pennymac Mortgage Investment Trust",1171459000,15.21,1.25,117750000,0.42,1.88,9.89%
POWI,"Power Integratn",2061641000,30.5,2.33,27610000,1.22,0.64,0.90%
POWL,"Powell Inds Inc",406612000,0,-1.48,-9490000,1.15,1.04,2.95%
PPBI,"Pacific Premier Bncp",1716957000,16.4,2.29,60100000,0.74,0,0.00%
PRA,"Pro-Assurance Corp",2173075000,22.31,1.8,107260000,0.54,1.24,3.09%
PRAA,"Pra Group Inc",1808936000,28.52,1.42,162270000,1.44,0,0.00%
PRFT,"Perficient Inc",918221000,24.93,1.07,18580000,0.67,0,0.00%
PRGS,"Progress Software",1652767000,19.59,1.95,37420000,0.88,0.56,1.47%
PRLB,"Proto Labs Inc",3315083000,54.51,2.35,51780000,1.04,0,0.00%
PRSC,"Providence Svc Cp",903366000,36.49,1.93,53370000,0.69,0,0.00%
PSB,"Business Parks",3424835000,20.12,5.68,155040000,0.47,3.4,2.71%
PUMP,"Propetro Holding Corp",1377099000,18.49,0.85,12610000,1.31,0,0.00%
PVAC,"Penn Va Corp",1251335000,21.38,3.79,32660000,1.52,0,0.00%
QHC,"Quorum Health Corp",145190000,0,-1.76,-114190000,1.05,0,0.00%
QLYS,"Qualys Inc",3441934000,92.3,0.98,40440000,0.85,0,0.00%
QNST,"Quinstreet Inc",643325000,52.88,0.26,-12210000,1,0,0.00%
QSII,"Quality Systems Inc",1264543000,36.51,0.55,2420000,0.77,0,0.00%
RAVN,"Raven Industries Inc",1369204000,29.85,1.3,41020000,1.52,0.52,1.34%
RCII,"Rent-A-Center Inc",786342000,0,-0.65,6650000,0.65,0,0.00%
RECN,"Resources Connect",499548000,18.96,0.82,18830000,1.23,0.48,3.09%
REGI,"Renewable Energy",628674000,3.67,4.51,-79080000,1,0,0.00%
REI,"Ring Energy Inc",744609000,41.73,0.3,1750000,0.35,0,0.00%
REX,"Rex American Resources Corp",493374000,16.45,4.61,39710000,1.48,0,0.00%
RGEN,"Repligen Cp",2044692000,66.06,0.72,28350000,0.88,0,0.00%
RGNX,"Regenxbio Inc",2127204000,49.59,1.35,-73170000,-1.12,0,0.00%
RGR,"Sturm Ruger & Company",930762000,21.96,2.47,52140000,-0.01,1.28,2.36%
RGS,"Regis Corp",799894000,30.6,0.57,-16140000,1.35,0,0.00%
RH,"Restoration Hardware Holdings",2929567000,29.23,4.71,2180000,1.74,0,0.00%
RLI,"Rli Corp",3286924000,42.16,1.75,105030000,1.25,0.88,1.19%
RMAX,"Re/Max Holdings Inc",901700000,0,1.49,12820000,0.51,0.8,1.58%
RMBS,"Rambus Inc",1410269000,24.8,0.54,-22860000,0.46,0,0.00%
ROCK,"Gibraltar Ind Inc",1347200000,21.27,2.05,62560000,1.82,0,0.00%
ROG,"Rogers Corp",2256020000,21.84,5.58,80460000,1.53,0,0.00%
ROIC,"Retail Opp Invts Cp",2095452000,15.78,0.33,38480000,0.57,0.78,4.26%
RPT,"Ramco-Gershenson Properties Trust",1043591000,9.73,0.69,69060000,0.6,0.88,6.85%
RRD,"Donnelley [R.R.] & Sons Co",402116000,5.71,0.95,-34400000,1.5,0.56,10.33%
RRGB,"Red Robin Gourm",613954000,20.94,2.29,30020000,0.26,0,0.00%
RTEC,"Rudolph Technologies",914538000,21.9,1.34,32910000,1.09,0,0.00%
RUTH,"Ruth's Hospitality",900354000,24.58,1.2,30140000,0.31,0.44,1.49%
RYAM,"Rayonier Advanced Materials Inc",910837000,14.77,1.17,324960000,3.44,0.28,1.62%
SAFT,"Safety Ins Group Inc",1393684000,22.4,4,62390000,0.65,3.2,3.57%
SAH,"Sonic Automotive",851267000,9.97,1.85,92980000,1.6,0.24,1.30%
SAIA,"Saia Inc",1883628000,28.81,2.53,91160000,0.8,0,0.00%
SANM,"Sanmina Corp",1992830000,12.95,2.27,138830000,0.59,0,0.00%
SBCF,"Seacoast Banking Cp",1346917000,20.75,1.5,42870000,0.7,0,0.00%
SBSI,"Southside Bancshares",1209225000,18.15,1.93,54310000,0.76,1.2,3.43%
SCHL,"Scholastic Cp",1414206000,29.41,1.4,-5000000,0.74,0.6,1.46%
SCL,"Stepan Company",1966058000,18.37,4.73,91580000,1.18,0.9,1.04%
SCSC,"Scansource Inc",1036863000,13.43,3.02,69250000,1.04,0,0.00%
SCVL,"Shoe Carnival Inc",503304000,16.94,1.84,18930000,0.85,0.32,1.03%
SEDG,"Solaredge Tech",2385530000,20.28,2.66,84170000,-0.5,0,0.00%
SEM,"Select Medical Holdings Corp",2701309000,19.67,1.06,177180000,1.34,0,0.00%
SENEA,"Seneca Foods Cp A",262980000,49.18,0.55,-13810000,1.19,0,0.00%
SFBS,"Servisfirst Bancs",2236552000,19.63,2.14,93090000,1.29,0.44,1.05%
SFLY,"Shutterfly Inc",2747306000,70.07,1.21,30090000,0.99,0,0.00%
SFNC,"Simmons First Natl",2762588000,14.46,2.08,92940000,1.18,0.6,2.00%
SHAK,"Shake Shack Inc",2282858000,107.37,0.6,-320000,1.34,0,0.00%
SHLM,"Schulman A Inc",1279259000,31.37,0.76,33030000,1.31,0.82,1.88%
SHOO,"Steven Maddens Ltd",3142763000,23.28,2.3,117950000,0.46,0.8,1.49%
SIGI,"Selective Ins Group",3465081000,21.54,2.72,168830000,1.25,0.72,1.23%
SJI,"South Jersey Industries",2854845000,18.94,1.77,-3490000,0.59,1.12,3.34%
SKYW,"Skywest Inc",3107385000,14.16,4.28,428910000,1.71,0.4,0.66%
SLCA,"U.S. Silica Holdings Inc",2098145000,13.64,1.96,145210000,2.3,0.25,0.93%
SMCI,"Super Micro Computer",1078484000,16.57,0,69320000,0.29,0,0.00%
SMP,"Standard Motor Products",1066226000,18.49,2.48,37980000,1.66,0.84,1.83%
SMTC,"Semtech Corp",3130314000,40.97,1.19,36430000,1.22,0,0.00%
SNBR,"Sleep Number Corporation",1030257000,18.21,1.49,65080000,0.89,0,0.00%
SONC,"Sonic Cp",1262428000,24.45,1.44,63660000,1.47,0.64,1.82%
SPOK,"Spok Holdings Inc",285089000,47.58,0.31,-15310000,0.56,0.5,3.39%
SPPI,"Spectrum Pharma Inc",2170692000,0,-0.96,-91250000,1.97,0,0.00%
SPSC,"Sps Commerce Inc",1474906000,124.22,0.69,-2440000,0.76,0,0.00%
SPTN,"Spartannash Company",860643000,11.5,2.1,-52850000,1.21,0.72,2.98%
SPXC,"SPX Corp",1555514000,19.83,1.84,89300000,1.54,0,0.00%
SR,"Spire Inc",3435978000,16.92,4.24,161600000,0.03,2.25,3.14%
SRCI,"Src Energy Inc",2756950000,12.81,0.86,142480000,1.65,0,0.00%
SRDX,"Surmodics Inc",772395000,134.77,0.44,3930000,0.56,0,0.00%
SSD,"Simpson Manufacturing Company",2779200000,29.59,2.03,92620000,1.56,0.88,1.47%
SSP,"E.W. Scripps Company",1040731000,140,0.09,-13110000,2.11,0.2,1.59%
SSTK,"Shutterstock Inc",1608553000,68.68,0.69,16730000,1.29,0,0.00%
STBA,"S&T Bancorp Inc",1569050000,16.99,2.66,72970000,0.85,1,2.21%
STC,"Stewart Information Services Corp",1064291000,20.87,2.15,48660000,0.85,1.2,2.67%
STMP,"Stamps.Com Inc",4700416000,25.46,10.69,150600000,0,0,0.00%
STRA,"Strayer Education",1345039000,33.4,3.58,20610000,0.77,1,0.84%
SUP,"Superior Industries International",440176000,19.55,0.88,-6200000,1.23,0.36,2.09%
SUPN,"Supernus Pharm",2742810000,34.71,1.54,57280000,1.06,0,0.00%
SVU,"Supervalu Inc",1241247000,21.24,1.51,45000000,1.21,0,0.00%
SWM,"Schweitzer-Mauduit International",1272743000,12.39,3.34,34500000,1.32,1.72,4.16%
SXC,"Suncoke Energy Inc",744395000,23.31,0.51,122400000,1.15,0,0.00%
SXI,"Standex International Corp",1318283000,20.74,4.98,46550000,1.58,0.72,0.70%
SYKE,"Sykes Enterprises",1262600000,15.34,1.89,32220000,0.82,0,0.00%
TBI,"Trueblue Inc",1128855000,14.95,1.84,55460000,2.07,0,0.00%
TCMD,"Tactile Systems Technology Inc",866999000,167.76,0.29,5860000,0.87,0,0.00%
TG,"Tredegar Corp",846216000,22.81,1.12,38250000,1.59,0.44,1.72%
TGI,"Triumph Group",1009316000,7.85,2.53,-425390000,1.71,0.16,0.81%
THRM,"Gentherm Inc",1607723000,23.56,1.87,35230000,1.69,0,0.00%
TILE,"Interface Inc",1308447000,16.79,1.31,53250000,1.26,0.26,1.18%
TISI,"Team Inc",671776000,0,-0.76,-104160000,1.7,0,0.00%
TIVO,"Tivo Corp",1401858000,18.73,0.63,-37960000,-0.31,0.72,6.10%
TLRD,"Tailored Brands Inc",1015920000,8.6,2.39,96700000,1.78,0.72,3.50%
TMP,Tompkinstrustco,1323808000,17.41,5.01,52490000,0.84,1.92,2.20%
TMST,"Timken Steel Corp",642398000,0,-0.73,-43800000,2.04,0,0.00%
TNC,"Tennant Company",1436602000,47.69,1.75,-6200000,0.85,0.84,1.01%
TPRE,"Third Point Reinsurance Ltd Co",1267776000,8.99,1.38,277800000,1.11,0,0.00%
TREX,"Trex Company",3774156000,37.39,1.74,95130000,2.2,0,0.00%
TRHC,"Tabula Rasa Healthcare Inc",1135568000,0,-0.01,14300000,2.57,0,0.00%
TRST,"Trustco Bank Corp NY",872692000,16.05,0.57,43150000,1.04,0.26,2.87%
TTEC,"Teletech Hldgs",1463118000,17.24,1.85,7260000,0.98,0.54,1.69%
TTEK,"Tetra Tech Inc",3331638000,25.66,2.35,117870000,0.94,0.48,0.80%
TTI,"Tetra Technologies",532417000,0,-0.1,-39050000,0.68,0,0.00%
TTMI,"TTM Technologies I",1792615000,20.24,0.86,124210000,1.85,0,0.00%
TTS,"Tile Shop Hldgs",438292000,45.28,0.18,10820000,1.76,0.2,2.45%
TVPT,"Travelport Worldwide Ltd",2394570000,26,0.73,142460000,0.25,0.3,1.58%
TVTY,"Tivity Health",1322022000,19.29,1.77,63720000,0.46,0,0.00%
TWI,"Titan International",615548000,0,-0.05,-60040000,1.61,0.02,0.20%
TYPE,"Monotype Imag. Hold.",853942000,29.86,0.71,11560000,0.88,0.46,2.19%
UBA,"Urstadt Biddle Properties Inc",869086000,16.07,0.55,52930000,0.39,1.08,4.94%
UCBI,"United Comm Banks",2385770000,16.25,1.86,67820000,0.9,0.6,1.98%
UCTT,"Ultra Clean Holdings",516138000,5.91,2.45,75090000,0.97,0,0.00%
UEIC,"Universal Elect In",494550000,20.86,1.69,-10320000,1.13,0,0.00%
UFCS,"United Fire Group I",1510758000,50.03,1.21,51020000,0.45,1.24,2.05%
UFI,"Unifi Inc",552401000,20.88,1.44,32880000,0.75,0,0.00%
UFPI,"Universal Forest Prd",2189593000,16.82,2.12,119510000,1.9,0.36,1.01%
UHT,"Universal Health Realty Income Trust",903268000,19.94,1.52,45620000,0.29,2.68,4.12%
UIHC,"United Insurance Hld",879795000,17.96,1.13,10150000,1.65,0.24,1.18%
UNF,"Unifirst Corp",3532287000,30.81,6,70200000,0.61,0.45,0.24%
UNT,"Unit Corp",1351791000,40.68,0.6,117850000,2.87,0,0.00%
USCR,"U S Concrete Inc",858661000,23.05,2.23,25510000,0.98,0,0.00%
USPH,"U.S. Physical Therapy",1308811000,50,2.12,22260000,1.04,0.92,0.87%
UVE,"Universal Insurance Holdings Inc",1554911000,11.32,3.72,106940000,1.75,0.64,1.52%
UVV,"Universal Corp",1673568000,16.62,3.97,105660000,1.23,3,4.55%
VAC,"Marriot Vacations Worldwide Cor",3135791000,19.99,5.96,226780000,1.34,1.6,1.34%
VECO,"Veeco Instrument",693833000,161.67,0.09,-44790000,0.52,0,0.00%
VG,"Vonage Holdings",3025623000,39.03,0.33,-33930000,0.05,0,0.00%
VIAV,"Viavi Solutions",2292622000,27.3,0.37,166900000,0.98,0,0.00%
VICR,"Vicor Cp",2203798000,185.65,0.31,170000,1,0,0.00%
VIVO,"Meridian Bioscience",645685000,23.06,0.67,21560000,0.96,0.5,3.24%
VRA,"Vera Bradley",466171000,19.98,0.65,7020000,0.6,0,0.00%
VREX,"Varex Imaging Corp",1409463000,21.99,1.71,51600000,2.43,0,0.00%
VRTS,"Virtus Inv Prts",940766000,12.37,10.46,37010000,1.52,1.8,1.39%
VRTU,"Virtusa Corp",1541282000,58.48,0.91,1250000,1.26,0,0.00%
VRTV,"Veritiv Corp",574200000,11.88,3.06,-13300000,0.47,0,0.00%
VSI,"Vitamin Shoppe Inc",193840000,60.38,0.13,-252150000,0.5,0,0.00%
VSTO,"Vista Outdoor Inc",917062000,32.14,0.49,-60230000,-0.38,0,0.00%
VVI,"Viad Corp",1170432000,32.28,1.78,57710000,0.63,0.4,0.70%
WABC,"Westamerica Bancorp",1598066000,24.28,2.48,50030000,1,1.6,2.66%
WAGE,"Wageworks Inc",2077136000,43.48,0.33,20210000,1.07,0,0.00%
WD,"Walker & Dunlop",1813704000,12.63,4.56,211130000,0.88,1,1.74%
WDFC,"W D 40 Co",2225442000,38.93,4.11,52930000,0.55,2.16,1.35%
WDR,"Waddell & Reed Financial",1587474000,10.05,1.88,141280000,1.92,1,5.29%
WETF,"Wisdomtree Invstmnts",1396272000,34.85,0.27,27200000,2.64,0.12,1.28%
WGO,"Winnebago Industries",1245821000,12.16,3.15,71330000,1.82,0.4,1.04%
WING,"Wingstop Inc",1441221000,66.38,0.77,27300000,0.9,0.28,0.55%
WIRE,"Encore Wire Cp",973228000,18.67,2.49,67020000,2,0.08,0.17%
WLH,"William Lyon Homes",848036000,9.24,2.36,48140000,1.5,0,0.00%
WNC,"Wabash National Corp",1103921000,14.15,1.35,111420000,1.82,0.3,1.57%
WPG,"Washington Prime Group Inc",1443748000,4.83,0.34,197060000,0.65,1,13.19%
WRLD,"World Acceptance Cp",929447000,12.82,7.87,53690000,2.72,0,0.00%
WSR,"Whitestone REIT",505731000,9.96,0.25,8330000,1.03,1.14,9.16%
WTS,"Watts Water Technologies",2868600000,26.25,3.19,73100000,1.1,0.84,1.00%
WWE,"World Wrestling Entertainment",6057061000,100.93,0.81,32640000,0.98,0.48,0.59%
WWW,"Wolverine World Wide",3331762000,19.88,1.77,300000,1,0.32,0.91%
XOXO,"Xoxo Group Inc",808339000,63.16,0.51,5530000,0.96,0,0.00%
XPER,"Xperi Corp",782029000,24.54,0.65,-56560000,0.55,0.8,5.02%
ZEUS,"Olympic Steel Inc",244750000,16.73,1.33,18960000,1.78,0.08,0.36%
ZUMZ,"Zumiez Inc",575622000,18.35,1.18,26800000,1.01,0,0.00%
"Downloaded from Barchart.com as of 07-31-2018 01:17am CDT"
