Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
BKS,"Barnes & Noble",418543000,11.63,0.49,-125480000,1.85,0.6,10.53%
BLD,"Topbuild Corp",2490523000,20.5,3.43,158130000,0.5,0,0.00%
BMI,"Badger Meter",1579218000,45.96,1.2,34570000,0.72,0.52,0.94%
BNED,"Barnes & Noble Education Inc C",255245000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2415681000,15.63,2.49,152410000,0.12,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1196666000,15.98,0.89,40590000,0.96,0.48,3.37%
BRC,"Brady Corp",2030795000,20.36,1.94,95650000,1.09,0.83,2.10%
BRKL,"Brookline Bancorp",1467665000,19.62,0.93,50520000,0.85,0.4,2.19%
BRKS,"Brooks Automation",2076110000,19.57,1.51,62610000,1,0.4,1.35%
BRS,"Bristow Group Inc",394433000,0,-2.15,-195660000,2.96,0,0.00%
CACI,"Caci International",4743635000,24.7,7.84,301170000,1.45,0,0.00%
CAL,"Caleres Inc",1660656000,17.45,2.19,87200000,0.84,0.28,0.73%
CALM,"Cal-Maine Foods In",2436363000,16.8,2.97,125930000,0.54,1.4,2.81%
CAMP,"Calamp Corp",823082000,24.73,0.95,16620000,1.75,0,0.00%
CASH,"Meta Financial Grp",1123160000,13.2,6.63,44920000,1.02,0.52,0.59%
CATM,"Cardtronics Inc",1758794000,14.13,1.98,-145350000,0.84,0,0.00%
CATO,"Cato Corp",504711000,27.02,0.88,8540000,0.71,1.32,5.55%
CBB,"Cincinnati Bell Inc",624492000,0,-0.53,35100000,1.24,0,0.00%
CBL,"Cbl & Associates Properties",770108000,2.35,-0.12,120940000,1.14,0.8,17.58%
CBM,"Cambrex Corp",2128640000,16.84,3.75,102450000,2.4,0,0.00%
CBU,"Community Bank System",3381949000,21.05,3.16,150720000,1,1.36,2.04%
CCMP,"Cabot Microelectron",2852146000,23.02,4.82,86950000,1.37,1.6,1.44%
CCOI,"Cogent Comm Hldgs",2433980000,110.1,0.48,5880000,0.5,2.16,4.09%
CCRN,"Cross Ctry Hlthcr",365803000,19.61,0.51,37510000,0.86,0,0.00%
CDR,"Cedar Shopping Centers Inc",412269000,7.57,-0.21,19140000,0.87,0.2,4.41%
CECO,"Career Education",1151077000,30.37,0.54,-31900000,2.77,0,0.00%
CEIX,"Consol Energy Inc",1165768000,0,4.84,67630000,N/A,0,0.00%
CENT,"Central Garden",2039454000,20.46,1.92,78830000,0.05,0,0.00%
CENTA,"Central Garden & Pet",1887552000,18.88,1.92,78830000,0.32,0,0.00%
CENX,"Century Aluminum C",1046820000,17.96,0.69,48580000,0.78,0,0.00%
CEVA,"Ceva Inc",646581000,113.85,0.26,17030000,1.06,0,0.00%
CHCO,"City Holding Co",1273440000,18.6,4.45,54310000,0.67,1.84,2.22%
CHCT,"Community Healthcare Trust Inc",570752000,21.35,0.31,3510000,0.79,1.61,5.13%
CHS,"Chico's Fas",1289017000,15.38,0.65,101000000,0.75,0.34,3.40%
CHSP,"Chesapeake Lodging Trust",1969644000,14.48,1.21,76240000,0.92,1.6,4.87%
CHUY,"Chuy's Holdings Inc",461888000,28.79,0.95,28960000,-0.23,0,0.00%
CIR,"Circor International",849350000,22.12,1.97,11790000,1.87,0.04,0.09%
CJ,"C&J Energy Services Inc",1611245000,16.6,1.46,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",951631000,37.93,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",185661000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",986879000,10.83,0.83,29480000,1.07,1.32,6.06%
CLW,"Clearwater Paper Corp",508305000,19.19,1.66,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",775150000,15.27,0.55,79590000,0.1,0.56,6.67%
CMTL,"Comtech Telecom Co",852695000,55.02,0.65,15830000,1.55,0.4,1.12%
CNMD,"C O N M E D Cp",2182742000,37.02,2.1,55490000,0.55,0.8,1.03%
CNSL,"Consolidated Communications Holdings Inc",861413000,0,-0.23,64950000,0.78,1.55,12.85%
COHU,"Cohu Inc",745651000,17.16,1.52,32840000,1.11,0.24,0.92%
COKE,"Coca Cola Bot Cons",1581528000,73.08,2.35,96540000,0.18,1,0.58%
COLB,"Columbia Banking Sys",3116906000,17.72,2.43,112830000,1.12,1.04,2.41%
CORE,"Core Mark Holding",1597905000,30.85,1.12,33500000,0.63,0.4,1.16%
CORT,"Corcept Therapeutics",1553910000,24.66,0.56,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",857299000,16.84,1.74,41200000,1.08,0.84,2.87%
CPS,"Cooper Std Hldg Inc",2486781000,11.99,11.72,135300000,0.73,0,0.00%
CPSI,"Computer Programs",385362000,18.77,1.46,-17100000,-0.04,0.4,1.46%
CRAY,"Cray Inc",865596000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1408782000,186.09,0.11,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",239119000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1138464000,29.51,2.03,35700000,0.66,0,0.00%
CRY,Cryolife,1268910000,110.32,0.31,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",1983778000,11.03,2.18,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1228812000,16.41,2.27,61360000,0.87,0.84,2.26%
CTB,"Cooper Tire & Rubber Company",1469261000,13.78,2.14,95400000,0.66,0.42,1.42%
CTRE,"Caretrust REIT Inc",1481934000,14.69,0.54,25870000,0.78,0.82,4.47%
CTRL,"Control4 Corp",956826000,39.47,0.92,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1149878000,24.62,1.43,14450000,1.23,0.16,0.45%
CUB,"Cubic Corp",2026038000,188.08,0.39,-11210000,0.99,0.27,0.37%
CUBI,"Customers Bancorp",809485000,10.47,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",465024000,78.3,0.44,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2718895000,20.87,1.19,104410000,1.38,0.56,2.26%
CVCO,"Cavco Inds Inc",2186777000,34.71,6.91,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1839579000,43.07,2.43,37270000,0.56,0.95,0.91%
CWT,"California Water Service Group Holding",1968467000,33.97,1.21,67180000,0.61,0.75,1.82%
CYH,"Community Health Systems",412688000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,387873000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",333533000,59.69,0.22,5560000,1.08,0.28,3.61%
DAR,"Darling International Inc",3344041000,24.2,0.84,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",346210000,6.77,0.65,-233100000,2.04,0.2,6.82%
DCOM,"Dime Community Bncsh",694883000,13.68,1.36,51880000,0.58,0.56,3.01%
DDD,"3D Systems Corp",2360421000,0,-0.48,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",1204581000,16.13,0.1,4450000,0.41,1.04,5.20%
DF,"Dean Foods Company",708118000,10.39,0.75,61590000,0.46,0.36,4.62%
DFIN,"Donnelly Financial Solutions Inc",694960000,22.33,0.91,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",359568000,77.65,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1419540000,21.08,3.79,-330540000,0.05,2.52,3.15%
DIOD,"Diodes Inc",1865352000,19.48,1.93,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",2330839000,12.2,0.41,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2628648000,21.37,3.72,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1460668000,24.19,0.8,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2435885000,11.99,0.39,91880000,1.39,0.5,4.21%
DSPG,"D S P Group Inc",288354000,53.13,0.24,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2231966000,17.24,1.6,67300000,0.63,1,3.62%
DXPE,"Dxp Enterprise",844980000,37.18,1.3,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2527073000,23.33,3.35,100620000,1.3,0.3,0.38%
EBS,"Emergent Biosolutions",3022709000,24.25,2.51,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",943577000,26.43,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1587678000,34.78,2.07,49370000,0.65,0.72,1.00%
ECPG,"Encore Capital Grp",1215096000,8.89,4.51,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2547194000,27.73,2.27,98260000,0.4,1.44,2.29%
EFII,"Elec Imaging Inc",1520903000,425.63,0.08,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",2109032000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1272138000,15.48,2.25,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1138176000,19.88,0.86,51610000,0.47,0.32,1.87%
EGP,"Eastgroup Properties",3431755000,21.34,2.29,83180000,0.84,2.56,2.66%
EGRX,"Eagle Pharmaceutical",1216698000,36.26,2.25,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",566577000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1447992000,12.48,3.53,101200000,1.03,0.8,1.82%
ELY,"Callaway Golf Company",2129622000,19.14,1.18,40810000,0.99,0.04,0.18%
ENDP,"Endo Int'l Plc",3573923000,5.12,3.11,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",2010153000,25.44,1.51,40480000,0.62,0.18,0.47%
ENTA,"Enanta Pharmaceutica",1770557000,21.69,4.22,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1200373000,19.38,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2584948000,82.91,0.76,10600000,0.94,0,0.00%
ERA,"Era Group Inc",264184000,0,-0.54,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1774835000,29.55,2.33,53700000,1.04,0.32,0.46%
ESIO,"Electro Sci Inds",788634000,7.88,2.97,116220000,1.02,0,0.00%
ESND,"Essendant Inc",565650000,84.33,0.18,-266980000,1.32,0.56,3.69%
ETH,"Ethan Allen Interiors Inc",606211000,17.11,1.35,36370000,0.99,0.76,3.29%
EVTC,"Evertec Inc",1818000000,17.05,1.46,55050000,1.19,0.2,0.80%
EXLS,"Exlservice Holdings",2098743000,25.33,2.41,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2706080000,45.61,1.16,41310000,0.59,0.52,0.99%
EXPR,"Express Inc",799600000,23.89,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",1027176000,110.12,0.26,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",711565000,13.65,0.46,-46790000,1.39,0,0.00%
EZPW,"Ezcorp Inc",609952000,13.57,0.84,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1156338000,95.86,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1952448000,16.67,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1711138000,17.24,1,55170000,1.01,0.36,2.09%
FCFS,"First Cash Fin Svcs",3590730000,26.13,3.15,143890000,0.48,0.88,1.07%
FCN,"Fti Consulting",2873010000,20.08,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1680231000,19.54,1.26,71390000,-0.04,1.1,4.08%
FELE,"Franklin Electric Co",2263584000,24.1,2.05,78180000,1.58,0.48,0.97%
FF,"Futurefuel Corp",660037000,12.29,1.22,23510000,1.64,0.24,1.60%
FFBC,"First Finl Bncp [Oh]",3123010000,16.11,1.98,96790000,1.05,0.76,2.38%
FFIN,"First Finl Bkshs Inc",4077118000,32.38,1.87,120370000,1.27,0.84,1.39%
FIX,"Comfort Systems USA",2120818000,25.09,2.27,55270000,1.33,0.34,0.60%
FLOW,"SPX Flow Inc",2071759000,25.62,1.92,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2839028000,19.18,1.44,98390000,1.13,0.44,1.59%
FN,Fabrinet,1771938000,19.69,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2337342000,47.82,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1019268000,17.41,0.79,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",894465000,73.94,0.66,15140000,0.47,0.8,1.64%
FOSL,"Fossil Group",1309823000,0,-0.14,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2426153000,36.53,1.76,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",258622000,24.27,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",799011000,62.02,0.47,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",557865000,14.66,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",897515000,8.54,-0.01,-15940000,0.79,0.36,4.22%
FSS,"Federal Signal Corp",1567608000,22.82,1.16,61600000,1.11,0.32,1.21%
FTD,"Ftd Companies",105334000,0,-0.76,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",125312000,0,-0.36,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",594652000,0,-2.91,-1804000000,0.57,1.2,21.39%
FUL,"H. B. Fuller Company",2960179000,22.23,2.64,58240000,1.52,0.62,1.06%
FWRD,"Foward Air Corp",1861671000,23.96,2.67,87320000,1.39,0.6,0.94%
GBCI,"Glacier Bancorp Inc",3825375000,23.8,1.91,116380000,1.41,1.04,2.29%
GBX,"Greenbrier Companies",1912086000,14.49,4.08,116070000,1.75,1,1.69%
GCI,"Gannett Co. Inc",1187630000,9.29,1.15,6890000,0.95,0.64,5.99%
GCO,"Genesco Inc",926280000,15.32,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4506301000,40.58,2.12,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",191216000,0,-2.54,-56790000,1.26,0,0.00%
GES,"Guess Inc",1919897000,33.43,0.7,-7890000,0.18,0.9,3.85%
GFF,"Griffon Corp",830284000,24.4,0.75,14910000,1.36,0.28,1.53%
GHL,"Greenhill & Co. Inc",666944000,110.74,0.27,-26650000,1.14,0.2,0.67%
GIFI,"Gulf Island Fab",145888000,0,-1.65,-44770000,1.01,0.01,0.10%
GIII,"G-III Apparel Gp I",2274113000,23.03,2,62120000,0.28,0,0.00%
GLT,Glatfelter,809054000,20.41,0.93,7910000,1.11,0.52,2.74%
GME,"Gamestop Corp",1707341000,5.5,3.09,34700000,1.26,1.52,8.95%
GNBC,"Green Bancorp",910364000,17.92,1.37,34140000,2.14,0.4,1.63%
GNL,"Global Net Lease Inc",1525321000,10.32,0.23,23570000,0.52,2.13,9.87%
GOV,"Government Properties Income Trust",1672006000,8.49,0.3,12090000,1.19,1.72,10.18%
GPI,"Group 1 Automotive",1592601000,9.45,8.49,213440000,1.78,1.04,1.30%
GPRE,"Green Plains Inc",743669000,0,-0.96,61060000,1.04,0.48,2.64%
GTLS,"Chart Industries In",2277880000,50.06,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1177369000,17.16,1.16,47190000,0.51,1.28,4.39%
GWB,"Great Western Bancorp Inc",2582026000,15.55,2.83,144790000,1.53,1,2.27%
HA,"Hawaiian Hldgs Inc",2090488000,7.56,5.55,364040000,1.37,0.48,1.14%
HAFC,"Hanmi Financial Cp",859890000,14.1,1.88,54660000,0.78,0.96,3.62%
HAYN,"Haynes Intl Inc",475130000,0,-0.66,-10190000,1.51,0.88,2.25%
HCI,"Homeowners Choice",381222000,0,-1.03,-6890000,1.64,1.5,3.69%
HF,"HFF Inc",1758444000,18.74,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1343912000,23.69,1.53,41790000,0.5,0.6,1.66%
HI,"Hillenbrand Inc",3180926000,21.62,2.38,126200000,1.26,0.83,1.61%
HIBB,"Hibbett Sports Inc",557130000,15.96,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",464562000,0,-0.16,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1350763000,83.27,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1876207000,24.65,1.85,169460000,0.78,1.14,2.47%
HMST,"Homestreet Inc",812098000,17.54,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2625652000,57.45,0.42,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2309745000,12.83,1.39,139450000,1.39,0.56,3.14%
HPR,"Highpoint Resources Corp.",1123649000,0,-0.14,-138230000,3.32,0,0.00%
HQY,Healthequity,5421309000,114.72,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2191035000,27.55,0.98,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",838980000,26.18,1.7,-48640000,1.67,0.52,1.17%
HSKA,"Heska Corp",774075000,67.19,1.55,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",1000627000,91.03,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",888019000,11.22,-0.43,99870000,1.33,1.12,4.96%
HTLD,"Heartland Express",1653347000,37.48,0.54,75170000,0.64,0.08,0.40%
HUBG,"Hub Group Inc A",1763694000,22.09,2.34,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",467631000,17.66,1.26,21080000,0.83,0.72,3.24%
HWKN,"Hawkins Inc",447678000,24.85,1.71,-9180000,0.71,0.45,1.06%
HZO,"Marinemax Inc",569489000,14.13,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1476187000,29.87,1.59,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",761483000,28.99,1.38,22550000,2.22,0.12,0.30%
IIVI,"I I V I Inc",2983158000,30.82,1.53,88000000,0.02,0,0.00%
INDB,"Independent Bk Corp",2490993000,23.22,3.9,87200000,0.95,1.52,1.68%
INGN,"Inogen Inc",5153463000,134.71,1.77,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1430748000,10.15,0.53,99210000,1.21,0.72,5.22%
INTL,"Intl Fcstone Inc",1057825000,29.18,1.91,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1434644000,9.42,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1852257000,17.17,4.49,61800000,1.06,1.76,2.28%
IPAR,"Inter Parfums Inc",2065554000,42.61,1.55,41590000,1.54,0.84,1.27%
IPHS,"Innophos Hldngs Inc",848917000,17.93,2.46,22450000,0.74,1.92,4.35%
IRBT,"Irobot Corp",2894496000,48.76,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2292525000,51.75,0.4,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",901145000,13.89,0.18,30210000,0.84,0.72,7.00%
ITG,"Investment Technology Group",717203000,38.71,0.56,-39440000,1.45,0.28,1.29%
ITGR,"Integer Holdings Corp",2464770000,22.12,3.45,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2566290000,26.96,2.42,57300000,0.97,0,0.00%
IVC,"Invacare Corp",525192000,0,-1.59,-76540000,2.38,0.05,0.31%
IVR,"Invesco Mortgage Capital Inc",1802986000,9.15,1.77,348610000,0.65,1.68,10.37%
JBSS,"John B Sanfilippo",825372000,27.82,2.93,36130000,1.08,0.55,0.70%
JBT,"John Bean Technologies Corp",3499700000,31.9,3.5,80500000,1.25,0.4,0.36%
JCP,"J.C. Penney Company Inc",559436000,0,-0.36,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2680329000,33.34,4.31,79170000,0.58,1.8,1.25%
JRVR,"James River Gp HD",1222940000,25.31,1.62,43570000,0.48,1.2,2.93%
KALU,"Kaiser Aluminum",1774754000,20.07,5.4,45400000,0.65,2.2,2.03%
KAMN,"Kaman Corp",1825040000,25.08,2.64,49830000,0.78,0.8,1.21%
KELYA,"Kelly Svcs Cl A",978536000,11.19,2.24,71600000,0.92,0.3,1.20%
KEM,"Kemet Corp",1435721000,13.6,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3829433000,24.53,2.72,133780000,1.27,0.4,0.60%
KIRK,"Kirkland's Inc",186083000,25.67,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1722359000,10.48,2.45,112010000,1.22,0.48,1.87%
KN,"Knowles Corp",1585760000,23.69,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",721179000,8.76,3.94,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",170885000,0,-0.36,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1483842000,12.98,3.64,97550000,1.35,0,0.00%
KRG,"Kite Realty Group Trust",1458368000,8.57,-0.21,11870000,0.55,1.27,7.30%
