Symbol,Name,"Market Cap, $K","P/E ttm","EPS ttm","Net Income(a) $M",Beta,Dividend(a),"Div Yield(a)"
AJRD,"Aerojet Rocketdyne Holdings",2586276000,35.89,0.83,-9200000,1.17,0,0.00%
AKR,"Acadia Realty Trust",2241250000,19.28,0.58,60830000,0.41,1.08,3.97%
AKS,"AK Steel Holding Corp",1419795000,16.41,0.24,6200000,2.84,0,0.00%
ALG,"Alamo Group",1099453000,17.98,4.73,44320000,0.87,0.44,0.47%
ALGT,"Allegiant Travel Com",2020365000,11.43,10.62,194900000,0.15,2.8,2.31%
ALRM,Alarm.Com,2084543000,43.44,1.03,29250000,1.16,0,0.00%
AMAG,"Amag Pharmaceuticals",820487000,0,-0.32,-199230000,0.39,0,0.00%
AMBC,"Ambac Financial Grp",942411000,3.71,5.58,-328720000,1.7,0,0.00%
AMED,"Amedisys Inc",3447317000,36.43,2.53,30300000,0.61,0,0.00%
AMN,"Amn Healthcare Services Inc",2502555000,20.86,2.74,132560000,0.42,0,0.00%
AMPH,"Amphastar Pharma",811014000,75.09,0.23,4510000,1.4,0,0.00%
AMSF,"Amerisafe Inc",1204713000,19.01,3.24,46230000,0.79,0.88,1.39%
AMWD,"Amer Woodmark Cp",1518075000,16.91,4.94,63140000,1.82,0,0.00%
ANDE,"Andersons Inc",987670000,29.29,1.19,42510000,1.16,0.66,1.89%
ANF,"Abercrombie & Fitch Company",1690683000,25.2,0.96,7090000,0.72,0.8,3.31%
ANGO,"Angiodynamics Inc",800144000,29.89,0.73,16340000,0.97,0,0.00%
ANIK,"Anika Therapeutics",602591000,24.87,1.63,31820000,1.86,0,0.00%
ANIP,"ANI Pharma Inc",767354000,15.93,4.14,-1080000,2.78,0,0.00%
APEI,"American Pub. Edu.",710120000,32.32,1.36,21120000,0.65,0,0.00%
APOG,"Apogee Entrpr Inc",1388340000,15.98,3.1,79490000,1.45,0.63,1.27%
ARCB,"Arcbest Corp",1189696000,19.98,1.87,59730000,1.92,0.32,0.66%
ARI,"Apollo Commercial Real Estate",2333689000,11.58,1.65,193030000,0.54,1.84,9.63%
AROC,"Archrock Inc",935816000,1355,-0.1,18950000,2.92,0.48,3.54%
ARR,"Armour Residential R",992064000,8.82,2.68,181150000,0.64,2.28,9.64%
ASGN,"On Assignment",4801140000,25.88,3.62,157680000,1.91,0,0.00%
ASIX,"Advansix Inc",1109895000,15.49,2.57,146700000,1.47,0,0.00%
ASNA,"Ascena Retail Grp",788764000,0,-0.04,-1067300000,1.66,0,0.00%
ASTE,"Astec Inds Inc",1056368000,20.96,2.2,37800000,1.04,0.4,0.87%
ATNI,"Atn International",1031349000,41.65,1.56,31490000,0.61,0.68,1.05%
ATU,"Actuant Corp",1735650000,31.61,0.9,-66210000,1.41,0.04,0.14%
AVA,"Avista Corp",3325228000,25.9,1.9,115920000,0.25,1.49,2.95%
AVAV,"Aerovironment Inc",1793728000,72.9,1.04,20070000,1.14,0,0.00%
AVD,"American Vanguard Corp",639218000,34.84,0.62,20270000,1.01,0.08,0.37%
AVP,"Avon Products",790607000,17.2,0.1,22000000,1.24,0,0.00%
AWR,"American States Water Company",2205403000,32.98,1.84,69370000,0.27,1.02,1.68%
AXE,"Anixter International Inc",2399082000,13.2,5.4,109000000,2.12,0,0.00%
AXL,"American Axle & Manufacturing",1900453000,4.31,3.72,337100000,1.37,0,0.00%
AZZ,"Azz Inc",1395208000,50.99,1.06,45170000,1.42,0.68,1.26%
B,"Barnes Group",3368814000,22.11,2.99,59420000,1.37,0.64,0.97%
BABY,"Natus Medical Inc",1222676000,26.24,1.41,-20290000,0.58,0,0.00%
BANC,"First Pactrust Bancorp",1011800000,26.64,0.76,57710000,0.83,0.52,2.57%
BANR,"Banner Corp",2064271000,19.26,3.36,60780000,0.98,1.4,2.16%
BCC,"Boise Cascade L.L.C.",1710280000,16.71,2.6,82960000,1.98,0.28,0.64%
BCOR,"Blucora Inc",1650726000,20.78,1.49,27040000,-0.14,0,0.00%
BCPC,"Balchem Cp",3121734000,37.15,2.71,90070000,0.84,0.42,0.42%
BEAT,"Biotelemetry Inc",1808369000,41.84,1.33,-15960000,1.3,0,0.00%
BEL,"Belmond Ltd",1150800000,112.5,0.1,-45040000,1.33,0,0.00%
BELFB,"Bel Fuse Inc Cl B",295336000,28.26,0.75,-11900000,0.55,0.28,1.15%
BFS,"Saul Centers",1185886000,17.76,1.45,48260000,0.66,2.08,3.90%
BGFV,"Big 5 Sporting",122151000,49.58,0.26,1100000,-0.69,0.6,10.08%
BGG,"Briggs & Stratton Corp",755686000,13.75,1.28,56650000,0.64,0.56,3.18%
BGS,"B&G Foods Holdings",2071475000,15.1,2.08,217460000,0.47,1.9,6.14%
BHE,"Benchmark Electronics",1175130000,15.44,1.59,-31970000,0.23,0.6,2.44%
BHLB,"Berkshire Hills Bancorp",1857678000,16.17,2.56,55250000,0.74,0.88,2.13%
BJRI,"Bj's Restaurants Inc",1268619000,31.24,1.98,44780000,0.76,0.44,0.71%
BKE,"Buckle Inc",1186812000,12.76,1.9,89710000,0.65,1,4.12%
BKS,"Barnes & Noble",429461000,12.35,0.49,-125480000,1.85,0.6,9.92%
BLD,"Topbuild Corp",2609599000,24.04,3.07,158130000,0.5,0,0.00%
BMI,"Badger Meter",1500621000,43.5,1.2,34570000,0.72,0.52,1.00%
BNED,"Barnes & Noble Education Inc C",273074000,0,-5.4,-252570000,0.32,0,0.00%
BOFI,"Bofi Holding Inc",2617717000,16.52,2.4,134740000,0.12,0,0.00%
BPFH,"Boston Pvt Finl Hldg",1226265000,16.46,0.89,40590000,0.96,0.48,3.28%
BRC,"Brady Corp",1906619000,19.18,1.94,95650000,1.09,0.83,2.23%
BRKL,"Brookline Bancorp",1453792000,19.78,0.93,50520000,0.85,0.4,2.17%
BRKS,"Brooks Automation",2242467000,22.2,1.41,62610000,1,0.4,1.28%
BRS,"Bristow Group Inc",441636000,0,-2.16,-195660000,2.96,0,0.00%
CACI,"Caci International",4373135000,22.84,7.76,163670000,1.45,0,0.00%
CAL,"Caleres Inc",1472347000,15.47,2.19,87200000,0.84,0.28,0.83%
CALM,"Cal-Maine Foods In",2168898000,14.9,2.97,125930000,0.54,0,0.00%
CAMP,"Calamp Corp",802620000,23.94,0.95,16620000,1.75,0,0.00%
CASH,"Meta Financial Grp",865240000,13.45,6.63,44920000,1.02,0.52,0.58%
CATM,"Cardtronics Inc",1386784000,8.91,2.69,-145350000,0.84,0,0.00%
CATO,"Cato Corp",626997000,28.42,0.88,8540000,0.71,1.32,5.28%
CBB,"Cincinnati Bell Inc",557560000,0,-0.27,35100000,1.24,0,0.00%
CBL,"Cbl & Associates Properties",901285000,2.58,0.16,120940000,1.14,0.8,15.97%
CBM,"Cambrex Corp",2101200000,17.64,3.3,102450000,2.4,0,0.00%
CBU,"Community Bank System",3237615000,20.41,3.16,150720000,1,1.36,2.11%
CCMP,"Cabot Microelectron",3145800000,25.44,4.82,86950000,1.37,1.6,1.30%
CCOI,"Cogent Comm Hldgs",2347592000,106.46,0.44,5880000,0.5,2.08,4.07%
CCRN,"Cross Ctry Hlthcr",308672000,15.9,0.62,37510000,0.86,0,0.00%
CDR,"Cedar Shopping Centers Inc",391591000,7.73,-0.39,19140000,0.87,0.2,4.31%
CECO,"Career Education",1179662000,32.59,0.49,-31900000,2.77,0,0.00%
CEIX,"Consol Energy Inc",1254623000,0,3.26,67630000,N/A,0,0.00%
CENT,"Central Garden",2250385000,22.4,1.75,78830000,0.05,0,0.00%
CENTA,"Central Garden & Pet",2095366000,20.73,1.75,78830000,0.32,0,0.00%
CENX,"Century Aluminum C",1118397000,19,0.38,48580000,0.78,0,0.00%
CEVA,"Ceva Inc",699930000,60.67,0.52,17030000,1.06,0,0.00%
CHCO,"City Holding Co",1236744000,18.31,4.45,54310000,0.67,1.84,2.26%
CHCT,"Community Healthcare Trust Inc",558671000,21.03,0.23,3510000,0.79,1.6,5.25%
CHS,"Chico's Fas",1185689000,13.48,0.65,101000000,0.75,0.34,3.88%
CHSP,"Chesapeake Lodging Trust",1937632000,14.4,1.21,76240000,0.92,1.6,4.89%
CHUY,"Chuy's Holdings Inc",522908000,35.51,0.88,28960000,-0.23,0,0.00%
CIR,"Circor International",865183000,22.05,1.97,11790000,1.87,0.08,0.17%
CJ,"C&J Energy Services Inc",1657332000,16.64,0.88,22460000,0.91,0,0.00%
CKH,"Seacor Smit Inc",931042000,37.71,1.37,61640000,0.79,0,0.00%
CLD,"Cloud Peak Energy Inc",199301000,0,-0.61,-6640000,1.94,0,0.00%
CLDT,"Chatham Lodging Trust [Reit]",995137000,10.9,0.67,29480000,1.07,1.32,6.02%
CLW,"Clearwater Paper Corp",430990000,15.24,1.77,97340000,1.03,0,0.00%
CMO,"Capstead Mortgage Corp",763125000,15.16,0.55,79590000,0.1,0.56,6.71%
CMTL,"Comtech Telecom Co",799505000,52.89,0.65,15830000,1.55,0.4,1.16%
CNMD,"C O N M E D Cp",2245443000,38.29,2.05,55490000,0.55,0.8,1.00%
CNSL,"Consolidated Communications Holdings Inc",773063000,0,0.03,64950000,0.78,1.55,13.16%
COHU,"Cohu Inc",757152000,16.7,1.37,32840000,1.11,0.24,0.95%
COKE,"Coca Cola Bot Cons",1394648000,41.27,3.59,96540000,0.18,1,0.67%
COLB,"Columbia Banking Sys",3024080000,17.28,2.43,112830000,1.12,1.04,2.48%
CORE,"Core Mark Holding",1131137000,24.84,0.98,33500000,0.63,0.4,1.64%
CORT,"Corcept Therapeutics",1596074000,25.9,0.52,129120000,1.7,0,0.00%
CPF,"Central Pacific Financial Co",821992000,16.12,1.74,41200000,1.08,0.84,2.99%
CPS,"Cooper Std Hldg Inc",2542914000,12.36,11.58,135300000,0.73,0,0.00%
CPSI,"Computer Programs",371976000,21.03,1.63,-17100000,-0.04,0.4,1.30%
CRAY,"Cray Inc",939090000,0,-0.84,-133830000,1.48,0,0.00%
CROX,"Crocs Inc",1227674000,598.67,0.03,10240000,0.45,0,0.00%
CRR,"Carbo Ceramics",245499000,0,-3,-253120000,1.54,0,0.00%
CRVL,"Corvel Cp",1071057000,28.25,1.87,35700000,0.66,0,0.00%
CRY,Cryolife,1093406000,90.91,0.33,3700000,0.73,0,0.00%
CRZO,"Carrizo Oil & Gas",2236408000,16.46,1.69,87110000,2.15,0,0.00%
CSGS,"C S G Sys Intl",1273316000,17.06,2.17,61360000,0.87,0.84,2.17%
CTB,"Cooper Tire & Rubber Company",1407818000,10.3,2.69,95400000,0.66,0.42,1.52%
CTRE,"Caretrust REIT Inc",1426868000,13.62,0.4,25870000,0.78,0.82,4.82%
CTRL,"Control4 Corp",823737000,28.54,0.84,15980000,-0.22,0,0.00%
CTS,"Cts Corp",1163114000,24.69,1.43,14450000,1.23,0.16,0.45%
CUB,"Cubic Corp",1816241000,0,-0.45,-11210000,0.99,0.27,0.39%
CUBI,"Customers Bancorp",809865000,10.59,2.44,78840000,0.72,0,0.00%
CUTR,"Cutera Inc",539748000,59.41,0.68,29990000,0.38,0,0.00%
CVBF,"Cvb Financial Corp",2621983000,20.34,1.19,104410000,1.38,0.56,2.31%
CVCO,"Cavco Inds Inc",1930944000,34.93,6.07,61500000,1.45,0,0.00%
CVGW,"Calavo Growers Inc",1664758000,38.58,2.43,37270000,0.56,0.95,1.01%
CWT,"California Water Service Group Holding",1920397000,33.8,1.21,67180000,0.61,0.75,1.83%
CYH,"Community Health Systems",374325000,0,-0.9,-2459000000,1.68,0,0.00%
CYTK,Cytokinetics,346880000,0,-2.42,-127790000,1.39,0,0.00%
DAKT,"Daktronics Inc",378569000,38.77,0.22,5560000,1.08,0.28,3.28%
DAR,"Darling International Inc",3376972000,25.9,0.78,128470000,1.37,0,0.00%
DBD,"Diebold Nixdorf Inc",531720000,10.31,0.94,-233100000,2.04,0.3,4.48%
DCOM,"Dime Community Bncsh",653718000,12.79,1.36,51880000,0.58,0.56,3.22%
DDD,"3D Systems Corp",1462459000,0,-0.56,-66190000,1.26,0,0.00%
DEA,"Easterly Government Properties",901858000,15.24,0.1,4450000,0.41,1.04,5.42%
DEPO,"Depomed Inc",551961000,0,-0.58,-102500000,1.27,0,0.00%
DF,"Dean Foods Company",886095000,11.99,0.8,61590000,0.46,0.36,3.75%
DFIN,"Donnelly Financial Solutions Inc",628256000,22.01,1.11,9700000,2.38,0,0.00%
DGII,"Digi Intl Inc",352758000,79.12,0.17,9370000,1.41,0,0.00%
DIN,"Dineequity Inc",1323429000,19.69,4.06,-330540000,0.05,2.52,3.38%
DIOD,"Diodes Inc",1803092000,21.39,1.71,-1810000,1.01,0,0.00%
DNR,"Denbury Resources",1943178000,16.07,0.28,163150000,3.22,0,0.00%
DORM,"Dorman Products Inc",2432827000,19.73,3.46,106600000,0.93,0,0.00%
DPLO,"Diplomat Pharmacy Inc",1572297000,23.99,0.88,15510000,1.14,0,0.00%
DRH,"Diamondrock Hospitality Company",2366608000,12.4,0.43,91880000,1.39,0.5,4.07%
DSPG,"D S P Group Inc",276170000,50.42,0.23,-3000000,0.95,0,0.00%
DSW,"DSW Inc",2227956000,17.34,1.6,67300000,0.63,1,3.60%
DXPE,"Dxp Enterprise",721550000,45.78,0.92,16890000,2.5,0,0.00%
EBIX,"Ebix Inc",2549240000,25.62,3.17,100620000,1.3,0.3,0.37%
EBS,"Emergent Biosolutions",2820310000,21.84,1.57,82590000,1.2,0,0.00%
ECHO,"Echo Global Logistic",957852000,26.98,1.26,12620000,1.57,0,0.00%
ECOL,"US Ecology Inc",1412744000,33.99,1.84,49370000,0.65,0.72,1.02%
ECPG,"Encore Capital Grp",921456000,8.94,4.05,83230000,1.4,0,0.00%
EE,"El Paso Electric Company",2509339000,27.27,2.4,98260000,0.4,1.44,2.33%
EFII,"Elec Imaging Inc",1447586000,409.5,0.06,-15350000,1.08,0,0.00%
EGHT,"8X8 Inc",1918890000,0,-0.36,-104500000,0.44,0,0.00%
EGL,"Engility Holdings Inc",1251065000,15.36,2.21,-35190000,1.83,0,0.00%
EGOV,"Nic Inc",1061632000,19.3,0.8,51610000,0.47,0.32,1.93%
EGP,"Eastgroup Properties",3486795000,21.38,2.29,83180000,0.84,2.56,2.66%
EGRX,"Eagle Pharmaceutical",1153068000,31.22,2.41,51940000,1.43,0,0.00%
EHTH,"Ehealth Inc",489182000,0,-2.9,-25410000,1.36,0,0.00%
EIG,"Employers Holdings Inc",1447992000,12.86,3.53,101200000,1.03,0.8,1.76%
ELY,"Callaway Golf Company",2050802000,16.63,0.89,40810000,0.99,0.04,0.20%
ENDP,"Endo Int'l Plc",2730238000,3.66,3.28,-2035430000,0.49,0,0.00%
ENSG,"The Ensign Group In",1815240000,24.52,1.38,40480000,0.62,0.18,0.49%
ENTA,"Enanta Pharmaceutica",1925844000,36.05,2.81,17710000,0.92,0,0.00%
ENVA,"Enova International Inc",1072310000,17.08,1.85,29240000,2.64,0,0.00%
EPAY,"Bottomline Tech In",2261982000,99.29,0.56,-33140000,0.94,0,0.00%
ERA,"Era Group Inc",298238000,0,-0.89,-28160000,0.91,0,0.00%
ESE,"Esco Technologies Inc",1583101000,29.36,2.11,53700000,1.04,0.32,0.52%
ESIO,"Electro Sci Inds",766909000,7.22,2.13,116220000,1.02,0,0.00%
ESND,"Essendant Inc",599171000,90.22,0.18,-266980000,1.32,0.56,3.45%
ETH,"Ethan Allen Interiors Inc",611775000,16.48,1.35,36370000,0.99,0.76,3.42%
EVTC,"Evertec Inc",1713832000,16.51,1.48,55050000,1.19,0.1,0.41%
EXLS,"Exlservice Holdings",2001392000,24.47,2.53,48890000,1.27,0,0.00%
EXPO,"Exponent Inc",2569294000,43.78,1.16,41310000,0.59,0.52,1.03%
EXPR,"Express Inc",728806000,22.07,0.44,19370000,0.86,0,0.00%
EXTN,"Exterran Corp",965032000,340.5,0.08,33880000,0.92,0,0.00%
EXTR,"Extreme Networks",969999000,18.76,0.45,-8520000,1.39,0,0.00%
EZPW,"Ezcorp Inc",601783000,13.04,0.8,31860000,1.45,0,0.00%
FARO,"Faro Tech Inc",1132566000,96.29,0.7,-14520000,1.54,0,0.00%
FBP,"First Bancorp",1809188000,15.59,0.54,66960000,1.91,0,0.00%
FCF,"First Commonwealth Financial Corp",1692070000,17.1,1,55170000,1.01,0.36,2.11%
FCFS,"First Cash Fin Svcs",3517586000,25.51,3.15,143890000,0.48,0.88,1.10%
FCN,"Fti Consulting",3027378000,21.21,3.79,107960000,0.17,0,0.00%
FCPT,"Four Corners Property Trust In",1633663000,18.67,1.26,71390000,-0.04,1.1,4.27%
FELE,"Franklin Electric Co",2237888000,23.73,2.05,78180000,1.58,0.48,0.99%
FF,"Futurefuel Corp",611923000,12.63,1.1,23510000,1.64,0.24,1.73%
FFBC,"First Finl Bncp [Oh]",2992986000,15.68,1.98,96790000,1.05,0.76,2.45%
FFIN,"First Finl Bkshs Inc",3897792000,31.23,1.87,120370000,1.27,0.84,1.44%
FIX,"Comfort Systems USA",2057510000,24.21,2.27,55270000,1.33,0.32,0.58%
FLOW,"SPX Flow Inc",1947088000,23.37,1.68,46400000,1.95,0,0.00%
FMBI,"First Midwest Bncp",2768729000,18.85,1.44,98390000,1.13,0.44,1.62%
FN,Fabrinet,1463823000,16.95,2.33,97120000,0.61,0,0.00%
FNSR,"Finisar Corp",2059673000,44.62,0.39,-48290000,1.21,0,0.00%
FORM,"Formfactor Inc",1037026000,17.91,0.93,40910000,1.4,0,0.00%
FORR,"Forrester Resrch",812696000,70.08,0.66,15140000,0.47,0.8,1.73%
FOSL,"Fossil Group",1417127000,0,-0.54,-478170000,-0.11,0,0.00%
FOXF,"Fox Factory Cp",2324039000,35.09,1.59,43130000,0.69,0,0.00%
FRAN,"Francesca's Holdings",280264000,26.37,0.3,15560000,0.15,0,0.00%
FRGI,"Fiesta Restaurant Gp",791613000,56.35,0.52,-36230000,0.54,0,0.00%
FSB,"Franklin Financial Network Inc",551090000,14.89,2.64,28080000,1.1,0,0.00%
FSP,"Franklin Street Properties",922178000,8.62,-0.18,-15940000,0.79,0.36,4.18%
FSS,"Federal Signal Corp",1416600000,25.26,0.94,61600000,1.11,0.32,1.35%
FTD,"Ftd Companies",92163000,0,0,-234040000,0.13,0,0.00%
FTK,"Flotek Industries",175129000,0,0,-27400000,1.42,0,0.00%
FTR,"Frontier Commun Cp",431955000,0,-3.21,-1804000000,0.57,1.2,21.86%
FUL,"H. B. Fuller Company",2875154000,21.46,2.64,58240000,1.52,0.62,1.09%
FWRD,"Foward Air Corp",1843474000,23.73,2.67,87320000,1.39,0.6,0.95%
GBCI,"Glacier Bancorp Inc",3683382000,23.12,1.91,116380000,1.41,1.04,2.36%
GBX,"Greenbrier Companies",1899210000,14.57,4.08,116070000,1.75,1,1.68%
GCI,"Gannett Co. Inc",1146240000,9.97,1.02,6890000,0.95,0.64,6.29%
GCO,"Genesco Inc",825684000,13.52,3.01,-111840000,1.03,0,0.00%
GDOT,"Green Dot Corp",4128159000,40.12,2.03,85890000,0.74,0,0.00%
GEOS,"Geospace Technologie",183737000,0,-3.63,-56790000,1.26,0,0.00%
GES,"Guess Inc",1794440000,32.19,0.7,-7890000,0.18,0.9,3.99%
GFF,"Griffon Corp",807651000,24.4,0.65,14910000,1.36,0.28,1.53%
GHL,"Greenhill & Co. Inc",778609000,121.85,0.01,-26650000,1.14,0.2,0.61%
GIFI,"Gulf Island Fab",133856000,0,-2.42,-44770000,1.01,0.02,0.22%
GIII,"G-III Apparel Gp I",2143320000,21.88,2,62120000,0.28,0,0.00%
GLT,Glatfelter,741633000,18.38,0.97,7910000,1.11,0.52,3.04%
GME,"Gamestop Corp",1512770000,4.73,3.09,34700000,1.26,1.52,10.40%
GNBC,"Green Bancorp",914979000,18.07,1.37,34140000,2.14,0.4,1.62%
GNL,"Global Net Lease Inc",1432995000,10.59,0.23,23570000,0.52,2.13,10.10%
GOV,"Government Properties Income Trust",1573511000,7.89,0.17,12090000,1.19,1.72,10.95%
GPI,"Group 1 Automotive",1480798000,8.24,8.49,213440000,1.78,1.04,1.49%
GPRE,"Green Plains Inc",715874000,0,-1.35,61060000,1.04,0.48,2.76%
GTLS,"Chart Industries In",2369330000,50.64,1.54,28000000,1.06,0,0.00%
GTY,"Getty Realty Corp",1175349000,17.01,1.16,47190000,0.51,1.28,4.43%
GWB,"Great Western Bancorp Inc",2506784000,15.17,2.83,144790000,1.53,1,2.33%
HA,"Hawaiian Hldgs Inc",2087951000,7.17,5.55,364040000,1.37,0.48,1.21%
HAFC,"Hanmi Financial Cp",827125000,13.64,1.88,54660000,0.78,0.96,3.74%
HAYN,"Haynes Intl Inc",514572000,0,-1.03,-10190000,1.51,0.88,2.12%
HCI,"Homeowners Choice",366408000,0,-1.11,-6890000,1.64,1.5,3.51%
HF,"HFF Inc",1744306000,18.34,2.41,94960000,0.99,0,0.00%
HFWA,"Heritage Financial",1200906000,23.56,1.53,41790000,0.5,0.6,1.66%
HI,"Hillenbrand Inc",3252582000,21.93,2.34,126200000,1.26,0.83,1.59%
HIBB,"Hibbett Sports Inc",457643000,13.2,1.78,35030000,0.79,0,0.00%
HLIT,"Harmonic Inc",438883000,0,-0.39,-82960000,0.7,0,0.00%
HLX,"Helix Energy Solutions Group",1375942000,86.27,0.11,30050000,2.54,0,0.00%
HMN,"Horace Mann Educators Corp",1797116000,23.48,1.87,169460000,0.78,1.14,2.60%
HMST,"Homestreet Inc",794561000,17.43,1.71,68950000,0.39,0,0.00%
HMSY,"Hms Hldgs Cp",2405058000,45.2,0.55,40050000,0.92,0,0.00%
HOPE,"Hope Bancorp Inc",2314682000,12.37,1.39,139450000,1.39,0.56,3.26%
HPR,"Highpoint Resources Corp.",1371705000,0,-0.29,-138230000,3.32,0,0.00%
HQY,Healthequity,4859136000,103.5,0.76,47360000,1.37,0,0.00%
HSC,"Harsco Corp",2022307000,25.41,0.84,7820000,2.76,0,0.00%
HSII,"Heidrick & Struggl",795372000,24.59,1.44,-48640000,1.67,0.52,1.24%
HSKA,"Heska Corp",765844000,59.23,1.75,9950000,0.76,0,0.00%
HSTM,"Healthstream Inc",936700000,85.59,0.34,10000000,0.56,0,0.00%
HT,"Hersha Hospitality Trust",858878000,10.98,-0.43,99870000,1.33,1.12,5.07%
HTLD,"Heartland Express",1579529000,36.33,0.54,75170000,0.64,0.08,0.41%
HUBG,"Hub Group Inc A",1815926000,21.82,2.04,135150000,1.45,0,0.00%
HVT,"Haverty Furniture Companies",444788000,16.55,1.26,21080000,0.83,0.72,3.45%
HWKN,"Hawkins Inc",442566000,23.95,1.41,-9180000,0.71,0.88,2.15%
HZO,"Marinemax Inc",512810000,12.82,1.49,23550000,1.12,0,0.00%
IBP,"Installed Building Products I",1600540000,33.02,1.19,41140000,0.86,0,0.00%
IIIN,"Insteel Industries",806893000,30.94,1.38,22550000,2.22,0.12,0.28%
IIVI,"I I V I Inc",2432806000,24.9,1.57,95270000,0.02,0,0.00%
INDB,"Independent Bk Corp",2424512000,22.99,3.9,87200000,0.95,1.52,1.70%
INGN,"Inogen Inc",4488667000,141.41,1.5,21000000,1.1,0,0.00%
INN,"Summit Hotel Properties",1439128000,10.44,0.5,99210000,1.21,0.72,5.07%
INTL,"Intl Fcstone Inc",1044819000,42.77,1.32,6400000,1.71,0,0.00%
INVA,"Innoviva Inc",1396970000,8.91,1.53,134140000,2.25,0,0.00%
IOSP,"Innospec Inc",1905640000,16.97,4.65,61800000,1.06,1.76,2.23%
IPAR,"Inter Parfums Inc",1923048000,43.06,1.42,41590000,1.54,0.84,1.37%
IPHS,"Innophos Hldngs Inc",869900000,18.04,2.48,22450000,0.74,1.92,4.33%
IRBT,"Irobot Corp",2273189000,37.8,2.17,50960000,1.32,0,0.00%
IRDM,"Iridium Comm Inc",2098713000,46.63,0.58,233860000,1.92,0,0.00%
IRT,"Independence Realty Trust Inc",886224000,13.47,0.41,30210000,0.84,0.72,7.22%
ITG,"Investment Technology Group",714223000,51.3,0.43,-39440000,1.45,0.28,1.27%
ITGR,"Integer Holdings Corp",2264708000,21.12,3.01,66680000,0.86,0,0.00%
ITRI,"Itron Inc",2338280000,22.88,2.62,57300000,0.97,0,0.00%
IVC,"Invacare Corp",596880000,0,-1.81,-76540000,2.38,0.05,0.28%
IVR,"Invesco Mortgage Capital Inc",1832012000,9.37,1.77,348610000,0.65,1.68,10.13%
JBSS,"John B Sanfilippo",896764000,26.48,2.93,36130000,1.08,0.55,0.71%
JBT,"John Bean Technologies Corp",3390680000,30.81,3.5,80500000,1.25,0.4,0.37%
JCP,"J.C. Penney Company Inc",748010000,0,-0.07,-116000000,0.87,0,0.00%
JJSF,"J J Snack Foods",2644367000,32.9,4.26,79170000,0.58,1.8,1.27%
JRVR,"James River Gp HD",1221384000,25.49,1.53,43570000,0.48,1.2,2.91%
KALU,"Kaiser Aluminum",1843768000,20.69,5.4,45400000,0.65,2.2,1.97%
KAMN,"Kaman Corp",1824293000,25.43,2.58,49830000,0.78,0.8,1.22%
KELYA,"Kelly Svcs Cl A",939252000,11.27,2.17,71600000,0.92,0.3,1.23%
KEM,"Kemet Corp",1448914000,14.04,1.81,254530000,3.78,0,0.00%
KFY,"Korn/Ferry International",3730320000,24.46,2.72,133780000,1.27,0.4,0.60%
KIRK,"Kirkland's Inc",176042000,25,0.45,5300000,1.18,0,0.00%
KLIC,"Kulicke and Soffa",1832797000,10.95,2.18,112010000,1.22,0.48,1.79%
KN,"Knowles Corp",1588463000,24.14,0.74,68300000,0.99,0,0.00%
KOP,"Koppers Holdings Inc",794112000,9.01,4.19,29100000,0.85,0,0.00%
KOPN,"Kopin Cp",232651000,0,-0.33,-25240000,1.03,0,0.00%
KRA,"Kraton Performance Polymers Inc",1524661000,13.27,3.64,97550000,1.35,0,0.00%
